

<<START>>,<<FMS_ENTITY_CONTACT_MST>>,,,,,, 	(01-MAR-2025 14:47:35)
 
COMPANY_CD,CD,ABBR,ENTITY,SEQ_NO,EFF_DT,ADDR_FLAG,TIMESTAMP
2,24 , HCG , C , 1 , 01/06/2023 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,24 , HCG , C , 2 , 02/12/2019 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,24 , HCG , C , 3 , 02/12/2019 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,24 , HCG , C , 4 , 02/12/2019 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,24 , HCG , C , 5 , 02/12/2019 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,24 , HCG , C , 6 , 02/12/2019 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,24 , HCG , C , 7 , 02/12/2019 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,24 , HCG , C , 8 , 02/12/2019 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,25 , GGL , C , 1 , 09/12/2019 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,25 , GGL , C , 2 , 28/02/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,25 , GGL , C , 3 , 09/12/2019 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 1 , 01/02/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 2 , 01/02/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 3 , 01/02/2023 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 4 , 01/02/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 5 , 01/02/2023 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 6 , 01/02/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 7 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,26 , CFC , C , 8 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,26 , CFC , C , 9 , 19/09/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 10 , 01/02/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 11 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 12 , 01/02/2023 00:00:00 , P3, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,26 , CFC , C , 13 , 01/02/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 14 , 01/02/2023 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 15 , 01/02/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,26 , CFC , C , 16 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 1 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 2 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 3 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,27 , IFFCO , C , 4 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 5 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 6 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 7 , 01/10/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 8 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 9 , 01/10/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 10 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 11 , 01/01/2020 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 12 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 13 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,27 , IFFCO , C , 15 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 16 , 01/01/2020 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 17 , 01/10/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 18 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 19 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 20 , 01/10/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 21 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 22 , 01/10/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 23 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 24 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 25 , 01/10/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 26 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,27 , IFFCO , C , 27 , 01/01/2020 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,28 , HGL-RLNG , C , 1 , 15/11/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,28 , HGL-RLNG , C , 2 , 01/02/2020 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P9, 	(01-MAR-2025 14:47:39)
2,29 , PipeInfra , C , 2 , 01/01/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,29 , PipeInfra , R , 1 , 23/04/2024 00:00:00 , R, 	(01-MAR-2025 14:47:39)
2,30 , NFL , C , 1 , 01/03/2023 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,30 , NFL , C , 2 , 01/01/2021 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,30 , NFL , C , 3 , 01/03/2023 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,30 , NFL , C , 4 , 01/03/2023 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,30 , NFL , C , 5 , 01/01/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,30 , NFL , C , 6 , 01/05/2020 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,31 , HSIL , C , 1 , 01/05/2020 00:00:00 , R, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,31 , HSIL , C , 2 , 01/05/2020 00:00:00 , R, 	(01-MAR-2025 14:47:39)
2,31 , HSIL , C , 3 , 01/05/2020 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,31 , HSIL , C , 4 , 01/05/2020 00:00:00 , R, 	(01-MAR-2025 14:47:39)
2,31 , HSIL , C , 5 , 01/05/2020 00:00:00 , R, 	(01-MAR-2025 14:47:39)
2,32 , KFL , C , 1 , 23/07/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,32 , KFL , C , 2 , 23/07/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,32 , KFL , C , 3 , 29/12/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,32 , KFL , C , 4 , 29/12/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,32 , KFL , C , 5 , 29/12/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,32 , KFL , C , 6 , 29/12/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,32 , KFL , C , 7 , 23/07/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,32 , KFL , C , 8 , 23/07/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,197 , BIL , C , 1 , 25/06/2020 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,197 , BIL , C , 2 , 25/06/2020 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,197 , BIL , C , 3 , 13/01/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,197 , BIL , C , 4 , 01/01/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,197 , BIL , C , 5 , 25/06/2020 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,197 , BIL , C , 6 , 25/06/2020 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,254 , RIPL , C , 1 , 19/11/2020 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,207 , CP , C , 1 , 15/10/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,207 , CP , C , 2 , 15/10/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,207 , CP , C , 3 , 15/10/2020 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2, , HHFG DLNG , C , 1 , 01/01/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2, , HHFG DLNG , C , 2 , 12/07/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2, , HHFG DLNG , C , 3 , 01/01/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2, , HHFG DLNG , C , 4 , 01/01/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2, , HHFG DLNG , C , 5 , 01/01/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2, , HHFG DLNG , C , 6 , 01/01/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2, , HHFG DLNG , C , 7 , 24/09/2023 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2, , HHFG DLNG , C , 8 , 24/09/2023 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2, , HHFG DLNG , C , 9 , 24/09/2023 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,187 , VIDUWIL , C , 1 , 01/01/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,187 , VIDUWIL , C , 2 , 01/01/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,187 , VIDUWIL , C , 3 , 01/01/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,33 , AGP CGD , C , 1 , 27/04/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,33 , AGP CGD , C , 2 , 25/01/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,33 , AGP CGD , C , 3 , 01/04/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,33 , AGP CGD , C , 4 , 01/02/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,33 , AGP CGD , C , 5 , 01/04/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,33 , AGP CGD , C , 6 , 25/01/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,33 , AGP CGD , C , 7 , 28/12/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,33 , AGP CGD , C , 8 , 01/04/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,33 , AGP CGD , C , 9 , 01/04/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,33 , AGP CGD , C , 10 , 01/04/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,33 , AGP CGD , C , 11 , 01/02/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 1 , 29/07/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 2 , 29/07/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 3 , 29/07/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 4 , 01/02/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 5 , 21/02/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 6 , 01/02/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 7 , 03/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 8 , 05/01/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 9 , 19/07/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 10 , 29/07/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 11 , 16/08/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 12 , 16/08/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,34 , MINDA , C , 13 , 19/07/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,238 , LEIPL , C , 1 , 04/11/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,238 , LEIPL , C , 2 , 03/04/2023 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,238 , LEIPL , C , 3 , 04/11/2020 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,35 , SCHOTT , C , 1 , 01/01/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,35 , SCHOTT , C , 2 , 01/01/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,35 , SCHOTT , C , 3 , 01/01/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,35 , SCHOTT , C , 4 , 01/01/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,35 , SCHOTT , C , 5 , 01/01/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,36 , HIL , C , 1 , 01/06/2023 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,36 , HIL , C , 2 , 01/01/2021 00:00:00 , P4, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,36 , HIL , C , 3 , 01/01/2021 00:00:00 , P4, 	(01-MAR-2025 14:47:39)
2,36 , HIL , C , 4 , 01/06/2023 00:00:00 , P4, 	(01-MAR-2025 14:47:39)
2,36 , HIL , C , 5 , 01/06/2023 00:00:00 , P4, 	(01-MAR-2025 14:47:39)
2,36 , HIL , C , 6 , 15/01/2022 00:00:00 , P3, 	(01-MAR-2025 14:47:39)
2,36 , HIL , C , 7 , 23/01/2022 00:00:00 , P3, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,37 , HCGD-B , C , 1 , 01/04/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,37 , HCGD-B , C , 2 , 01/04/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,37 , HCGD-B , C , 3 , 01/04/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,198 , BIPL , C , 1 , 01/06/2023 00:00:00 , R, 	(01-MAR-2025 14:47:39)
2,198 , BIPL , C , 2 , 25/04/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,198 , BIPL , C , 3 , 25/04/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,198 , BIPL , C , 4 , 21/07/2020 00:00:00 , R, 	(01-MAR-2025 14:47:39)
2,220 , EXXARO , C , 1 , 23/06/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,220 , EXXARO , C , 2 , 11/02/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,220 , EXXARO , C , 3 , 23/06/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,38 , KAJARIA , C , 1 , 01/03/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,38 , KAJARIA , C , 2 , 22/08/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,38 , KAJARIA , C , 3 , 08/09/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,38 , KAJARIA , C , 4 , 04/08/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,38 , KAJARIA , C , 5 , 01/01/2023 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,39 , SISECAM , C , 1 , 01/07/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,39 , SISECAM , C , 2 , 09/06/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,39 , SISECAM , C , 3 , 09/06/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,39 , SISECAM , C , 4 , 09/06/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,39 , SISECAM , C , 5 , 09/06/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,40 , ATPL , C , 1 , 05/04/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,40 , ATPL , C , 2 , 05/04/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,40 , ATPL , C , 3 , 05/04/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,40 , ATPL , C , 4 , 05/04/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,41 , OPAL , C , 1 , 28/07/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,41 , OPAL , C , 2 , 28/07/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,41 , OPAL , C , 3 , 28/07/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,41 , OPAL , C , 4 , 22/08/2024 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,41 , OPAL , C , 5 , 28/07/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,234 , JKPAPER , C , 1 , 14/04/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,234 , JKPAPER , C , 2 , 04/08/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,234 , JKPAPER , C , 3 , 02/05/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,234 , JKPAPER , C , 4 , 11/08/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,234 , JKPAPER , C , 5 , 04/08/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,234 , JKPAPER , C , 6 , 02/05/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,263 , STL , C , 1 , 28/12/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,263 , STL , C , 2 , 25/01/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,263 , STL , C , 3 , 06/09/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,206 , CELLO , C , 1 , 01/12/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,206 , CELLO , C , 2 , 08/09/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,206 , CELLO , C , 3 , 01/12/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,42 , RCF , C , 1 , 01/10/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,42 , RCF , C , 2 , 30/12/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,42 , RCF , C , 3 , 14/09/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,42 , RCF , C , 4 , 30/12/2021 00:00:00 , P1, 	(01-MAR-2025 14:47:39)
2,42 , RCF , C , 5 , 01/10/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:39)
2,42 , RCF , C , 6 , 30/12/2021 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,201 , BWRL , C , 1 , 25/01/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,201 , BWRL , C , 2 , 25/01/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,201 , BWRL , C , 3 , 25/01/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,276 , VIRGO , C , 1 , 14/02/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,276 , VIRGO , C , 2 , 10/03/2023 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,276 , VIRGO , C , 3 , 14/02/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)
2,196 , BLPL , C , 1 , 26/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,223 , GIPSKARTON , C , 1 , 24/03/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,270 , TGPL , T , 1 , 28/04/2005 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,270 , TGPL , T , 2 , 28/04/2005 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,270 , TGPL , T , 3 , 27/04/2009 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,270 , TGPL , T , 4 , 28/04/2005 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,116 , SELNG , T , 1 , 29/04/2005 00:00:00 , 0, 	(01-MAR-2025 14:47:39)
2,116 , SELNG , T , 2 , 29/04/2005 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,116 , SELNG , T , 3 , 29/04/2005 00:00:00 , C, 	(01-MAR-2025 14:47:39)
2,116 , SELNG , T , 4 , 29/04/2005 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,116 , SELNG , T , 5 , 29/04/2005 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,116 , SELNG , T , 6 , 29/04/2005 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,116 , SELNG , T , 7 , 03/10/2008 00:00:00 , 0, 	(01-MAR-2025 14:47:39)
2, , PIL-Haz , R , 1 , 14/09/2008 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,45 , GSPL , R , 1 , 01/09/2023 00:00:00 , C, 	(01-MAR-2025 14:47:39)
2,45 , GSPL , R , 2 , 21/04/2006 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,45 , GSPL , R , 3 , 01/09/2023 00:00:00 , C, 	(01-MAR-2025 14:47:39)
2,45 , GSPL , R , 4 , 01/09/2023 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,45 , GSPL , R , 5 , 01/09/2023 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,45 , GSPL , R , 6 , 01/09/2023 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,45 , GSPL , R , 7 , 21/04/2006 00:00:00 , C, 	(01-MAR-2025 14:47:39)
2,45 , GSPL , R , 8 , 01/09/2023 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,45 , GSPL , R , 9 , 01/09/2023 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,45 , GSPL , R , 10 , 23/04/2024 00:00:00 , C, 	(01-MAR-2025 14:47:39)
2,45 , GSPL , R , 11 , 01/09/2023 00:00:00 , C, 	(01-MAR-2025 14:47:39)	 (Not Inserted)
2,45 , GSPL , R , 12 , 21/04/2006 00:00:00 , C, 	(01-MAR-2025 14:47:39)
2, , GAIL-Haz , R , 1 , 08/03/2007 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,46 , TGLPL , C , 1 , 01/12/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,46 , TGLPL , C , 2 , 15/07/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,46 , TGLPL , C , 3 , 15/07/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,46 , TGLPL , C , 4 , 29/04/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,46 , TGLPL , C , 5 , 01/07/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:40)
2,46 , TGLPL , C , 6 , 29/04/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,47 , TGBPL , C , 1 , 29/04/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,47 , TGBPL , C , 2 , 29/04/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,47 , TGBPL , C , 3 , 29/04/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:40)
2,47 , TGBPL , C , 4 , 29/04/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,48 , BGEPL , C , 1 , 29/04/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,48 , BGEPL , C , 2 , 29/04/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,48 , BGEPL , C , 3 , 29/04/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,48 , BGEPL , C , 4 , 29/04/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,231 , IMCL , C , 1 , 15/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,49 , VVF India , C , 1 , 14/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,49 , VVF India , C , 2 , 14/05/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,49 , VVF India , C , 3 , 14/05/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,49 , VVF India , C , 4 , 14/05/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,50 , GNFC , C , 1 , 24/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,50 , GNFC , C , 2 , 24/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,50 , GNFC , C , 3 , 24/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,50 , GNFC , C , 4 , 26/06/2023 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,50 , GNFC , C , 5 , 24/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,50 , GNFC , C , 6 , 24/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
