

<<START>>,<<FMS_ENTITY_CONTACT_MST>>,,,,,, 	(01-MAR-2025 14:47:35)
 
COMPANY_CD,CD,ABBR,ENTITY,SEQ_NO,EFF_DT,ADDR_FLAG,TIMESTAMP
2,50 , GNFC , C , 7 , 24/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,50 , GNFC , C , 8 , 24/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,50 , GNFC , C , 9 , 24/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,50 , GNFC , C , 10 , 24/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,50 , GNFC , C , 11 , 24/05/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,140 , MEGHHQX , C , 1 , 22/11/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,140 , MEGHHQX , C , 2 , 22/11/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,52 , GLIL , C , 1 , 30/08/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,52 , GLIL , C , 2 , 21/04/2023 00:00:00 , P4, 	(01-MAR-2025 14:47:40)
2,52 , GLIL , C , 3 , 28/03/2023 00:00:00 , P4, 	(01-MAR-2025 14:47:40)
2,255 , SGI-AP , C , 1 , 27/06/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,255 , SGI-AP , C , 2 , 09/01/2023 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,117 , PEPL , C , 1 , 15/03/2024 00:00:00 , R, 	(01-MAR-2025 14:47:40)
2,117 , PEPL , C , 2 , 15/03/2024 00:00:00 , R, 	(01-MAR-2025 14:47:40)
2,117 , PEPL , C , 3 , 26/02/2024 00:00:00 , P2, 	(01-MAR-2025 14:47:40)
2,117 , PEPL , C , 4 , 15/03/2024 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,117 , PEPL , C , 5 , 15/03/2024 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,117 , PEPL , C , 6 , 15/07/2022 00:00:00 , R, 	(01-MAR-2025 14:47:40)
2,117 , PEPL , C , 7 , 26/02/2024 00:00:00 , P2, 	(01-MAR-2025 14:47:40)
2,54 , GFCL , C , 1 , 14/07/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,54 , GFCL , C , 2 , 14/07/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,54 , GFCL , C , 3 , 14/07/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,54 , GFCL , C , 4 , 14/07/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,55 , CPL , C , 1 , 01/12/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,55 , CPL , C , 2 , 16/08/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,55 , CPL , C , 3 , 01/01/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,55 , CPL , C , 4 , 11/12/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,56 , IRM , C , 1 , 24/08/2022 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,56 , IRM , C , 2 , 24/08/2022 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,57 , PPL , C , 1 , 30/08/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,57 , PPL , C , 2 , 30/08/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,57 , PPL , C , 3 , 30/08/2022 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,58 , YARALTD , C , 1 , 06/09/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,58 , YARALTD , C , 2 , 06/09/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,58 , YARALTD , C , 3 , 06/09/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,58 , YARALTD , C , 4 , 06/09/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,59 , INPEROX , C , 1 , 15/09/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,59 , INPEROX , C , 2 , 23/11/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,60 , RAFECHL , C , 1 , 01/01/2025 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,60 , RAFECHL , C , 2 , 01/01/2025 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,60 , RAFECHL , C , 3 , 01/01/2025 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,60 , RAFECHL , C , 4 , 01/01/2025 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,124 , MGRPL , C , 1 , 01/12/2023 00:00:00 , R, 	(01-MAR-2025 14:47:40)
2,124 , MGRPL , C , 2 , 01/12/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:40)
2,124 , MGRPL , C , 3 , 01/12/2023 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,124 , MGRPL , C , 4 , 01/12/2023 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,124 , MGRPL , C , 5 , 01/12/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,208 , CNTENKA , C , 1 , 04/11/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,208 , CNTENKA , C , 2 , 17/10/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,208 , CNTENKA , C , 3 , 19/10/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,61 , EFSPL , C , 1 , 01/04/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,61 , EFSPL , C , 2 , 01/04/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,61 , EFSPL , C , 3 , 01/04/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,158 , HINDURV , C , 1 , 28/02/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,158 , HINDURV , C , 2 , 28/02/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,158 , HINDURV , C , 3 , 02/03/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:40)
2,158 , HINDURV , C , 4 , 28/02/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,158 , HINDURV , C , 5 , 28/02/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,158 , HINDURV , C , 6 , 02/03/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,227 , HCGPUTE , C , 1 , 28/11/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,227 , HCGPUTE , C , 2 , 21/11/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,63 , GOAGLSF , C , 1 , 01/01/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,63 , GOAGLSF , C , 2 , 01/12/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,64 , IGSPL , C , 1 , 25/11/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,64 , IGSPL , C , 2 , 25/11/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,64 , IGSPL , C , 3 , 25/11/2022 00:00:00 , P2, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,65 , PEFORCV , C , 1 , 08/12/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,65 , PEFORCV , C , 2 , 08/12/2022 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,66 , BHEL , C , 1 , 01/06/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,66 , BHEL , C , 2 , 01/06/2024 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,66 , BHEL , C , 3 , 01/06/2024 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,66 , BHEL , C , 4 , 01/06/2024 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,66 , BHEL , C , 5 , 01/06/2024 00:00:00 , R, 	(01-MAR-2025 14:47:40)
2,210 , COMFIND , C , 1 , 11/08/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,210 , COMFIND , C , 2 , 11/08/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,67 , DCMSHRI , C , 1 , 30/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,67 , DCMSHRI , C , 2 , 30/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,67 , DCMSHRI , C , 3 , 30/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,81 , HOECLTD , C , 1 , 01/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,81 , HOECLTD , C , 2 , 01/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,144 , HINAGIL , C , 1 , 16/04/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,147 , HPOIGAS , C , 1 , 20/12/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,147 , HPOIGAS , C , 2 , 20/12/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,147 , HPOIGAS , C , 3 , 20/12/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,147 , HPOIGAS , C , 4 , 20/12/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,92 , NEL , C , 1 , 01/07/2023 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,92 , NEL , C , 2 , 01/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,92 , NEL , C , 3 , 01/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,92 , NEL , C , 4 , 01/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,92 , NEL , C , 5 , 01/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,92 , NEL , C , 6 , 01/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,92 , NEL , C , 7 , 01/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,104 , TASTELI , C , 1 , 07/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,104 , TASTELI , C , 2 , 07/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,104 , TASTELI , C , 3 , 26/02/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,104 , TASTELI , C , 4 , 01/02/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,104 , TASTELI , C , 5 , 01/02/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,104 , TASTELI , C , 6 , 07/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,105 , HMEL , C , 1 , 25/01/2025 00:00:00 , R, 	(01-MAR-2025 14:47:40)
2,105 , HMEL , C , 2 , 06/01/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,105 , HMEL , C , 3 , 01/10/2024 00:00:00 , R, 	(01-MAR-2025 14:47:40)
2,105 , HMEL , C , 4 , 06/01/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,105 , HMEL , C , 5 , 06/01/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,105 , HMEL , C , 6 , 06/01/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,162 , BOROREN , C , 1 , 01/12/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,162 , BOROREN , C , 2 , 01/12/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,151 , KINGASP , C , 1 , 01/10/2024 00:00:00 , P2, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,151 , KINGASP , C , 2 , 01/03/2024 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,106 , RATNAGI , C , 1 , 14/06/2023 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,106 , RATNAGI , C , 2 , 14/06/2023 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,106 , RATNAGI , C , 3 , 14/06/2023 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,106 , RATNAGI , C , 4 , 14/06/2023 00:00:00 , B, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,107 , IDOINVA , C , 1 , 30/04/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,107 , IDOINVA , C , 2 , 01/05/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,107 , IDOINVA , C , 3 , 01/05/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,107 , IDOINVA , C , 4 , 01/05/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,107 , IDOINVA , C , 5 , 30/04/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,190 , AGPCGIN , C , 1 , 10/02/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,190 , AGPCGIN , C , 2 , 10/02/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,190 , AGPCGIN , C , 3 , 10/02/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,190 , AGPCGIN , C , 4 , 10/02/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,176 , NESTLIN , C , 1 , 22/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,188 , VISHPRI , C , 1 , 14/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,188 , VISHPRI , C , 2 , 14/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,188 , VISHPRI , C , 3 , 14/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,188 , VISHPRI , C , 4 , 14/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,188 , VISHPRI , C , 5 , 14/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,188 , VISHPRI , C , 6 , 14/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2, , SOMANY , C , 1 , 16/03/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,202 , BHOGATD , C , 1 , 18/07/2023 00:00:00 , P2, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,277 , VIGASLD , C , 1 , 06/01/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,277 , VIGASLD , C , 2 , 07/07/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,277 , VIGASLD , C , 3 , 15/07/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,167 , GOLDPFG , C , 1 , 22/04/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,122 , GAILGAS , C , 1 , 28/02/2024 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,122 , GAILGAS , C , 2 , 01/03/2024 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,122 , GAILGAS , C , 3 , 01/06/2023 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,122 , GAILGAS , C , 4 , 01/03/2024 00:00:00 , P2, 	(01-MAR-2025 14:47:40)
2,122 , GAILGAS , C , 5 , 01/06/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,174 , KUTCHCL , C , 1 , 23/01/2025 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,174 , KUTCHCL , C , 2 , 23/01/2025 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,174 , KUTCHCL , C , 3 , 22/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,174 , KUTCHCL , C , 4 , 15/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,174 , KUTCHCL , C , 5 , 15/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,181 , SANENER , C , 1 , 21/09/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,181 , SANENER , C , 2 , 19/01/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,183 , SUMGLAS , C , 1 , 01/10/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,183 , SUMGLAS , C , 2 , 01/10/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,183 , SUMGLAS , C , 3 , 01/10/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,184 , SVTPLIN , C , 1 , 01/10/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,123 , AVGL , C , 1 , 20/12/2023 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,121 , NGPL , C , 1 , 20/01/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,119 , ROCKIND , C , 1 , 07/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,119 , ROCKIND , C , 2 , 07/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,119 , ROCKIND , C , 3 , 07/03/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,118 , LANCOKO , C , 1 , 05/04/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,118 , LANCOKO , C , 2 , 05/04/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,118 , LANCOKO , C , 3 , 05/04/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,130 , CRMNDEL , C , 1 , 01/07/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,130 , CRMNDEL , C , 2 , 01/07/2024 00:00:00 , P1, 	(01-MAR-2025 14:47:40)
2,130 , CRMNDEL , C , 3 , 01/07/2024 00:00:00 , R, 	(01-MAR-2025 14:47:40)
2,134 , GSINLIM , R , 1 , 13/01/2025 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,134 , GSINLIM , R , 2 , 13/01/2025 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,134 , GSINLIM , R , 3 , 16/01/2025 00:00:00 , C, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2, , JMB , H , 1 , 01/04/2006 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,265 , SLPL , H , 1 , 21/01/2016 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,265 , SLPL , H , 1 , 21/01/2016 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,232 , JBB , V , 1 , 01/04/2007 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,126 , SGSINDIA , S , 1 , 01/04/2007 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,264 , SSAPL , S , 1 , 01/04/2013 00:00:00 , R, 	(01-MAR-2025 14:47:40)	 (Not Inserted)
2,2 , SEIPL , B , 1 , 01/02/2019 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,2 , SEIPL , B , 2 , 14/10/2019 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,2 , SEIPL , B , 3 , 31/01/2017 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,2 , SEIPL , B , 4 , 01/01/2005 00:00:00 , P2, 	(01-MAR-2025 14:47:40)
2,2 , SEIPL , B , 1 , 01/02/2019 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,2 , SEIPL , B , 2 , 14/10/2019 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,2 , SEIPL , B , 3 , 31/01/2017 00:00:00 , B, 	(01-MAR-2025 14:47:40)
2,2 , SEIPL , B , 4 , 01/01/2005 00:00:00 , P2, 	(01-MAR-2025 14:47:40)

TOTAL DATA IN EXCEL : ,665,,,,,, 	(01-MAR-2025 14:47:40)
 

TOTAL DATA INSERTED : ,400,,,,,, 	(01-MAR-2025 14:47:40)
 

TOTAL SKIPPED DATA ,265,,,,,, 	(01-MAR-2025 14:47:40)
 
<<END>>,<<FMS_ENTITY_CONTACT_MST>>,,,,,, 	(01-MAR-2025 14:47:40)
 
