

<<START>>,<<FMS_SALES_DR_CR_MST>>,, 	(11-SEP-2025 16:24:29)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,INVOICE_NO,TIMESTAMP,
2,1,,,,,,L00036/21-22, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,1,0,0,220003,0,L,0115/19-20, 	(11-SEP-2025 16:24:29)
2,1,,,,,,0001@2016-2017, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,1,,,,,,0228@2016-2017, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,1,,,,,,L00528/20-21, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,1,,,,,,0145@2017-2018, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,1,,,,,,0229@2016-2017, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,1,,,,,,0230@2016-2017, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,1,,,,,,0239@2016-2017, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,1,,,,,,0137@2017-2018, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,2,6,0,6,0,S,S0363/20-21, 	(11-SEP-2025 16:24:29)
2,2,6,0,16,2,S,SMH0039/24-25, 	(11-SEP-2025 16:24:29)
2,2,6,0,16,2,S,SMH0043/24-25, 	(11-SEP-2025 16:24:29)
2,3,,,,,,00472/18-19, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,3,1,0,105,3,S,0095/19-20, 	(11-SEP-2025 16:24:29)
2,4,,,,,,L00025/23-24, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,4,2,0,1,1,S,0024/19-20, 	(11-SEP-2025 16:24:29)
2,4,2,1,3,1,S,0096/19-20, 	(11-SEP-2025 16:24:29)
2,4,,,,,,L00113/20-21, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,4,,,,,,2SMH0015/25-26, 	(11-SEP-2025 16:24:29)	 (Not Inserted)
2,6,0,0,220012,0,L,0121/19-20, 	(11-SEP-2025 16:24:29)
2,6,0,0,221002,0,L,S0368/20-21, 	(11-SEP-2025 16:24:29)
2,6,0,0,223072,0,L,S0008/23-24, 	(11-SEP-2025 16:24:29)
2,7,2,0,5,0,S,SMH0128/22-23, 	(11-SEP-2025 16:24:29)
2,7,2,0,5,0,S,SMH0139/22-23, 	(11-SEP-2025 16:24:29)
2,7,2,0,6,0,S,SMH0152/22-23, 	(11-SEP-2025 16:24:29)
2,7,2,0,5,0,S,SMH0049/22-23, 	(11-SEP-2025 16:24:29)
2,7,2,0,6,0,S,SMH0003/23-24, 	(11-SEP-2025 16:24:29)
2,7,2,0,6,0,S,SMH0193/22-23, 	(11-SEP-2025 16:24:29)
2,13,0,0,124037,0,X,S0154/24-25, 	(11-SEP-2025 16:24:29)
2,13,0,0,124037,0,X,S0172/24-25, 	(11-SEP-2025 16:24:29)
2,13,0,0,122043,0,X,S0084/22-23, 	(11-SEP-2025 16:24:29)
2,13,0,0,122032,0,X,S0085/22-23, 	(11-SEP-2025 16:24:29)
2,13,0,0,124036,0,X,S0128/24-25, 	(11-SEP-2025 16:24:29)
