
COMPANY_CD,COUNTERPARTY_CD,, 	(29-APR-2025 16:42:15)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(29-APR-2025 16:42:15)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(29-APR-2025 16:42:15)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(29-APR-2025 16:42:15)
 

TOTAL DATA IN EXCEL : ,0, 	(29-APR-2025 16:42:15)
 

TOTAL DATA INSERTED : ,1, 	(29-APR-2025 16:42:15)
 

TOTAL SKIPPED DATA ,4, 	(29-APR-2025 16:42:15)
 
<<END>>,<<FMS_TRADER_AGMT_MST>>, 	(29-APR-2025 16:42:15)
 

<<START>>,<<FMS_TRADER_AGMT_PLANT>>, 	(29-APR-2025 16:42:15)
 

TOTAL DATA IN EXCEL : ,0, 	(29-APR-2025 16:42:15)
 

TOTAL DATA INSERTED : ,1, 	(29-APR-2025 16:42:15)
 

TOTAL SKIPPED DATA ,4, 	(29-APR-2025 16:42:15)
 
<<END>>,<<FMS_TRADER_AGMT_PLANT>>, 	(29-APR-2025 16:42:15)
 

<<START>>,<<FMS_TRADER_AGMT_BU>>, 	(29-APR-2025 16:42:15)
 

TOTAL DATA IN EXCEL : ,0, 	(29-APR-2025 16:42:15)
 

TOTAL DATA INSERTED : ,1, 	(29-APR-2025 16:42:15)
 

TOTAL SKIPPED DATA ,4, 	(29-APR-2025 16:42:15)
 
<<END>>,<<FMS_TRADER_AGMT_BU>>, 	(29-APR-2025 16:42:15)
 

<<START>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(29-APR-2025 16:42:15)
 

TOTAL DATA IN EXCEL : ,0, 	(29-APR-2025 16:42:15)
 

TOTAL DATA INSERTED : ,5, 	(29-APR-2025 16:42:15)
 

TOTAL SKIPPED DATA ,0, 	(29-APR-2025 16:42:15)
 
<<END>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(29-APR-2025 16:42:15)
 

<<START>>,<<FMS_TRADER_CN_MST>>,,,, 	(29-APR-2025 16:42:15)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,TIMESTAMP
2, 15,  M , ,  0 , N, 725178, 0, 	(29-APR-2025 16:42:15)	 (Not Inserted)
2, 20,  M , ,  0 , N, 725178, 0, 	(29-APR-2025 16:42:15)	 (Not Inserted)
2, 20,  M , ,  0 , N, 725178, 0, 	(29-APR-2025 16:42:15)	 (Not Inserted)
2, 154,  M , ,  0 , N, 725178, 0, 	(29-APR-2025 16:42:15)	 (Not Inserted)
2, 154,  M , ,  0 , N, 725178, 0, 	(29-APR-2025 16:42:15)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 725178, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725179, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725180, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725181, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725182, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725183, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725184, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725185, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725186, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725187, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725188, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725189, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725190, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725191, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725192, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725193, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725194, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725195, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725196, 0, 	(29-APR-2025 16:42:15)
2, 270,  M , 1,  0 , N, 725197, 0, 	(29-APR-2025 16:42:15)
