

<<START>>,<<FMS_TRADER_CN_MST>>,,,, 	(06-MAY-2025 10:35:15)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,TIMESTAMP
2, 15,  M , ,  0 , N, 725001, 0, 	(06-MAY-2025 10:35:15)	 (Not Inserted)
2, 20,  M , ,  0 , N, 725001, 0, 	(06-MAY-2025 10:35:15)	 (Not Inserted)
2, 20,  M , ,  0 , N, 725001, 0, 	(06-MAY-2025 10:35:15)	 (Not Inserted)
2, 154,  M , ,  0 , N, 725001, 0, 	(06-MAY-2025 10:35:15)	 (Not Inserted)
2, 154,  M , ,  0 , N, 725001, 0, 	(06-MAY-2025 10:35:15)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 725001, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725002, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725003, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725004, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725005, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725006, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725007, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725008, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725009, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725010, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725011, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725012, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725013, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725014, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725015, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725016, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725017, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725018, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725019, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725020, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725021, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725022, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725023, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725024, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725025, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725026, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725027, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725028, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725029, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725030, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725031, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725032, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725033, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725034, 0, 	(06-MAY-2025 10:35:15)
2, 270,  M , 1,  0 , N, 725035, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725036, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725037, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725038, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725039, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725040, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725041, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725042, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725043, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725044, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725045, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725046, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725047, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725048, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725049, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725050, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725051, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725052, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725053, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725054, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725055, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725056, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725057, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725058, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725059, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725060, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725061, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725062, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725063, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725064, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725065, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725066, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725067, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725068, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725069, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725070, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725071, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725072, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725073, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725074, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725075, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725076, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725077, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725078, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725079, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725080, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725081, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725082, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725083, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725084, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725085, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725086, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725087, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725088, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725089, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725090, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725091, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725092, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725093, 0, 	(06-MAY-2025 10:35:15)
2, 116,  M , 1,  0 , N, 725094, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725095, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725096, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725097, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725098, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725099, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725100, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725101, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725102, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725103, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725104, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725105, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725106, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725107, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725108, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725109, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725110, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725111, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725112, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725113, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725114, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725115, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725116, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725117, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725118, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725119, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725120, 0, 	(06-MAY-2025 10:35:15)
2, 256,  M , 1,  0 , N, 725121, 0, 	(06-MAY-2025 10:35:15)
