

<<START>>,<<FMS_AGMT_BU>>,, 	(19-MAY-2025 15:00:18)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO,TIMESTAMP,
2,34 , MINDA,,0,1,1, 	(19-MAY-2025 15:00:18)
2,34 , MINDA,,0,1,2, 	(19-MAY-2025 15:00:18)
2,36 , HIL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,36 , HIL,,0,1,2, 	(19-MAY-2025 15:00:18)
2,37 , HCGD-B,,0,1,1, 	(19-MAY-2025 15:00:18)
2,38 , KAJARIA,,0,1,1, 	(19-MAY-2025 15:00:18)
2,38 , KAJARIA,,0,1,2, 	(19-MAY-2025 15:00:18)
2,39 , SISECAM,,0,1,1, 	(19-MAY-2025 15:00:18)
2,40 , ATPL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,40 , ATPL,,0,1,2, 	(19-MAY-2025 15:00:18)
2,41 , OPAL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,41 , OPAL,,0,1,2, 	(19-MAY-2025 15:00:18)
2,46 , TGLPL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,47 , TGBPL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,48 , BGEPL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,49 , VVF India,,0,1,1, 	(19-MAY-2025 15:00:18)
2,49 , VVF India,,0,1,2, 	(19-MAY-2025 15:00:18)
2,50 , GNFC,,0,1,1, 	(19-MAY-2025 15:00:18)
2,50 , GNFC,,0,1,2, 	(19-MAY-2025 15:00:18)
2,52 , GLIL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,52 , GLIL,,0,1,2, 	(19-MAY-2025 15:00:18)
2,54 , GFCL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,55 , CPL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,55 , CPL,,0,1,2, 	(19-MAY-2025 15:00:18)
2,56 , IRM,,0,1,1, 	(19-MAY-2025 15:00:18)
2,59 , INPEROX,,0,1,1, 	(19-MAY-2025 15:00:18)
2,61 , EFSPL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,63 , GOAGLSF,,0,1,1, 	(19-MAY-2025 15:00:18)
2,63 , GOAGLSF,,0,1,2, 	(19-MAY-2025 15:00:18)
2,65 , PEFORCV,,0,1,1, 	(19-MAY-2025 15:00:18)
2,65 , PEFORCV,,0,1,2, 	(19-MAY-2025 15:00:18)
2,144 , HINAGIL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,144 , HINAGIL,,0,1,2, 	(19-MAY-2025 15:00:18)
2,92 , NEL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,92 , NEL,,0,2,1, 	(19-MAY-2025 15:00:18)
2,104 , TASTELI,,0,1,1, 	(19-MAY-2025 15:00:18)
2,104 , TASTELI,,0,1,2, 	(19-MAY-2025 15:00:18)
2,104 , TASTELI,,0,2,1, 	(19-MAY-2025 15:00:18)
2,104 , TASTELI,,0,2,1, 	(19-MAY-2025 15:00:18)	 (Not Inserted)
2,104 , TASTELI,,0,2,2, 	(19-MAY-2025 15:00:18)
2,162 , BOROREN,,0,1,1, 	(19-MAY-2025 15:00:18)
2,278 , SEMTEXP,,0,1,1, 	(19-MAY-2025 15:00:18)
2,278 , SEMTEXP,,0,1,1, 	(19-MAY-2025 15:00:18)	 (Not Inserted)
2,278 , SEMTEXP,,0,1,2, 	(19-MAY-2025 15:00:18)
2,278 , SEMTEXP,,0,1,1, 	(19-MAY-2025 15:00:18)	 (Not Inserted)
2,278 , SEMTEXP,,0,1,3, 	(19-MAY-2025 15:00:18)
2,183 , SUMGLAS,,0,1,1, 	(19-MAY-2025 15:00:18)
2,184 , SVTPLIN,,0,1,1, 	(19-MAY-2025 15:00:18)
2,130 , CRMNDEL,,0,1,1, 	(19-MAY-2025 15:00:18)
2,130 , CRMNDEL,,0,1,3, 	(19-MAY-2025 15:00:18)

TOTAL DATA IN EXCEL : ,136,,,,,, 	(19-MAY-2025 15:00:18)
 

TOTAL DATA INSERTED : ,116,,,,,, 	(19-MAY-2025 15:00:18)
 

TOTAL SKIPPED DATA ,20,,,,,, 	(19-MAY-2025 15:00:18)
 
<<END>>,<<FMS_AGMT_BU>>,,,,,, 	(19-MAY-2025 15:00:18)
 
