

<<START>>,<<FMS_SUPPLY_PURCHASE_MAP_DTL>>,, 	(23-SEP-2025 12:30:03)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,NEW_PUR_CONT_NO,OLD_PUR_CONT_NO,TIMESTAMP,
RIL,1,S,2,1,40,0,714001,14001, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,15,0,710032,10002, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,21,0,710109,10007, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,1,0,,8031, 	(23-SEP-2025 12:30:03)	 (Not Inserted)
RIL,1,S,2,0,9,0,710100,9020, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,11,0,710102,9023, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,23,0,711004,10016, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,26,0,711008,11004, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,18,0,710107,10003, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,22,0,,10015, 	(23-SEP-2025 12:30:03)	 (Not Inserted)
RIL,1,S,2,0,21,1,711004,10016, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,19,0,710034,10005, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,1,0,710025,9005, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,12,0,710104,9025, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,13,0,,9027, 	(23-SEP-2025 12:30:03)	 (Not Inserted)
RIL,1,S,2,0,14,0,710105,9026, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,20,0,710109,10007, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,6,0,710029,9016, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,9,0,,9027, 	(23-SEP-2025 12:30:03)	 (Not Inserted)
RIL,1,S,2,0,24,1,711007,11003, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,16,0,710033,10004, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,24,0,711007,11003, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,3,0,710027,9011, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,1,0,710091,9006, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,9,0,710098,9018, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,23,0,711005,10017, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,1,39,0,714001,14001, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,15,0,710106,10001, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,15,0,,10015, 	(23-SEP-2025 12:30:03)	 (Not Inserted)
RIL,1,S,2,0,16,0,710107,10003, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,18,0,710108,10006, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,24,0,711002,11002, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,21,0,711004,10016, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,22,0,710109,10007, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,2,0,710093,9009, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,3,0,710094,9010, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,1,0,710092,9008, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,5,0,710028,9014, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,6,0,,9027, 	(23-SEP-2025 12:30:03)	 (Not Inserted)
RIL,1,S,2,0,7,0,710030,9017, 	(23-SEP-2025 12:30:03)
RIL,1,S,3,0,2,0,823019,-D-21013-, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,27,0,711009,11005, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,28,0,711003,11006, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,30,0,712001,11008, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,17,0,710033,10004, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,22,1,711005,10017, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,21,0,,10015, 	(23-SEP-2025 12:30:03)	 (Not Inserted)
RIL,1,S,2,0,22,0,711005,10017, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,5,0,,9027, 	(23-SEP-2025 12:30:03)	 (Not Inserted)
RIL,1,S,2,0,13,0,710105,9026, 	(23-SEP-2025 12:30:03)
RIL,1,S,4,0,1,0,0,2, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,31,0,711001,10012, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,1,41,1,714001,14001, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,1,42,0,714002,14002, 	(23-SEP-2025 12:30:03)
RIL,1,S,2,0,15,0,710108,10006, 	(23-SEP-2025 12:30:03)
