

<<START>>,<<FMS_SUPPLY_CONT_TRANSPTR>>,,,,,,,, 	(04-JUN-2025 15:54:00)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, TRANSPORTER_CD, PLANT_SEQ_NO,TIMESTAMP,
2,1 , RIL,S,2,0,5,13,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,1,9,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,2,11,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,3,7,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,3,24,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,4,24,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,3,25,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,3,25,1, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,4,25,1, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,4,28,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,5,28,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,2,24,1, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,1,24,2, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,4,29,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,6,30,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,5,31,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,1,41,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,3,41,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,3,37,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,4,37,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,9,37,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,2,44,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,3,0,3,1,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,2,27,1, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,2,33,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,6,33,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,1,34,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,10,39,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,7,41,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,2,43,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,8,42,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,4,32,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,6,32,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,5,35,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,9,35,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,1,41,1, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,7,41,1, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,4,28,1, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,1,36,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,3,36,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,4,36,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,1,38,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,1,5,38,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,2,18,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,1,17,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,4,17,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,1,21,2, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,5,23,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,1,1,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,5,1,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,3,2,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,3,5,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,4,8,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,2,9,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,S,2,0,3,11,0, 	(04-JUN-2025 15:54:00)
2,1 , RIL,,,,15,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,1 , RIL,,,,15,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,1 , RIL,,,,15,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,1 , RIL,,,,15,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,2 , MGL,S,2,0,1,4,1, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,6,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,5,0,1,2,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,3,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,5,1, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,2,1,14,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,9,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,7,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,1,0,1,2,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,2,0,1,2,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,2,0,1,4,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,2,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,5,2, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,4,0,1,1,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,5,0,1,3,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,3,1, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,8,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,2,1,13,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,4,0,1,3,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,1,1, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,4,0,1,2,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,1,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,5,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,10,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,2,1,16,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,1,0,1,4,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,2,1, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,1,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,11,1, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,1,0,1,1,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,2,0,1,1,1, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,3,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,13,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,7,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,9,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,10,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,2,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,4,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,2,1,12,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,2,0,1,1,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,5,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,11,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,8,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,2,1,17,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,1,0,1,3,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,2,0,1,3,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,4,0,1,4,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,5,0,1,1,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,0,1,6,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,3,0,1,12,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,2,1,15,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,S,6,2,1,11,0, 	(04-JUN-2025 15:54:00)
2,2 , MGL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,2 , MGL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,2 , MGL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,2 , MGL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,2 , MGL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,2 , MGL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,2 , MGL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,2 , MGL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,2 , MGL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,2 , MGL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,S,1,3,1,67,3, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,68,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,83,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,93,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,100,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,82,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,67,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,74,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,32,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,39,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,37,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,41,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,16,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,123,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,4,1,125,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,52,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,11,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,75,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,75,3, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,68,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,95,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,91,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,96,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,101,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,105,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,107,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,69,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,81,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,73,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,2,0,1,2,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,5,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,29,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,36,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,75,2, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,19,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,114,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,4,1,124,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,50,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,57,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,82,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,89,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,102,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,102,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,102,3, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,109,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,119,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,85,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,6,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,34,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,43,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,64,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,27,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,56,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,11,3, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,84,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,86,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,97,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,91,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,100,2, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,103,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,76,2, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,79,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,75,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,18,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,31,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,33,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,42,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,13,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,62,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,63,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,58,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,18,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,23,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,24,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,2,113,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,116,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,123,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,49,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,77,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,80,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,100,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,90,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,94,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,2,110,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,88,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,76,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,21,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,30,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,59,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,21,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,26,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,114,2, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,114,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,81,2, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,101,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,98,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,102,2, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,111,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,76,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,71,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,87,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,88,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,67,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,10,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,11,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,12,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,61,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,14,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,22,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,120,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,54,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,55,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,78,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,69,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,78,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,81,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,71,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,84,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,92,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,106,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,108,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,110,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,112,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,2,112,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,77,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,67,2, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,18,2, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,1,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,3,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,4,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,7,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,28,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,35,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,38,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,40,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,65,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,15,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,20,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,113,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,115,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,118,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,51,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,53,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,11,2, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,67,4, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,86,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,89,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,99,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,104,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,70,1, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,2,0,1,1,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,2,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,8,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,9,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,60,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,66,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,17,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,25,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,121,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,S,1,3,1,117,0, 	(04-JUN-2025 15:54:00)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,3,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,3 , GSPCL,,,,1,,, 	(04-JUN-2025 15:54:00)	 (Not Inserted)
2,4 , Gail,S,1,0,1,8,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,10,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,13,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,2,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,20,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,2,1,1,1,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,2,1,4,8,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,17,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,21,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,2,1,1,5,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,22,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,14,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,2,1,1,8,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,6,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,7,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,18,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,2,1,4,10,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,2,1,1,2,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,2,1,1,4,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,3,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,1,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,2,1,1,7,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,2,1,2,7,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,9,0, 	(04-JUN-2025 15:54:00)
2,4 , Gail,S,1,0,1,11,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,1,0,1,12,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,2,1,2,6,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,1,0,1,24,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,2,1,4,7,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,2,1,7,9,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,1,0,1,15,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,2,1,4,6,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,1,0,1,4,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,1,0,1,5,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,1,0,1,19,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,2,1,1,9,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,2,1,1,3,0, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,2,1,1,3,1, 	(04-JUN-2025 15:54:01)
2,4 , Gail,S,2,1,1,4,1, 	(04-JUN-2025 15:54:01)
