

<<START>>,<<FMS_SUPPLY_CONT_TRANSPTR>>,,,,,,,, 	(04-JUN-2025 15:54:00)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, TRANSPORTER_CD, PLANT_SEQ_NO,TIMESTAMP,
2,31 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,4,0,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,5,0,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,5,0,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,6,0,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,6,0,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,6,1,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,6,1,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,6,2,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,6,2,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,6,3,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,6,3,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,7,0,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,7,0,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,7,1,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,7,1,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,7,2,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,7,2,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,9,0,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,9,0,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,9,1,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,9,1,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,9,2,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,9,2,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,9,2,S,3, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,9,3,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,9,3,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,9,3,S,3, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,10,0,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,10,0,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,10,1,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,10,1,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,10,2,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,10,2,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,10,3,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,10,3,S,2, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,1,1,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,1,2,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,1,4,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,6,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,6,3,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,1,3,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,6,1,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,8,0,S,1, 	(04-JUN-2025 15:54:02)
2,31 , 1,0,9,1,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,10,1,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,5,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,7,1,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,7,2,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,6,2,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,7,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,10,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,10,2,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,9,2,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,31 , 1,0,9,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,32 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,32 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,32 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,32 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,32 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,32 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,32 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,32 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,34 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,1,0,S,2, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,2,0,S,2, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,3,0,S,2, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,3,1,S,1, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,3,1,S,2, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,3,2,S,1, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,3,2,S,2, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,3,3,S,1, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,3,3,S,2, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,3,4,S,1, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,3,4,S,2, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,4,0,S,2, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,5,0,S,1, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,5,0,S,2, 	(04-JUN-2025 15:54:02)
2,34 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,34 , 1,0,5,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,34 , 1,0,3,1,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,34 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,34 , 1,0,3,2,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,34 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,34 , 1,0,3,4,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,34 , 1,0,3,3,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,34 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,35 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,36 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)
2,36 , 1,0,4,0,S,2, 	(04-JUN-2025 15:54:02)
2,36 , 1,0,1,1,S,1, 	(04-JUN-2025 15:54:02)
2,36 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)
2,36 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)
2,36 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)
2,36 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,37 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)
2,37 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)
2,37 , 1,0,6,0,S,1, 	(04-JUN-2025 15:54:02)
2,37 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)
2,37 , 1,0,5,0,S,1, 	(04-JUN-2025 15:54:02)
2,37 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)
2,38 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)
2,38 , 1,0,1,0,S,2, 	(04-JUN-2025 15:54:02)
2,38 , 1,0,1,1,S,1, 	(04-JUN-2025 15:54:02)
2,38 , 1,0,1,1,S,2, 	(04-JUN-2025 15:54:02)
2,38 , 1,0,1,1,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,38 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,39 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)
2,39 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)
2,39 , 1,0,2,1,S,1, 	(04-JUN-2025 15:54:02)
2,39 , 1,0,2,2,S,1, 	(04-JUN-2025 15:54:02)
2,39 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)
2,39 , 1,0,2,3,S,1, 	(04-JUN-2025 15:54:02)
2,39 , 1,0,5,0,S,1, 	(04-JUN-2025 15:54:02)
2,39 , 1,0,6,0,S,1, 	(04-JUN-2025 15:54:02)
2,39 , 1,0,3,1,S,1, 	(04-JUN-2025 15:54:02)
2,39 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)
2,39 , 1,0,7,0,S,1, 	(04-JUN-2025 15:54:02)
2,39 , 1,0,8,0,S,1, 	(04-JUN-2025 15:54:02)
2,40 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)
2,40 , 1,0,1,0,S,2, 	(04-JUN-2025 15:54:02)
2,40 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)
2,40 , 1,0,3,0,S,2, 	(04-JUN-2025 15:54:02)
2,40 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)
2,40 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,40 , 1,0,5,0,S,1, 	(04-JUN-2025 15:54:02)
2,40 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,40 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)
2,40 , 1,0,6,0,S,1, 	(04-JUN-2025 15:54:02)
2,41 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)
2,41 , 1,0,1,0,S,2, 	(04-JUN-2025 15:54:02)
2,41 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)
2,41 , 1,0,3,0,S,2, 	(04-JUN-2025 15:54:02)
2,41 , 1,0,4,1,S,1, 	(04-JUN-2025 15:54:02)
2,41 , 1,0,4,1,S,2, 	(04-JUN-2025 15:54:02)
2,41 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)
2,41 , 1,0,4,1,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,41 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,2, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,42 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,46 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)
2,46 , 1,0,3,1,S,1, 	(04-JUN-2025 15:54:02)
2,46 , 1,0,3,2,S,1, 	(04-JUN-2025 15:54:02)
2,46 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)
2,46 , 1,0,1,2,S,1, 	(04-JUN-2025 15:54:02)
2,46 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,46 , 1,0,3,1,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,46 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)
2,46 , 1,0,1,1,S,1, 	(04-JUN-2025 15:54:02)
2,46 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,46 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,46 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,47 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)
2,47 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)
2,47 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)
2,47 , 1,0,5,0,S,1, 	(04-JUN-2025 15:54:02)
2,47 , 1,0,5,1,S,1, 	(04-JUN-2025 15:54:02)
2,47 , 1,0,5,2,S,1, 	(04-JUN-2025 15:54:02)
2,47 , 1,0,4,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,47 , 1,0,1,2,S,1, 	(04-JUN-2025 15:54:02)
2,47 , 1,0,1,3,S,1, 	(04-JUN-2025 15:54:02)
2,47 , 1,0,5,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,47 , 1,0,5,1,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,47 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,47 , 1,0,1,0,S,1, 	(04-JUN-2025 15:54:02)
2,47 , 1,0,1,1,S,1, 	(04-JUN-2025 15:54:02)
2,47 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,47 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,47 , ,,,,,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
2,48 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)
2,48 , 1,0,1,5,S,1, 	(04-JUN-2025 15:54:02)
2,48 , 1,0,1,1,S,1, 	(04-JUN-2025 15:54:02)
2,48 , 1,0,1,2,S,1, 	(04-JUN-2025 15:54:02)
2,48 , 1,0,1,4,S,1, 	(04-JUN-2025 15:54:02)
2,48 , 1,0,2,0,S,1, 	(04-JUN-2025 15:54:02)
2,48 , 1,0,1,6,S,1, 	(04-JUN-2025 15:54:02)
2,48 , 1,0,3,0,S,1, 	(04-JUN-2025 15:54:02)	 (Not Inserted)
