

<<START>>,<<FMS_TRADER_CARGO_MST>> 	(29-APR-2025 16:44:20)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,CARGO_REF_NO,TIMESTAMP
2, 15, M, 1, 0, N, 725001, 0,1, 	(29-APR-2025 16:44:20)	 (Not Inserted)
2, 20, M, 1, 0, N, 725002, 0,1, 	(29-APR-2025 16:44:20)	 (Not Inserted)
2, 20, M, 1, 0, N, 725003, 0,1, 	(29-APR-2025 16:44:20)	 (Not Inserted)
2, 154, M, 1, 0, N, 725004, 0,1, 	(29-APR-2025 16:44:20)	 (Not Inserted)
2, 154, M, 1, 0, N, 725005, 0,1, 	(29-APR-2025 16:44:20)	 (Not Inserted)
2, 270, M, 1, 0, N, 725178, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725179, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725180, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725181, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725182, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725183, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725184, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725185, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725186, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725187, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725188, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725189, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725190, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725191, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725192, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725193, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725194, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725195, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725196, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725197, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725198, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725199, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725200, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725201, 0,1, 	(29-APR-2025 16:44:20)
2, 270, M, 1, 0, N, 725202, 0,1, 	(29-APR-2025 16:44:20)
