

<<START>>,<<FMS_TRUCK_DRIVER_LINK>>,,, 	(23-SEP-2025 15:50:00)
 
ENT_PROFILE,TRUCK_CD,DRIVER_CD,EFF_DT,LINK_SEQ,TIMESTAMP,
2,2,224,22/12/2020 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,3,106,24/12/2020 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,4,225,30/12/2020 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,5,132,09/01/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,1,,11/01/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)	 (Not Inserted)
2,6,,12/01/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)	 (Not Inserted)
2,8,22,13/01/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,2,106,15/01/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,10,134,28/01/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,4,108,29/01/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,12,175,29/01/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,8,23,02/02/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,16,24,08/02/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,17,135,09/02/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,15,23,12/02/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,8,109,12/02/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,19,176,18/02/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,22,178,01/03/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,21,177,01/03/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,17,136,01/03/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,23,135,02/03/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,24,23,04/03/2021 00:00:00,3, 	(23-SEP-2025 15:50:00)
2,25,224,05/03/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,1,,22/03/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)	 (Not Inserted)
2,24,109,22/03/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,10,137,27/03/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,26,132,30/03/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,28,227,01/04/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,5,,02/04/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)	 (Not Inserted)
2,21,132,05/04/2021 00:00:00,3, 	(23-SEP-2025 15:50:00)
2,24,139,05/04/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,28,110,08/04/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,25,26,09/04/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,8,139,10/04/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,29,140,20/04/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,24,141,21/04/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,8,142,23/04/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,25,27,24/04/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,8,143,26/04/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,6,179,30/04/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,22,,11/05/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)	 (Not Inserted)
2,21,179,11/05/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,24,142,12/05/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,24,180,12/05/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,1,,13/05/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)	 (Not Inserted)
2,24,143,14/05/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,8,141,25/05/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,22,112,27/05/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,8,113,27/05/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,8,144,19/07/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,1,28,26/07/2021 00:00:00,1, 	(23-SEP-2025 15:50:00)
2,34,22,05/08/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,22,,05/08/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)	 (Not Inserted)
2,27,134,11/08/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
2,31,227,21/08/2021 00:00:00,2, 	(23-SEP-2025 15:50:00)
