

<<START>>,<<FMS_DLNG_INV_PAY_RECV_DTL>>,, 	(12-SEP-2025 14:56:38)
 
COMPANY_CD,BU_STATE_TIN,INVOICE_SEQ,FINANCIAL_YEAR,SEQ_NO,INVOICE_NO,TIMESTAMP,
2,24,138,2025-2026,1,2TGJ0138/25-26, 	(12-SEP-2025 14:56:38)
2,24,317,2025-2026,1,2TGJ0317/25-26, 	(12-SEP-2025 14:56:38)
2,24,344,2025-2026,1,2TGJ0344/25-26, 	(12-SEP-2025 14:56:38)
2,24,368,2025-2026,1,2TGJ0368/25-26, 	(12-SEP-2025 14:56:38)
2,24,392,2025-2026,1,2TGJ0392/25-26, 	(12-SEP-2025 14:56:38)
2,24,418,2025-2026,1,2TGJ0418/25-26, 	(12-SEP-2025 14:56:38)
2,24,444,2025-2026,1,2TGJ0444/25-26, 	(12-SEP-2025 14:56:38)
2,24,448,2025-2026,1,2TGJ0448/25-26, 	(12-SEP-2025 14:56:38)
2,24,456,2025-2026,1,2TGJ0456/25-26, 	(12-SEP-2025 14:56:38)
2,24,474,2025-2026,1,2TGJ0474/25-26, 	(12-SEP-2025 14:56:38)
2,24,481,2025-2026,1,2TGJ0481/25-26, 	(12-SEP-2025 14:56:38)
2,24,483,2025-2026,1,2TGJ0483/25-26, 	(12-SEP-2025 14:56:38)
2,24,492,2025-2026,1,2TGJ0492/25-26, 	(12-SEP-2025 14:56:38)
2,24,496,2025-2026,1,2TGJ0496/25-26, 	(12-SEP-2025 14:56:38)
2,24,499,2025-2026,1,2TGJ0499/25-26, 	(12-SEP-2025 14:56:38)
2,24,508,2025-2026,1,2TGJ0508/25-26, 	(12-SEP-2025 14:56:38)
2,24,512,2025-2026,1,2TGJ0512/25-26, 	(12-SEP-2025 14:56:38)
2,24,513,2025-2026,1,2TGJ0513/25-26, 	(12-SEP-2025 14:56:38)
2,24,521,2025-2026,1,2TGJ0521/25-26, 	(12-SEP-2025 14:56:38)
2,24,523,2025-2026,1,2TGJ0523/25-26, 	(12-SEP-2025 14:56:38)
2,24,550,2025-2026,1,2TGJ0550/25-26, 	(12-SEP-2025 14:56:38)
2,24,552,2025-2026,1,2TGJ0552/25-26, 	(12-SEP-2025 14:56:38)
2,24,554,2025-2026,1,2TGJ0554/25-26, 	(12-SEP-2025 14:56:38)
2,24,556,2025-2026,1,2TGJ0556/25-26, 	(12-SEP-2025 14:56:38)
2,24,564,2025-2026,1,2TGJ0564/25-26, 	(12-SEP-2025 14:56:38)
2,24,576,2025-2026,1,2TGJ0576/25-26, 	(12-SEP-2025 14:56:38)
2,24,580,2025-2026,1,2TGJ0580/25-26, 	(12-SEP-2025 14:56:39)
2,24,582,2025-2026,1,2TGJ0582/25-26, 	(12-SEP-2025 14:56:39)
