

<<START>>,<<FMS_SECURITY_MST(P)>>,,,, 	(28-MAY-2025 11:29:45)
 
COMPANY_CD,CD,SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
2,20 ,26, 0 ,K,AMNS-1-1-T-22023-0,AMNS-S-14, 	(28-MAY-2025 11:29:45)
2,154 ,27, 0 ,K,SEMTPL-1-1-N-22030-0,SEMTIPL-S-8, 	(28-MAY-2025 11:29:45)
2,154 ,28, 0 ,K,SEMTPL-2-1-D-22035-5,SEMTIPL-S-14, 	(28-MAY-2025 11:29:45)
2,154 ,29, 0 ,K,SEMTPL-6-1-D-23005-0,SEMTIPL-S-20, 	(28-MAY-2025 11:29:45)
2,null ,30 ,, ,SEMTPL-11-1-D-23014-0,SEMTIPL-S-25, 	(28-MAY-2025 11:29:45)	 (Not Inserted)
2,null ,31 ,, ,SITMEFZ-11-1-N-23007-0,SITMEFZ-S-1, 	(28-MAY-2025 11:29:45)	 (Not Inserted)
2,null ,32 ,, ,SELNG-11-1-N-22024-0,SELNG-S-3, 	(28-MAY-2025 11:29:45)	 (Not Inserted)
2,null ,33 ,, ,SELNG-11-1-N-22024-0,SELNG-S-5, 	(28-MAY-2025 11:29:45)	 (Not Inserted)
2,154 ,34, 0 ,K,SEMTPL-2-1-D-22027-5,SEMTIPL-S-6, 	(28-MAY-2025 11:29:45)
2,154 ,35, 0 ,K,SEMTPL-2-1-D-22032-5,SEMTIPL-S-12, 	(28-MAY-2025 11:29:45)
2,null ,36 ,, ,ONGC-3-1-D-23001-0,ONGC-S-6, 	(28-MAY-2025 11:29:45)	 (Not Inserted)
2,20 ,37, 0 ,K,AMNS-4-1-T-23002-1,AMNS-S-22, 	(28-MAY-2025 11:29:45)
2,154 ,38, 0 ,K,SEMTPL-7-1-D-23006-0,SEMTIPL-S-21, 	(28-MAY-2025 11:29:45)
2,15 ,39, 0 ,K,HPCL-1-1-D-22021-0,HPCL-S-20, 	(28-MAY-2025 11:29:45)
2,null ,40 ,, ,SITMEFZ-1-1-N-23011-0,SITMEFZ-S-3, 	(28-MAY-2025 11:29:45)	 (Not Inserted)
2,15 ,41, 0 ,K,HPCL-1-1-N-22019-0,HPCL-S-16, 	(28-MAY-2025 11:29:45)
2,null ,42 ,, ,SEMTPL-11-1-D-23014-0,SEMTIPL-S-26, 	(28-MAY-2025 11:29:45)	 (Not Inserted)
2,154 ,43, 0 ,K,SEMTPL-1-1-D-22026-0,SEMTIPL-S-5, 	(28-MAY-2025 11:29:45)
2,154 ,44, 0 ,K,SEMTPL-8-1-D-23008-3,SEMTIPL-S-22, 	(28-MAY-2025 11:29:45)
2,154 ,45, 0 ,K,SEMTPL-9-1-D-23009-0,SEMTIPL-S-23, 	(28-MAY-2025 11:29:45)
2,null ,46 ,, ,VEDALTD-1-1-D-23016-1,VEDALTD-S-2, 	(28-MAY-2025 11:29:45)	 (Not Inserted)
