

<<START>>,<<FMS_AGMT_PLANT>>,, 	(23-SEP-2025 12:21:29)
 
COMPANY_CD,COUNTERPARTY_CD,ABBR,AGMT_NO,AGMT_REV,PLANT_SEQ_NO,TIMESTAMP,
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
2,3 , GSPCL,3,1,1, 	(23-SEP-2025 12:21:29)	 (Not Inserted)
