

<<START>>,<<FMS_CONT_PRICE_DTL>>,,,, 	(01-MAY-2025 12:26:05)
 
COMPANY_CD,MAPPING_ID,CONTRACT_TYPE,SEQ_NO,TIMESTAMP
2,3-1-112, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,3-1-112, S ,2, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,3-1-113, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,3-1-118, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,3-1-115, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,3-1-119, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,3-1-125, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,5-128-225047, L ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,5-138-225154, L ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,5-134-225162, L ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,13-2-18, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,13-2-16, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,15-2-18, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,15-2-18, S ,2, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,15-2-18, S ,3, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,15-2-18, S ,4, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,15-2-18, S ,5, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,15-2-18, S ,6, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,15-2-18, S ,7, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,15-2-18, S ,8, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,15-2-24, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,18-1-6, S ,2, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,18-1-13, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,20-1-29, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,20-1-30, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-16, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-18, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-17, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-17, S ,2, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-12, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-12, S ,2, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-12, S ,3, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-12, S ,4, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-12, S ,5, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-14, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-14, S ,2, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-14, S ,3, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-21, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,154-1-20, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,21-1-17, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,23-1-14, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,23-1-14, S ,2, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,23-1-14, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,23-1-14, S ,2, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,23-1-14, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,23-1-14, S ,2, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
2,24-1-8, S ,1, 	(01-MAY-2025 12:26:05)	 (Not Inserted)
