

<<START>>,<<FMS_TRADER_AGMT_MST>>,,,, 	(18-JUN-2025 17:13:26)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(18-JUN-2025 17:13:26)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(18-JUN-2025 17:13:26)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(18-JUN-2025 17:13:26)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(18-JUN-2025 17:13:26)
 

TOTAL DATA IN EXCEL : ,0, 	(18-JUN-2025 17:13:26)
 

TOTAL DATA INSERTED : ,5, 	(18-JUN-2025 17:13:26)
 

TOTAL SKIPPED DATA ,0, 	(18-JUN-2025 17:13:26)
 
<<END>>,<<FMS_TRADER_AGMT_MST>>, 	(18-JUN-2025 17:13:26)
 

<<START>>,<<FMS_TRADER_AGMT_PLANT>>, 	(18-JUN-2025 17:13:26)
 

TOTAL DATA IN EXCEL : ,0, 	(18-JUN-2025 17:13:26)
 

TOTAL DATA INSERTED : ,5, 	(18-JUN-2025 17:13:26)
 

TOTAL SKIPPED DATA ,0, 	(18-JUN-2025 17:13:26)
 
<<END>>,<<FMS_TRADER_AGMT_PLANT>>, 	(18-JUN-2025 17:13:26)
 

<<START>>,<<FMS_TRADER_AGMT_BU>>, 	(18-JUN-2025 17:13:26)
 

TOTAL DATA IN EXCEL : ,0, 	(18-JUN-2025 17:13:26)
 

TOTAL DATA INSERTED : ,5, 	(18-JUN-2025 17:13:26)
 

TOTAL SKIPPED DATA ,0, 	(18-JUN-2025 17:13:26)
 
<<END>>,<<FMS_TRADER_AGMT_BU>>, 	(18-JUN-2025 17:13:26)
 

<<START>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(18-JUN-2025 17:13:26)
 

TOTAL DATA IN EXCEL : ,0, 	(18-JUN-2025 17:13:26)
 

TOTAL DATA INSERTED : ,5, 	(18-JUN-2025 17:13:26)
 

TOTAL SKIPPED DATA ,0, 	(18-JUN-2025 17:13:26)
 
<<END>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(18-JUN-2025 17:13:26)
 

<<START>>,<<FMS_TRADER_CN_MST>>,,,,, 	(18-JUN-2025 17:13:26)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_REF,TIMESTAMP
2, 15,  M , ,  0 , N, 722001, 0,22008, 	(18-JUN-2025 17:13:27)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22011, 	(18-JUN-2025 17:13:27)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22016, 	(18-JUN-2025 17:13:27)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22017, 	(18-JUN-2025 17:13:27)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22018, 	(18-JUN-2025 17:13:27)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 710001, 0,5002, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710002, 0,6003, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710003, 0,6012, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710004, 0,7004, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710005, 0,7007, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710006, 0,7012, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710007, 0,7019, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710008, 0,7020, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710009, 0,7022, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710010, 0,7023, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710011, 0,7024, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710012, 0,8001, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710013, 0,8007, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710014, 0,8013, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710015, 0,8014, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710016, 0,8015, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710017, 0,8017, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710018, 0,8019, 	(18-JUN-2025 17:13:27)
2, 270,  M , 1,  0 , N, 710019, 0,8021, 	(18-JUN-2025 17:13:27)
