

<<START>>,<<FMS_SUPPLY_AGMT_LIABILITY>>,, 	(09-MAY-2025 12:14:20)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,TIMESTAMP,
2,3,1,3,39,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,18,2,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,21,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,67,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,75,2,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,75,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,75,3,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,71,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,76,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,76,2,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,80,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,81,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,81,2,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,86,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,88,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,67,2,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,79,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,82,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,83,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,78,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,102,2,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,102,3,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,111,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,114,2,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,104,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,105,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,106,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,112,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,113,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,114,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,116,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,117,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,118,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,107,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,108,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,109,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,110,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,114,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,103,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,115,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,119,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,123,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,123,1,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,120,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,3,121,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,4,124,0,S, 	(09-MAY-2025 12:14:21)
2,3,1,4,125,0,S, 	(09-MAY-2025 12:14:21)
2,3,0,0,122002,0,X, 	(09-MAY-2025 12:14:21)
2,3,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,3,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,3,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,3,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,3,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,3,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,3,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,3,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,3,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,3,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,3,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,3,0,0,124003,0,X, 	(09-MAY-2025 12:14:21)
2,4,1,0,8,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,9,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,10,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,11,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,12,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,13,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,14,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,15,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,2,0,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,1,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,23,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,24,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,22,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,16,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,17,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,18,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,19,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,20,0,S, 	(09-MAY-2025 12:14:21)
2,4,1,0,21,0,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,3,0,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,4,0,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,3,1,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,4,1,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,5,0,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,6,0,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,8,0,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,9,0,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,10,0,S, 	(09-MAY-2025 12:14:21)
2,4,2,1,7,0,S, 	(09-MAY-2025 12:14:21)
2,4,0,0,122003,0,X, 	(09-MAY-2025 12:14:21)
2,4,0,0,122004,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,4,0,0,122004,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,4,0,0,122004,1,X, 	(09-MAY-2025 12:14:21)
2,4,0,0,122005,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,4,0,0,122005,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,4,0,0,122005,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,4,0,0,122005,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,4,0,0,124004,0,X, 	(09-MAY-2025 12:14:21)
2,4,0,0,124005,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,4,0,0,124005,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,4,0,0,124005,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,4,0,0,124005,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,4,0,0,124005,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,4,0,0,124005,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,217,1,0,1,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,2,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,3,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,4,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,5,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,28,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,26,1,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,27,1,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,9,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,15,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,20,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,29,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,30,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,31,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,32,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,33,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,34,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,35,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,36,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,37,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,38,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,39,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,40,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,41,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,42,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,43,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,44,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,45,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,33,1,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,41,1,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,6,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,7,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,8,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,10,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,11,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,12,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,13,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,14,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,16,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,17,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,18,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,19,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,21,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,22,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,23,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,24,0,S, 	(09-MAY-2025 12:14:21)
2,217,1,0,25,0,S, 	(09-MAY-2025 12:14:21)
2,217,0,0,210001,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210002,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210003,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210004,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210005,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210006,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210007,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210008,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210009,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210010,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210011,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210012,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210013,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210014,0,L, 	(09-MAY-2025 12:14:21)
2,217,0,0,210015,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222001,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222002,3,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,211001,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,211002,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,211003,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,210016,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,211004,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,211005,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,211006,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222003,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222004,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222005,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222006,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222007,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223001,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223002,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223003,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223004,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223005,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223006,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223007,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223008,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224001,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222008,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222009,2,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223009,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223010,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223011,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222010,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223012,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223013,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223014,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223015,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223016,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223017,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223018,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223019,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223020,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223021,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223022,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223023,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222011,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222012,2,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222013,3,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223024,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223025,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223026,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223027,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223028,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223029,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223030,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223031,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223032,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223033,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223034,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224002,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223035,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223036,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223037,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223038,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223039,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223040,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223041,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223042,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223043,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223044,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223045,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223046,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223047,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223048,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223049,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223050,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223051,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223052,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223053,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223054,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223055,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223056,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223057,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222014,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222015,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222016,2,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223058,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223059,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223060,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223061,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223062,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223063,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224003,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222017,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222018,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222019,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223064,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223065,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223066,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223067,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223068,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223069,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223070,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223071,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223072,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223073,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223074,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223075,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223076,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223077,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223078,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223079,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223080,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223081,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223082,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223083,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223084,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222020,4,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222021,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222022,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222023,1,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223085,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223086,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223087,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223088,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223089,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224004,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224005,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223090,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,223091,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222024,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,222025,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224006,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224007,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224008,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224009,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224010,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224011,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224012,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,225001,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224013,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224014,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224015,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,224016,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,225002,0,L, 	(09-MAY-2025 12:14:21)
2,5,0,0,123001,1,X, 	(09-MAY-2025 12:14:21)
2,5,0,0,123002,0,X, 	(09-MAY-2025 12:14:21)
2,5,0,0,123003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124005,0,X, 	(09-MAY-2025 12:14:21)
2,5,0,0,123003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123003,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123003,2,X, 	(09-MAY-2025 12:14:21)
2,5,0,0,123004,3,X, 	(09-MAY-2025 12:14:21)
2,5,0,0,123005,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123005,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123005,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124006,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124006,1,X, 	(09-MAY-2025 12:14:21)
2,5,0,0,124007,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123005,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123005,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,123005,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124007,2,X, 	(09-MAY-2025 12:14:21)
2,5,0,0,124008,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124008,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124008,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124008,1,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,5,0,0,124008,0,X, 	(09-MAY-2025 12:14:21)	 (Not Inserted)
2,6,0,0,211007,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211008,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211009,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,214001,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211010,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211011,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,220005,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,220006,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,220007,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,220008,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,221001,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211012,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211013,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211014,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211015,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211016,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211017,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211018,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211019,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,211020,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,220009,1,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,222026,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,220010,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,220011,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,221002,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,221003,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,222027,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,220012,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,220013,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,223092,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,222028,1,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,223093,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,223094,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,223095,0,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,223096,2,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,223097,2,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,223098,1,L, 	(09-MAY-2025 12:14:21)
2,6,0,0,223099,1,L, 	(09-MAY-2025 12:14:21)
