2,2022-2023,24,3,SI, 	(04-SEP-2025 17:53:03)
2,2022-2023,24,4,DI, 	(04-SEP-2025 17:53:03)
2,2022-2023,24,5,DI, 	(04-SEP-2025 17:53:03)
2,2022-2023,24,6,SI, 	(04-SEP-2025 17:53:03)
2,2022-2023,24,7,SI, 	(04-SEP-2025 17:53:03)
2,2022-2023,24,8,DI, 	(04-SEP-2025 17:53:03)
2,2022-2023,24,9,DI, 	(04-SEP-2025 17:53:03)
2,2022-2023,24,10,SI, 	(04-SEP-2025 17:53:03)
2,2023-2024,24,1,DI, 	(04-SEP-2025 17:53:03)
2,2023-2024,24,2,DI, 	(04-SEP-2025 17:53:03)
2,2023-2024,24,3,DI, 	(04-SEP-2025 17:53:03)
2,2023-2024,24,4,DI, 	(04-SEP-2025 17:53:03)
2,2023-2024,24,5,DI, 	(04-SEP-2025 17:53:03)
2,2023-2024,24,6,SI, 	(04-SEP-2025 17:53:03)
2,2023-2024,24,7,DI, 	(04-SEP-2025 17:53:03)
2,2023-2024,24,8,DI, 	(04-SEP-2025 17:53:03)
2,2023-2024,24,9,DI, 	(04-SEP-2025 17:53:03)
2,2023-2024,24,10,SI, 	(04-SEP-2025 17:53:03)
2,2023-2024,24,11,ST, 	(04-SEP-2025 17:53:03)
2,2024-2025,24,1,SI, 	(04-SEP-2025 17:53:03)
2,2024-2025,24,2,SI, 	(04-SEP-2025 17:53:03)
2,2024-2025,24,3,ST, 	(04-SEP-2025 17:53:03)
2,2024-2025,24,4,ST, 	(04-SEP-2025 17:53:03)
2,2024-2025,24,5,SI, 	(04-SEP-2025 17:53:03)
2,2024-2025,24,6,SI, 	(04-SEP-2025 17:53:03)
2,2024-2025,24,7,SI, 	(04-SEP-2025 17:53:03)
2,2024-2025,24,8,ST, 	(04-SEP-2025 17:53:03)
2,2024-2025,24,9,SI, 	(04-SEP-2025 17:53:03)
2,2024-2025,24,10,ST, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,2,SI, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,3,ST, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,4,SI, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,5,ST, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,6,ST, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,7,ST, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,8,ST, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,9,ST, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,10,SI, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,11,ST, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,12,ST, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,13,SI, 	(04-SEP-2025 17:53:03)
2,2022-2023,24,11,LP, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2022-2023,24,11,LP, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2016-2017,24,1,CR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2019-2020,24,3,DR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2021-2022,24,5,CR, 	(04-SEP-2025 17:53:03)
2,2019-2020,24,3,DR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2019-2020,24,3,DR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2019-2020,24,3,DR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2020-2021,24,14,DR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2020-2021,24,14,CR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2019-2020,24,3,DR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2023-2024,27,12,OR, 	(04-SEP-2025 17:53:03)
2,2023-2024,27,13,OR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,80,,,,,, 	(04-SEP-2025 17:53:03)
 

TOTAL DATA INSERTED : ,54,,,,,, 	(04-SEP-2025 17:53:03)
 

TOTAL SKIPPED DATA ,26,,,,,, 	(04-SEP-2025 17:53:03)
 
<<END>>,<<FMS_FFLOW_INV_MST>>,,,,,, 	(04-SEP-2025 17:53:03)
 

<<START>>,<<FMS_FFLOW_INV_TAX_DTL>>, 	(04-SEP-2025 17:53:03)
 
COMPANY_CD,BU_STATE_TIN,INVOICE_SEQ,FINANCIAL_YEAR,TAX_STRUCT_CD,TAX_CODE, 	(04-SEP-2025 17:53:03)
 
2,24,3,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,3,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,4,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,4,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,1,DI,130 ,  	(04-SEP-2025 17:53:03)
2,24,1,DI,130 ,  	(04-SEP-2025 17:53:03)
2,24,3,DI,49 ,  	(04-SEP-2025 17:53:03)
2,24,3,DI,49 ,  	(04-SEP-2025 17:53:03)
2,24,6,DI,49 ,  	(04-SEP-2025 17:53:03)
2,24,6,DI,49 ,  	(04-SEP-2025 17:53:03)
2,24,7,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,7,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,8,DI,130 ,  	(04-SEP-2025 17:53:03)
2,24,8,DI,130 ,  	(04-SEP-2025 17:53:03)
2,24,10,DI,49 ,  	(04-SEP-2025 17:53:03)
2,24,10,DI,49 ,  	(04-SEP-2025 17:53:03)
2,24,1,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,1,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,2,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,2,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,1,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,1,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,2,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,2,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,6,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,6,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,8,DI,201 ,  	(04-SEP-2025 17:53:03)
2,24,8,DI,201 ,  	(04-SEP-2025 17:53:03)
2,24,10,DI,201 ,  	(04-SEP-2025 17:53:03)
2,24,10,DI,201 ,  	(04-SEP-2025 17:53:03)
2,24,11,DI,113 ,  	(04-SEP-2025 17:53:03)
2,24,11,DI,113 ,  	(04-SEP-2025 17:53:03)
2,24,1,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,1,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,2,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,2,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,3,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,3,DI,23 ,  	(04-SEP-2025 17:53:03)
2,24,4,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,4,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,5,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,5,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,6,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,6,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,7,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,7,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,8,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,8,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,9,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,9,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,10,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,10,DI,46 ,  	(04-SEP-2025 17:53:03)
2,24,5,DI,4 ,  	(04-SEP-2025 17:53:03)
2,24,5,DI,4 ,  	(04-SEP-2025 17:53:03)

TOTAL DATA IN EXCEL : ,0, 	(04-SEP-2025 17:53:03)
 

TOTAL DATA INSERTED : ,54, 	(04-SEP-2025 17:53:03)
 

TOTAL SKIPPED DATA ,0, 	(04-SEP-2025 17:53:03)
 
<<END>>,<<FMS_FFLOW_INV_TAX_DTL>>, 	(04-SEP-2025 17:53:03)
 

<<START>>,<<FMS_FFLOW_INV_DTL>>,, 	(04-SEP-2025 17:53:53)
 
COMPANY_CD,COUNTERPARTY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_TYPE,INVOICE_SEQ,LINE_NO,TIMESTAMP,
2,1 , 2016-2017 , 24,DR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,1 , 2016-2017 , 24,CR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,1 , 2016-2017 , 24,CR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,1 , 2016-2017 , 24,CR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,1 , 2016-2017 , 24,CR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,1 , 2017-2018 , 24,CR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,1 , 2017-2018 , 24,CR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,1 , 2019-2020 , 24,DR,1,1, 	(04-SEP-2025 17:53:53)
2,3 , 2018-2019 , 24,CR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,3 , 2019-2020 , 24,DR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,4 , 2025-2026 , 24,OR,1,1, 	(04-SEP-2025 17:53:53)
2,4 , 2025-2026 , 24,OR,2,1, 	(04-SEP-2025 17:53:53)
2,4 , 2020-2021 , 24,SI,1,1, 	(04-SEP-2025 17:53:53)
2,4 , 2019-2020 , 24,CR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,4 , 2019-2020 , 24,DR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,4 , 2020-2021 , 24,DR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,6 , 2019-2020 , 24,CR,2,1, 	(04-SEP-2025 17:53:53)
2,7 , 2023-2024 , 24,OR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,15 , 2019-2020 , 24,CR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,18 , 2019-2020 , 24,DR,null,1, 	(04-SEP-2025 17:53:53)	 (Not Inserted)
2,20 , 2023-2024 , 24,DI,1,1, 	(04-SEP-2025 17:53:53)
2,20 , 2023-2024 , 24,DI,2,1, 	(04-SEP-2025 17:53:53)
2,20 , 2023-2024 , 24,DI,3,1, 	(04-SEP-2025 17:53:53)
2,20 , 2023-2024 , 24,DI,4,1, 	(04-SEP-2025 17:53:53)
2,20 , 2023-2024 , 24,DI,5,1, 	(04-SEP-2025 17:53:53)
2,20 , 2023-2024 , 24,SI,6,1, 	(04-SEP-2025 17:53:53)
2,20 , 2023-2024 , 24,DI,7,1, 	(04-SEP-2025 17:53:53)
2,20 , 2022-2023 , 24,DI,1,2, 	(04-SEP-2025 17:53:53)
2,20 , 2024-2025 , 24,SI,1,1, 	(04-SEP-2025 17:53:53)
2,20 , 2023-2024 , 24,DI,8,1, 	(04-SEP-2025 17:53:53)
2,20 , 2024-2025 , 24,SI,2,1, 	(04-SEP-2025 17:53:53)
2,20 , 2023-2024 , 24,DI,9,1, 	(04-SEP-2025 17:53:53)
2,20 , 2024-2025 , 24,ST,3,2, 	(04-SEP-2025 17:53:53)
2,20 , 2024-2025 , 24,ST,4,1, 	(04-SEP-2025 17:53:53)
**********AutomationEMS Error  (04-SEP-2025 17:53:53) **********
java.sql.SQLException: ORA-12899: value too large for column "MIGRATE2EMS"."FMS_FFLOW_INV_DTL"."QTY" (actual: 11, maximum: 10)


com.etrm.fms.migration.Sales_SEIPL_Data_Reader.FMS_FFLOW_INV_DTL(Sales_SEIPL_Data_Reader.java:16871)
com.etrm.fms.migration.Sales_SEIPL_Data_Reader.init(Sales_SEIPL_Data_Reader.java:283)
**************************************************

<<FUNCTION FMS_FFLOW_INV_DTL() ENDED WITH ERRORS>>
