

<<START>>,<<FMS_FFLOW_INV_MST>>,, 	(04-SEP-2025 17:53:03)
 
COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,INVOICE_TYPE,TIMESTAMP,
2,2016-2017,24,1,DR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2016-2017,24,1,CR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2016-2017,24,1,CR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2016-2017,24,1,CR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2016-2017,24,1,CR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2017-2018,24,1,CR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2017-2018,24,1,CR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2019-2020,24,1,DR, 	(04-SEP-2025 17:53:03)
2,2018-2019,24,1,CR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2019-2020,24,2,DR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2025-2026,24,1,OR, 	(04-SEP-2025 17:53:03)
2,2025-2026,24,2,OR, 	(04-SEP-2025 17:53:03)
2,2020-2021,24,1,SI, 	(04-SEP-2025 17:53:03)
2,2019-2020,24,2,CR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2019-2020,24,2,DR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2020-2021,24,2,DR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2019-2020,24,2,CR, 	(04-SEP-2025 17:53:03)
2,2023-2024,27,1,OR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2019-2020,24,3,CR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2019-2020,24,3,DR, 	(04-SEP-2025 17:53:03)	 (Not Inserted)
2,2021-2022,24,1,DI, 	(04-SEP-2025 17:53:03)
2,2021-2022,24,2,DI, 	(04-SEP-2025 17:53:03)
2,2021-2022,24,3,DI, 	(04-SEP-2025 17:53:03)
2,2021-2022,24,4,DI, 	(04-SEP-2025 17:53:03)
2,2022-2023,24,1,DI, 	(04-SEP-2025 17:53:03)
2,2022-2023,24,2,DI, 	(04-SEP-2025 17:53:03)
