

<<START>>,<<FMS_TRADER_AGMT_MST>>,,,, 	(16-JUL-2025 17:18:13)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(16-JUL-2025 17:18:13)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(16-JUL-2025 17:18:13)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(16-JUL-2025 17:18:13)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(16-JUL-2025 17:18:13)
 

TOTAL DATA IN EXCEL : ,0, 	(16-JUL-2025 17:18:13)
 

TOTAL DATA INSERTED : ,5, 	(16-JUL-2025 17:18:13)
 

TOTAL SKIPPED DATA ,0, 	(16-JUL-2025 17:18:13)
 
<<END>>,<<FMS_TRADER_AGMT_MST>>, 	(16-JUL-2025 17:18:13)
 

<<START>>,<<FMS_TRADER_AGMT_PLANT>>, 	(16-JUL-2025 17:18:13)
 

TOTAL DATA IN EXCEL : ,0, 	(16-JUL-2025 17:18:13)
 

TOTAL DATA INSERTED : ,5, 	(16-JUL-2025 17:18:13)
 

TOTAL SKIPPED DATA ,0, 	(16-JUL-2025 17:18:13)
 
<<END>>,<<FMS_TRADER_AGMT_PLANT>>, 	(16-JUL-2025 17:18:13)
 

<<START>>,<<FMS_TRADER_AGMT_BU>>, 	(16-JUL-2025 17:18:13)
 

TOTAL DATA IN EXCEL : ,0, 	(16-JUL-2025 17:18:13)
 

TOTAL DATA INSERTED : ,5, 	(16-JUL-2025 17:18:13)
 

TOTAL SKIPPED DATA ,0, 	(16-JUL-2025 17:18:13)
 
<<END>>,<<FMS_TRADER_AGMT_BU>>, 	(16-JUL-2025 17:18:13)
 

<<START>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(16-JUL-2025 17:18:13)
 

TOTAL DATA IN EXCEL : ,0, 	(16-JUL-2025 17:18:13)
 

TOTAL DATA INSERTED : ,5, 	(16-JUL-2025 17:18:13)
 

TOTAL SKIPPED DATA ,0, 	(16-JUL-2025 17:18:13)
 
<<END>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(16-JUL-2025 17:18:13)
 

<<START>>,<<FMS_TRADER_CN_MST>>,,,,, 	(16-JUL-2025 17:18:13)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_REF(Mandate Conform no),TIMESTAMP
2, 15:HPCL,  M , ,  0 , N, 722001, 0,22008, 	(16-JUL-2025 17:18:13)	 (Not Inserted)
2, 20:AMNS,  M , ,  0 , N, 722001, 0,22011, 	(16-JUL-2025 17:18:13)	 (Not Inserted)
2, 20:AMNS,  M , ,  0 , N, 722001, 0,22016, 	(16-JUL-2025 17:18:13)	 (Not Inserted)
2, 154:SEMTPL,  M , ,  0 , N, 722001, 0,22017, 	(16-JUL-2025 17:18:13)	 (Not Inserted)
2, 154:SEMTPL,  M , ,  0 , N, 722001, 0,22018, 	(16-JUL-2025 17:18:13)	 (Not Inserted)
2, 270:TGPL,  M , 1,  0 , N, 710001, 0,5002, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710002, 0,6003, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710003, 0,6012, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710004, 0,7004, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710005, 0,7007, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710006, 0,7012, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710007, 0,7019, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710008, 0,7020, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710009, 0,7022, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710010, 0,7023, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710011, 0,7024, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710012, 0,8001, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710013, 0,8007, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710014, 0,8013, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710015, 0,8014, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710016, 0,8015, 	(16-JUL-2025 17:18:13)
2, 270:TGPL,  M , 1,  0 , N, 710017, 0,8017, 	(16-JUL-2025 17:18:13)
