

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 11:32:11)
278 , SEMTEXP,01/04/2023 00:00:00, 	(28-FEB-2025 11:32:11)
108 , GRINDUS,05/07/2023 00:00:00, 	(28-FEB-2025 11:32:11)
161 , ATCATMO,16/08/2023 00:00:00, 	(28-FEB-2025 11:32:11)
 , POSCO MAHA,29/08/2023 00:00:00, 	(28-FEB-2025 11:32:11)	 (Not Inserted)
181 , SANENER,21/09/2023 00:00:00, 	(28-FEB-2025 11:32:11)
183 , SUMGLAS,27/09/2023 00:00:00, 	(28-FEB-2025 11:32:11)
184 , SVTPLIN,28/09/2023 00:00:00, 	(28-FEB-2025 11:32:11)
112 , SPSSETL1,02/10/2023 00:00:00, 	(28-FEB-2025 11:32:11)
170 , INPOWGL,04/10/2023 00:00:00, 	(28-FEB-2025 11:32:11)
179 , PRPWCRP,05/10/2023 00:00:00, 	(28-FEB-2025 11:32:11)
113 , SIETCO,11/10/2023 00:00:00, 	(28-FEB-2025 11:32:11)
171 , INVPTRO,24/10/2023 00:00:00, 	(28-FEB-2025 11:32:11)
172 , JINDAST,15/12/2023 00:00:00, 	(28-FEB-2025 11:32:11)
123 , AVGL,20/12/2023 00:00:00, 	(28-FEB-2025 11:32:11)
 , MIZGURB,04/01/2024 00:00:00, 	(28-FEB-2025 11:32:11)	 (Not Inserted)
121 , NGPL,19/01/2024 00:00:00, 	(28-FEB-2025 11:32:11)
115 , SILS,21/02/2024 00:00:00, 	(28-FEB-2025 11:32:11)
114 , STASCO,14/02/2024 00:00:00, 	(28-FEB-2025 11:32:11)
119 , ROCKIND,23/02/2024 00:00:00, 	(28-FEB-2025 11:32:11)
177 , NIRMARM,11/03/2024 00:00:00, 	(28-FEB-2025 11:32:11)
175 , MEDCIGA,03/04/2024 00:00:00, 	(28-FEB-2025 11:32:11)
118 , LANCOKO,05/04/2024 00:00:00, 	(28-FEB-2025 11:32:11)
130 , CRMNDEL,01/07/2024 00:00:00, 	(28-FEB-2025 11:32:11)
132 , VERBINL,23/07/2024 00:00:00, 	(28-FEB-2025 11:32:11)
215 , EASTPDC,06/08/2024 00:00:00, 	(28-FEB-2025 11:32:11)
205 , CELLOCP,07/10/2024 00:00:00, 	(28-FEB-2025 11:32:11)
271 , TRIVRPL,07/10/2024 00:00:00, 	(28-FEB-2025 11:32:11)
281 , SEIPLDY,01/10/2024 00:00:00, 	(28-FEB-2025 11:32:12)
237 , LLOYMEN,13/01/2025 00:00:00, 	(28-FEB-2025 11:32:12)
134 , GSINLIM,13/01/2025 00:00:00, 	(28-FEB-2025 11:32:12)
 , JMB,01/04/2005 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , BOXCO,11/08/2014 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
265 , SLPL,21/01/2016 00:00:00, 	(28-FEB-2025 11:32:12)
265 , SLPL,21/01/2016 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
232 , JBB,01/04/2007 00:00:00, 	(28-FEB-2025 11:32:12)
126 , SGSINDIA,01/04/2007 00:00:00, 	(28-FEB-2025 11:32:12)
232 , JBB,25/01/2008 00:00:00, 	(28-FEB-2025 11:32:12)
264 , SSAPL,01/04/2013 00:00:00, 	(28-FEB-2025 11:32:12)

TOTAL DATA IN EXCEL :,358,, 	(28-FEB-2025 11:32:12)
 

TOTAL DATA INSERTED : ,283,, 	(28-FEB-2025 11:32:12)
 

TOTAL SKIPPED DATA ,75,, 	(28-FEB-2025 11:32:12)
 
<<END>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 11:32:12)
 

<<START>>,<<FMS_COUNTERPARTY_ADDR_MST>>,,, 	(28-FEB-2025 11:32:12)
 
CD,ABBR,ADDRESS_TYPE,EFF_DT,TIMESTAMP
1 , RIL , R , 14/09/2008 00:00:00, 	(28-FEB-2025 11:32:12)
2 , MGL , R , 16/07/2009 00:00:00, 	(28-FEB-2025 11:32:12)
3 , GSPCL , R , 21/04/2006 00:00:00, 	(28-FEB-2025 11:32:12)
4 , Gail , R , 08/03/2007 00:00:00, 	(28-FEB-2025 11:32:12)
 , BPL , R , 09/04/2010 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , EPL , R , 09/04/2010 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
217 , ESL , R , 26/08/2006 00:00:00, 	(28-FEB-2025 11:32:12)
5 , NTPC , R , 18/11/2006 00:00:00, 	(28-FEB-2025 11:32:12)
6 , KRIBHCO , R , 05/12/2007 00:00:00, 	(28-FEB-2025 11:32:12)
7 , DFPCL , R , 03/12/2007 00:00:00, 	(28-FEB-2025 11:32:12)
8 , AIGL , R , 22/07/2009 00:00:00, 	(28-FEB-2025 11:32:12)
218 , ESEZ , R , 04/04/2008 00:00:00, 	(28-FEB-2025 11:32:12)
 , KSFL , R , 20/12/2007 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
242 , MAHAGENCO , R , 16/04/2008 00:00:00, 	(28-FEB-2025 11:32:12)
249 , NPL , R , 28/02/2008 00:00:00, 	(28-FEB-2025 11:32:12)
9 , SIGIL , R , 01/04/2009 00:00:00, 	(28-FEB-2025 11:32:12)
9 , SIGIL , R , 01/04/2009 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
225 , VIL , R , 12/12/2007 00:00:00, 	(28-FEB-2025 11:32:12)
10 , GGCL , R , 11/05/2012 00:00:00, 	(28-FEB-2025 11:32:12)
11 , TPL , R , 20/12/2018 00:00:00, 	(28-FEB-2025 11:32:12)
280 , WMSL , R , 31/05/2011 00:00:00, 	(28-FEB-2025 11:32:12)
12 , MNGL , R , 20/06/2013 00:00:00, 	(28-FEB-2025 11:32:12)
13 , IGL , R , 04/02/2011 00:00:00, 	(28-FEB-2025 11:32:12)
14 , BPCL , R , 16/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
269 , TEL , R , 06/08/2014 00:00:00, 	(28-FEB-2025 11:32:12)
15 , HPCL , R , 15/06/2016 00:00:00, 	(28-FEB-2025 11:32:12)
16 , JSW , R , 25/11/2014 00:00:00, 	(28-FEB-2025 11:32:12)
16 , JSW , R , 25/11/2014 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
17 , BGL , R , 28/07/2016 00:00:00, 	(28-FEB-2025 11:32:12)
17 , BGL , R , 28/07/2016 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
18 , GSFC , R , 14/03/2016 00:00:00, 	(28-FEB-2025 11:32:12)
228 , H-Energy , R , 14/11/2016 00:00:00, 	(28-FEB-2025 11:32:12)
160 , SIMPL , R , 14/11/2016 00:00:00, 	(28-FEB-2025 11:32:12)
160 , SIMPL , R , 14/11/2016 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
19 , ATGL , R , 04/04/2022 00:00:00, 	(28-FEB-2025 11:32:12)
19 , ATGL , R , 04/04/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
20 , AMNS , R , 18/01/2012 00:00:00, 	(28-FEB-2025 11:32:12)
 , SEMTPL , R , 28/07/2017 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
21 , SGIPL , R , 28/11/2017 00:00:00, 	(28-FEB-2025 11:32:12)
22 , VGL , R , 03/07/2019 00:00:00, 	(28-FEB-2025 11:32:12)
23 , PGPGPL , R , 28/04/2021 00:00:00, 	(28-FEB-2025 11:32:12)
23 , PGPGPL , R , 28/04/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , PGPL , R , 28/04/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
24 , HCG , R , 02/12/2019 00:00:00, 	(28-FEB-2025 11:32:12)
25 , GGL , R , 09/12/2019 00:00:00, 	(28-FEB-2025 11:32:12)
26 , CFC , R , 01/01/2020 00:00:00, 	(28-FEB-2025 11:32:12)
27 , IFFCO , R , 01/01/2020 00:00:00, 	(28-FEB-2025 11:32:12)
28 , HGL-RLNG , R , 01/02/2020 00:00:00, 	(28-FEB-2025 11:32:12)
29 , PipeInfra , R , 01/01/2020 00:00:00, 	(28-FEB-2025 11:32:12)
29 , PipeInfra , R , 01/01/2020 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
30 , NFL , R , 01/05/2020 00:00:00, 	(28-FEB-2025 11:32:12)
31 , HSIL , R , 01/05/2020 00:00:00, 	(28-FEB-2025 11:32:12)
 , VVF , R , 01/05/2020 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
32 , KFL , R , 23/07/2020 00:00:00, 	(28-FEB-2025 11:32:12)
197 , BIL , R , 25/06/2020 00:00:00, 	(28-FEB-2025 11:32:12)
254 , RIPL , R , 19/11/2020 00:00:00, 	(28-FEB-2025 11:32:12)
207 , CP , R , 15/10/2020 00:00:00, 	(28-FEB-2025 11:32:12)
 , HHFG DLNG , R , 26/10/2020 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
187 , VIDUWIL , R , 01/01/2021 00:00:00, 	(28-FEB-2025 11:32:12)
33 , AGP CGD , R , 25/01/2021 00:00:00, 	(28-FEB-2025 11:32:12)
34 , MINDA , R , 29/01/2021 00:00:00, 	(28-FEB-2025 11:32:12)
238 , LEIPL , R , 04/11/2020 00:00:00, 	(28-FEB-2025 11:32:12)
35 , SCHOTT , R , 24/02/2020 00:00:00, 	(28-FEB-2025 11:32:12)
36 , HIL , R , 01/01/2021 00:00:00, 	(28-FEB-2025 11:32:12)
37 , HCGD-B , R , 01/04/2021 00:00:00, 	(28-FEB-2025 11:32:12)
198 , BIPL , R , 21/07/2020 00:00:00, 	(28-FEB-2025 11:32:12)
220 , EXXARO , R , 23/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)
220 , EXXARO , R , 23/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
257 , STVPL , R , 18/02/2021 00:00:00, 	(28-FEB-2025 11:32:12)
257 , STVPL , R , 18/02/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
233 , JGPL , R , 18/02/2021 00:00:00, 	(28-FEB-2025 11:32:12)
233 , JGPL , R , 18/02/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
279 , WALLCERA , R , 17/02/2021 00:00:00, 	(28-FEB-2025 11:32:12)
193 , ASTIS , R , 17/02/2021 00:00:00, 	(28-FEB-2025 11:32:12)
193 , ASTIS , R , 17/02/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
109 , PROTON , R , 16/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)
109 , PROTON , R , 16/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
109 , PROTON , R , 16/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
192 , ANTIQUE , R , 16/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)
192 , ANTIQUE , R , 16/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
192 , ANTIQUE , R , 16/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , ACER , R , 16/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , ACER , R , 16/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , ACER , R , 16/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
38 , KAJARIA , R , 30/11/2020 00:00:00, 	(28-FEB-2025 11:32:12)
222 , GASGROWS , R , 07/05/2020 00:00:00, 	(28-FEB-2025 11:32:12)
222 , GASGROWS , R , 07/05/2020 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
39 , SISECAM , R , 09/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)
40 , ATPL , R , 17/12/2020 00:00:00, 	(28-FEB-2025 11:32:12)
41 , OPAL , R , 28/07/2021 00:00:00, 	(28-FEB-2025 11:32:12)
234 , JKPAPER , R , 02/08/2021 00:00:00, 	(28-FEB-2025 11:32:12)
263 , STL , R , 25/08/2021 00:00:00, 	(28-FEB-2025 11:32:12)
273 , UEPL , R , 03/09/2021 00:00:00, 	(28-FEB-2025 11:32:12)
273 , UEPL , R , 03/09/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
206 , CELLO , R , 01/12/2021 00:00:00, 	(28-FEB-2025 11:32:12)
204 , CALDERYS , R , 20/12/2021 00:00:00, 	(28-FEB-2025 11:32:12)
204 , CALDERYS , R , 20/12/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
42 , RCF , R , 30/12/2021 00:00:00, 	(28-FEB-2025 11:32:12)
201 , BWRL , R , 25/01/2022 00:00:00, 	(28-FEB-2025 11:32:12)
235 , KRYO , R , 31/01/2022 00:00:00, 	(28-FEB-2025 11:32:12)
235 , KRYO , R , 31/01/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
276 , VIRGO , R , 12/02/2022 00:00:00, 	(28-FEB-2025 11:32:12)
196 , BLPL , R , 02/03/2022 00:00:00, 	(28-FEB-2025 11:32:12)
223 , GIPSKARTON , R , 24/03/2022 00:00:00, 	(28-FEB-2025 11:32:12)
270 , TGPL , R , 27/04/2005 00:00:00, 	(28-FEB-2025 11:32:12)
116 , SELNG , R , 03/10/2008 00:00:00, 	(28-FEB-2025 11:32:12)
256 , SITME , R , 21/06/2021 00:00:00, 	(28-FEB-2025 11:32:12)
 , RIL-D6 , R , 01/01/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , BP  , R , 01/01/2021 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , AMNS-T , R , 01/01/2019 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , RIL-CBM , R , 25/03/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
226 , HPPL , R , 20/12/2020 00:00:00, 	(28-FEB-2025 11:32:12)
45 , GSPL , R , 21/04/2006 00:00:00, 	(28-FEB-2025 11:32:12)
 , PARK-MSK , R , 19/04/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , PARK-BHD , R , 19/04/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , PARKPHUCBM , R , 19/04/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
46 , TGLPL , R , 29/04/2022 00:00:00, 	(28-FEB-2025 11:32:12)
47 , TGBPL , R , 29/04/2022 00:00:00, 	(28-FEB-2025 11:32:12)
48 , BGEPL , R , 29/04/2022 00:00:00, 	(28-FEB-2025 11:32:12)
231 , IMCL , R , 12/05/2022 00:00:00, 	(28-FEB-2025 11:32:12)
 , PMSKP , R , 13/05/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
49 , VVF India , R , 16/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
50 , GNFC , R , 24/05/2022 00:00:00, 	(28-FEB-2025 11:32:12)
140 , MEGHHQX , R , 02/06/2022 00:00:00, 	(28-FEB-2025 11:32:12)
51 , ONGC , R , 07/06/2022 00:00:00, 	(28-FEB-2025 11:32:12)
52 , GLIL , R , 07/06/2022 00:00:00, 	(28-FEB-2025 11:32:12)
272 , UGEL , R , 09/06/2022 00:00:00, 	(28-FEB-2025 11:32:12)
255 , SGI-AP , R , 27/06/2022 00:00:00, 	(28-FEB-2025 11:32:12)
 , IGX , R , 29/06/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , IGX , R , 29/06/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , IGX , R , 29/06/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
53 , RGPL , R , 29/06/2022 00:00:00, 	(28-FEB-2025 11:32:12)
224 , GTIPL , R , 01/07/2022 00:00:00, 	(28-FEB-2025 11:32:12)
 , GSPL-C , R , 12/07/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
117 , PEPL , R , 13/07/2022 00:00:00, 	(28-FEB-2025 11:32:12)
54 , GFCL , R , 14/07/2022 00:00:00, 	(28-FEB-2025 11:32:12)
 , DERL , R , 16/08/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
55 , CPL , R , 16/08/2022 00:00:00, 	(28-FEB-2025 11:32:12)
56 , IRM , R , 24/08/2022 00:00:00, 	(28-FEB-2025 11:32:12)
56 , IRM , R , 24/08/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
57 , PPL , R , 26/08/2022 00:00:00, 	(28-FEB-2025 11:32:12)
58 , YARALTD , R , 06/09/2022 00:00:00, 	(28-FEB-2025 11:32:12)
59 , INPEROX , R , 13/09/2022 00:00:00, 	(28-FEB-2025 11:32:12)
60 , RAFECHL , R , 28/09/2022 00:00:00, 	(28-FEB-2025 11:32:12)
124 , MGRPL , R , 01/10/2022 00:00:00, 	(28-FEB-2025 11:32:12)
124 , MGRPL , R , 01/10/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
208 , CNTENKA , R , 17/10/2022 00:00:00, 	(28-FEB-2025 11:32:12)
61 , EFSPL , R , 25/10/2022 00:00:00, 	(28-FEB-2025 11:32:12)
62 , WELSMEL , R , 16/11/2022 00:00:00, 	(28-FEB-2025 11:32:12)
158 , HINDURV , R , 17/11/2022 00:00:00, 	(28-FEB-2025 11:32:12)
 , DONOTUSE , R , 17/11/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , DONOTUSE , R , 17/11/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
227 , HCGPUTE , R , 18/11/2022 00:00:00, 	(28-FEB-2025 11:32:12)
63 , GOAGLSF , R , 25/11/2022 00:00:00, 	(28-FEB-2025 11:32:12)
64 , IGSPL , R , 25/11/2022 00:00:00, 	(28-FEB-2025 11:32:12)
64 , IGSPL , R , 25/11/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
 , ELAWPRC , R , 02/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
65 , PEFORCV , R , 08/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
 , AARVKRO , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
189 , ACOVIED , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
191 , ANTIQAC , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
191 , ANTIQAC , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
141 , ASIANPL , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
194 , AVLCRMC , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
195 , AXWELLG , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
199 , BEGLASS , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
200 , BHRTFRG , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
66 , BHEL , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
203 , BICELLO , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
143 , CAPAROE , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
209 , CLVTPVL , R , 12/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
210 , COMFIND , R , 13/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
67 , DCMSHRI , R , 13/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
138 , DEENOVK , R , 13/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
212 , DHARLTD , R , 13/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
213 , DURAVIT , R , 13/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
214 , DURZGRA , R , 13/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
216 , ERACLTD , R , 13/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
219 , EURILTD , R , 13/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
221 , FIORGPL , R , 13/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
68 , GAMALTD , R , 13/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
69 , GFLLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
70 , GMRLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
71 , GOCOPRL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
111 , GLDIDLI , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
72 , GJALCHEM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
73 , GUJASZR , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
74 , GUJAGAS , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
75 , JOHNTBK , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
76 , HARYCIT , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
77 , HCGKCEP , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
78 , HEGLPWN , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
79 , HEROMO , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
80 , HICOTED , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
81 , HOECLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
82 , HINZINC , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
144 , HINAGIL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
83 , HINSPEC , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
229 , HOLLFIE , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
84 , HNDMTRS , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
147 , HPOIGAS , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
230 , ICONGLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
148 , INDOLPL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
85 , GASJIND , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
236 , LEXGRAN , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
239 , LOCEPRI , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
240 , LORVTPL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
241 , LUMGLAP , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
86 , MANIKAR , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
87 , MARUTIS , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
243 , MAXGLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
244 , LLPMILL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
245 , LTDMILG , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
246 , MILVITL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
88 , MINDLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
89 , MMPINDL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
247 , MOINLIM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
248 , MOSPLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
90 , NAGAFCL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
91 , NARMADA , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
166 , ESSAREX , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
92 , NEL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
250 , OWECORN , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
93 , PETNETLNG , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
94 , PRISM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
252 , QUCELTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
253 , RAMALIM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
 , RANDSIN , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
139 , SASANPO , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
95 , SENTOVI , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
96 , SHOLAGA , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
97 , SHREELI , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
258 , SIVPLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
259 , SIYARAM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
260 , SIYALIM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
261 , SOLIMIC , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
262 , SPARVIT , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
98 , SRAVANT , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
142 , SGIPLTD , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
266 , TAURLES , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
267 , TTRPKPR , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
99 , THERLIM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
100 , THGBGPL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
145 , THYESTP , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
101 , TORRAUI , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
274 , VARGRAN , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
275 , VENIRAM , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
102 , VITOLAPL , R , 14/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
103 , IOCL , R , 16/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
169 , INGASTD , R , 28/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
104 , TASTELI , R , 30/12/2022 00:00:00, 	(28-FEB-2025 11:32:12)
105 , HMEL , R , 04/01/2023 00:00:00, 	(28-FEB-2025 11:32:12)
211 , DIL , R , 01/01/2023 00:00:00, 	(28-FEB-2025 11:32:12)
162 , BOROREN , R , 05/01/2023 00:00:00, 	(28-FEB-2025 11:32:12)
151 , KINGASP , R , 13/01/2023 00:00:00, 	(28-FEB-2025 11:32:12)
163 , CEUPGAS , R , 13/01/2023 00:00:00, 	(28-FEB-2025 11:32:12)
173 , KNPFCHL , R , 18/01/2023 00:00:00, 	(28-FEB-2025 11:32:12)
106 , RATNAGI , R , 19/01/2023 00:00:00, 	(28-FEB-2025 11:32:12)
180 , RAJRAIR , R , 19/01/2023 00:00:00, 	(28-FEB-2025 11:32:12)
107 , IDOINVA , R , 27/01/2023 00:00:00, 	(28-FEB-2025 11:32:12)
107 , IDOINVA , R , 27/01/2023 00:00:00, 	(28-FEB-2025 11:32:12)	 (Not Inserted)
