

<<START>>,<<FMS_PUR_SG_INV_MST>>,,,,,,,,,,,,,,,,,, 	(03-MAY-2025 17:04:27)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, PLANT_SEQ, BU_UNIT, FREQ, PERIOD_START_DT, PERIOD_END_DT, INVOICE_SEQ, FINANCIAL_YEAR, INV_FLAG,CONTACT_PERSON_CD,BU_CONTACT_PERSON_CD,INVOICE_NO,SALE_PRICE,TIMESTAMP
2,256, 1, 0, 725183,0, N, 1, 1,10,30/06/2021 00:00:00, 30/06/2021 00:00:00, 8, 2021-2022,PF,0,0,NA,8.8615, 	(03-MAY-2025 17:04:29)
2,256, 1, 0, 725183,0, N, 1, 1,10,30/06/2021 00:00:00, 30/06/2021 00:00:00, 8, 2021-2022,F,0,0,953842,8.8615, 	(03-MAY-2025 17:04:29)
2,256, 1, 0, 725183,0, N, 1, 1,10,30/06/2021 00:00:00, 30/06/2021 00:00:00, 8, 2021-2022,CP,0,0,NA,8.8615, 	(03-MAY-2025 17:04:29)
2,152, 1, 0, 725184,0, N, 1, 1,10,09/02/2021 00:00:00, 10/02/2021 00:00:00, 15, 2020-2021,P,0,0,NA,7.05, 	(03-MAY-2025 17:04:29)
2,152, 1, 0, 725184,0, N, 1, 1,10,09/02/2021 00:00:00, 10/02/2021 00:00:00, 15, 2020-2021,PF,0,0,NA,7.05, 	(03-MAY-2025 17:04:29)
2,152, 1, 0, 725184,0, N, 1, 1,10,09/02/2021 00:00:00, 10/02/2021 00:00:00, 15, 2020-2021,F,0,0,E211100126LNG,7.05, 	(03-MAY-2025 17:04:29)
2,152, 1, 0, 725184,0, N, 1, 1,10,09/02/2021 00:00:00, 10/02/2021 00:00:00, 15, 2020-2021,CP,0,0,NA,7.05, 	(03-MAY-2025 17:04:29)
2,152, 1, 0, 725185,0, N, 1, 1,10,21/07/2021 00:00:00, 21/07/2021 00:00:00, 9, 2021-2022,P,0,0,EOS27595,11.88, 	(03-MAY-2025 17:04:29)
2,152, 1, 0, 725185,0, N, 1, 1,10,21/07/2021 00:00:00, 21/07/2021 00:00:00, 9, 2021-2022,PF,0,0,EOS27595,11.88, 	(03-MAY-2025 17:04:29)
2,152, 1, 0, 725185,0, N, 1, 1,10,21/07/2021 00:00:00, 21/07/2021 00:00:00, 9, 2021-2022,F,0,0,E21110712LNG,11.88, 	(03-MAY-2025 17:04:29)
2,152, 1, 0, 725185,0, N, 1, 1,10,21/07/2021 00:00:00, 21/07/2021 00:00:00, 9, 2021-2022,CP,0,0,EOS27595,11.88, 	(03-MAY-2025 17:04:29)
2,null, null, null, null,null, null, 1, ,10,26/06/2021 00:00:00, 26/06/2021 00:00:00, 8, 2021-2022,P,0,0,null,null, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,null, null, null, null,null, null, 1, ,10,26/06/2021 00:00:00, 26/06/2021 00:00:00, 8, 2021-2022,PF,0,0,null,null, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,null, null, null, null,null, null, 1, ,10,26/06/2021 00:00:00, 26/06/2021 00:00:00, 8, 2021-2022,F,0,0,null,0, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725186,0, N, 1, 1,10,06/03/2023 00:00:00, 06/03/2023 00:00:00, 3, 2022-2023,P,0,0,84012025,13.99, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725186,0, N, 1, 1,10,06/03/2023 00:00:00, 06/03/2023 00:00:00, 3, 2022-2023,PF,0,0,84012025,13.99, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725186,0, N, 1, 1,10,06/03/2023 00:00:00, 06/03/2023 00:00:00, 3, 2022-2023,F,0,0,984152,13.99, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725188,0, N, 1, 1,10,22/03/2023 00:00:00, 22/03/2023 00:00:00, 4, 2022-2023,P,0,0,84012029,12.25, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725188,0, N, 1, 1,10,22/03/2023 00:00:00, 22/03/2023 00:00:00, 4, 2022-2023,PF,0,0,84012029,12.25, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725188,0, N, 1, 1,10,22/03/2023 00:00:00, 22/03/2023 00:00:00, 4, 2022-2023,F,0,0,986562,12.25, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725187,0, N, 1, 1,10,24/03/2023 00:00:00, 24/03/2023 00:00:00, 5, 2022-2023,P,0,0,PRX.22.25,12.48, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725187,0, N, 1, 1,10,24/03/2023 00:00:00, 24/03/2023 00:00:00, 5, 2022-2023,PF,0,0,PRX.22.25,12.48, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725187,0, N, 1, 1,10,24/03/2023 00:00:00, 24/03/2023 00:00:00, 5, 2022-2023,F,0,0,985456,12.48, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725189,0, N, 1, 1,10,01/05/2023 00:00:00, 01/05/2023 00:00:00, 1, 2023-2024,P,0,0,PRX.23.01(B),11.85, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725189,0, N, 1, 1,10,01/05/2023 00:00:00, 01/05/2023 00:00:00, 1, 2023-2024,PF,0,0,PRX.23.01(B),11.85, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725189,0, N, 1, 1,10,01/05/2023 00:00:00, 01/05/2023 00:00:00, 1, 2023-2024,F,0,0,987434,11.85, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725192,0, N, 1, 1,10,07/09/2023 00:00:00, 07/09/2023 00:00:00, 2, 2023-2024,P,0,0,SIS-23-07,11.7239, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725192,0, N, 1, 1,10,07/09/2023 00:00:00, 07/09/2023 00:00:00, 2, 2023-2024,PF,0,0,SIS-23-07,11.7239, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725192,0, N, 1, 1,10,07/09/2023 00:00:00, 07/09/2023 00:00:00, 2, 2023-2024,F,0,0,998116,11.7094, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725193,0, N, 1, 1,10,16/11/2023 00:00:00, 16/11/2023 00:00:00, 3, 2023-2024,P,0,0,CS1.23.47,14, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725193,0, N, 1, 1,10,16/11/2023 00:00:00, 16/11/2023 00:00:00, 3, 2023-2024,PF,0,0,CS1.23.47,14, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725193,0, N, 1, 1,10,16/11/2023 00:00:00, 16/11/2023 00:00:00, 3, 2023-2024,P,0,0,EQG.23.01 (a),14, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725193,0, N, 1, 1,10,16/11/2023 00:00:00, 16/11/2023 00:00:00, 3, 2023-2024,PF,0,0,EQG.23.01 (a),14, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725193,0, N, 1, 1,10,16/11/2023 00:00:00, 16/11/2023 00:00:00, 3, 2023-2024,F,0,0,1002538,14, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725193,0, N, 1, 1,10,16/11/2023 00:00:00, 16/11/2023 00:00:00, 3, 2023-2024,F,0,0,1002540,14, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725193,0, N, 1, 1,10,16/11/2023 00:00:00, 16/11/2023 00:00:00, 1, 2023-2024,CP,0,0,CS1.23.47,14, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725193,0, N, 1, 1,10,16/11/2023 00:00:00, 16/11/2023 00:00:00, 1, 2023-2024,CP,0,0,EQG.23.01 (a),14, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725195,0, N, 1, 1,10,22/01/2024 00:00:00, 22/01/2024 00:00:00, 4, 2023-2024,P,0,0,176011181,9.579, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725195,0, N, 1, 1,10,22/01/2024 00:00:00, 22/01/2024 00:00:00, 4, 2023-2024,PF,0,0,176011181,9.579, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725195,0, N, 1, 1,10,22/01/2024 00:00:00, 22/01/2024 00:00:00, 4, 2023-2024,F,0,0,1013981,9.579, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725191,0, N, 1, 1,10,29/08/2023 00:00:00, 29/08/2023 00:00:00, 5, 2023-2024,P,0,0,T2C.22.15 (C),12.05, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725191,0, N, 1, 1,10,29/08/2023 00:00:00, 29/08/2023 00:00:00, 5, 2023-2024,PF,0,0,T2C.22.15 (C),12.05, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725191,0, N, 1, 1,10,29/08/2023 00:00:00, 29/08/2023 00:00:00, 5, 2023-2024,F,0,0,995625,12.05, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725191,0, N, 1, 1,10,29/08/2023 00:00:00, 29/08/2023 00:00:00, 2, 2023-2024,CP,0,0,T2C.22.15 (C),12.05, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725194,0, N, 1, 1,10,29/12/2023 00:00:00, 29/12/2023 00:00:00, 6, 2023-2024,P,0,0,SIS-24-01,11.35, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725194,0, N, 1, 1,10,29/12/2023 00:00:00, 29/12/2023 00:00:00, 6, 2023-2024,PF,0,0,SIS-24-01,11.35, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725194,0, N, 1, 1,10,29/12/2023 00:00:00, 29/12/2023 00:00:00, 6, 2023-2024,F,0,0,SIS-24-01,11.35, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725194,0, N, 1, 1,10,29/12/2023 00:00:00, 29/12/2023 00:00:00, 3, 2023-2024,CP,0,0,SIS-24-01,11.35, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725190,0, N, 1, 1,10,30/07/2023 00:00:00, 30/07/2023 00:00:00, 7, 2023-2024,P,0,0,T2C.22.15-A-B,10.01, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725190,0, N, 1, 1,10,30/07/2023 00:00:00, 30/07/2023 00:00:00, 7, 2023-2024,PF,0,0,T2C.22.15-A-B,10.01, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725190,0, N, 1, 1,10,30/07/2023 00:00:00, 30/07/2023 00:00:00, 7, 2023-2024,F,0,0,995623,10.01, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725190,0, N, 1, 1,10,30/07/2023 00:00:00, 30/07/2023 00:00:00, 4, 2023-2024,CP,0,0,T2C.22.15-A-B,10.01, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,P,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,P,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,PF,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,PF,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,P,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,P,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,PF,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,PF,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,P,0,0,97055393,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,P,0,0,97055393,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,PF,0,0,97055393,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,PF,0,0,97055393,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,F,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,F,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,F,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,F,0,0,NA,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,F,0,0,1016311,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725196,0, N, 1, 1,10,01/04/2024 00:00:00, 01/04/2024 00:00:00, 1, 2024-2025,F,0,0,1016311,9.3, 	(03-MAY-2025 17:04:29)	 (Not Inserted)
2,110, 1, 0, 725197,0, N, 1, 1,10,07/06/2024 00:00:00, 07/06/2024 00:00:00, 2, 2024-2025,P,0,0,N1F.23.06,12.11, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725197,0, N, 1, 1,10,07/06/2024 00:00:00, 07/06/2024 00:00:00, 2, 2024-2025,PF,0,0,N1F.23.06,12.11, 	(03-MAY-2025 17:04:29)
2,110, 1, 0, 725197,0, N, 1, 1,10,07/06/2024 00:00:00, 07/06/2024 00:00:00, 1, 2024-2025,CP,0,0,N1F.23.06,12.11, 	(03-MAY-2025 17:04:29)

TOTAL DATA IN EXCEL :,967,,,,,,,,,,,,,,,,,, 	(03-MAY-2025 17:04:29)
 

TOTAL DATA INSERTED :,857,,,,,,,,,,,,,,,,,, 	(03-MAY-2025 17:04:29)
 

TOTAL SKIPPED DATA :,130,,,,,,,,,,,,,,,,,, 	(03-MAY-2025 17:04:29)
 
<<END>><<FMS_PUR_SG_INV_MST>>,,,,,,,,,,,,,,,,,,, 	(03-MAY-2025 17:04:29)
 

<<START>>,<<FMS_PUR_SG_INV_MST_PURCHASE>>,,,,,, 	(03-MAY-2025 17:04:29)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, PLANT_SEQ, BU_UNIT, FREQ, PERIOD_START_DT, PERIOD_END_DT, FINANCIAL_YEAR, INV_FLAG,TIMESTAMP
2,14, 0, 0,825118, 1,I,1,1,2,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825100, 0,T,1,1,1,01/11/2022 00:00:00, 15/11/2022 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825100, 0,T,1,1,2,16/11/2022 00:00:00, 30/11/2022 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825101, 2,D,2,1,1,01/12/2022 00:00:00, 15/12/2022 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825101, 2,D,2,1,1,01/12/2022 00:00:00, 15/12/2022 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825101, 2,D,1,1,2,16/12/2022 00:00:00, 31/12/2022 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825101, 2,D,1,1,2,16/12/2022 00:00:00, 31/12/2022 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825101, 2,D,2,1,2,16/12/2022 00:00:00, 31/12/2022 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825101, 2,D,2,1,2,16/12/2022 00:00:00, 31/12/2022 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825102, 1,T,1,1,1,01/01/2023 00:00:00, 15/01/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825103, 1,T,1,1,2,16/01/2023 00:00:00, 31/01/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825103, 1,T,1,1,2,16/01/2023 00:00:00, 31/01/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825103, 1,T,2,1,1,01/02/2023 00:00:00, 15/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825103, 1,T,2,1,1,01/02/2023 00:00:00, 15/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825103, 1,T,1,1,2,16/02/2023 00:00:00, 28/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825103, 1,T,1,1,2,16/02/2023 00:00:00, 28/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825103, 1,T,2,1,2,16/02/2023 00:00:00, 28/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825103, 1,T,2,1,2,16/02/2023 00:00:00, 28/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825103, 1,T,1,1,1,01/03/2023 00:00:00, 15/03/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825103, 1,T,1,1,1,01/03/2023 00:00:00, 15/03/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825103, 1,T,2,1,1,01/03/2023 00:00:00, 15/03/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825103, 1,T,2,1,1,01/03/2023 00:00:00, 15/03/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825103, 1,T,1,1,2,16/03/2023 00:00:00, 31/03/2023 00:00:00,2022-2024,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825103, 1,T,1,1,2,16/03/2023 00:00:00, 31/03/2023 00:00:00,2022-2024,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825103, 1,T,1,1,1,01/04/2023 00:00:00, 15/04/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825103, 1,T,1,1,1,01/04/2023 00:00:00, 15/04/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825103, 1,T,1,1,2,16/04/2023 00:00:00, 30/04/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825103, 1,T,1,1,2,16/04/2023 00:00:00, 30/04/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825104, 0,T,1,1,1,01/11/2023 00:00:00, 15/11/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825106, 1,T,1,1,1,01/12/2023 00:00:00, 15/12/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825106, 1,T,1,1,1,01/12/2023 00:00:00, 15/12/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825106, 1,T,1,1,2,16/12/2023 00:00:00, 31/12/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825106, 1,T,1,1,2,16/12/2023 00:00:00, 31/12/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825107, 1,T,1,1,1,01/01/2024 00:00:00, 15/01/2024 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825108, 0,T,1,1,1,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825108, 0,T,1,1,1,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,20, 0, 0,825108, 0,T,2,1,1,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(03-MAY-2025 17:04:30)
2,20, 0, 0,825108, 0,T,2,1,1,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(03-MAY-2025 17:04:30)	 (Not Inserted)
2,154, 0, 0,825122, 5,D,2,1,1,01/01/2023 00:00:00, 15/01/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825122, 5,D,2,1,2,16/01/2023 00:00:00, 31/01/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825124, 5,D,2,1,1,01/01/2023 00:00:00, 15/01/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825124, 5,D,2,1,2,16/01/2023 00:00:00, 31/01/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825125, 0,D,2,1,1,01/02/2023 00:00:00, 15/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825125, 0,D,2,1,2,16/02/2023 00:00:00, 28/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825126, 0,D,2,1,1,01/02/2023 00:00:00, 15/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825126, 0,D,2,1,2,16/02/2023 00:00:00, 28/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825127, 0,D,2,1,1,01/02/2023 00:00:00, 15/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825128, 0,D,2,1,2,16/02/2023 00:00:00, 28/02/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825129, 0,D,2,1,1,01/03/2023 00:00:00, 15/03/2023 00:00:00,2022-2023,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825129, 0,D,2,1,2,16/03/2023 00:00:00, 31/03/2023 00:00:00,2022-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825130, 3,D,2,1,1,01/04/2023 00:00:00, 15/04/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825130, 3,D,2,1,2,16/04/2023 00:00:00, 30/04/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825131, 0,D,2,1,1,01/05/2023 00:00:00, 15/05/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825131, 0,D,2,1,2,16/05/2023 00:00:00, 31/05/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,1,01/07/2023 00:00:00, 15/07/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,2,16/07/2023 00:00:00, 31/07/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,1,01/08/2023 00:00:00, 15/08/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,2,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,1,01/09/2023 00:00:00, 15/09/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,2,16/09/2023 00:00:00, 30/09/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,1,01/10/2023 00:00:00, 15/10/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,1,1,2,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,2,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,1,01/11/2023 00:00:00, 15/11/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,2,16/11/2023 00:00:00, 30/11/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,1,01/01/2024 00:00:00, 15/01/2024 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,2,16/01/2024 00:00:00, 31/01/2024 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,1,01/02/2024 00:00:00, 15/02/2024 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,2,16/02/2024 00:00:00, 29/02/2024 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,2,16/03/2024 00:00:00, 31/03/2024 00:00:00,2023-2025,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,1,01/12/2023 00:00:00, 15/12/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,2,16/12/2023 00:00:00, 31/12/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825132, 1,D,2,1,1,01/03/2024 00:00:00, 15/03/2024 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
2,154, 0, 0,825134, 0,D,2,1,1,01/12/2023 00:00:00, 15/12/2023 00:00:00,2023-2024,F, 	(03-MAY-2025 17:04:30)
