

<<START>>,<<LOG_SUPPLY_CONT_MST>>,, 	(24-JUL-2025 15:56:03)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,LOG_SEQ_NO,TIMESTAMP,
RIL,1,S,3,0,1,0,1, 	(24-JUL-2025 15:56:03)
RIL,1,S,3,0,2,0,1, 	(24-JUL-2025 15:56:03)
RIL,1,S,3,0,2,0,2, 	(24-JUL-2025 15:56:03)
RIL,1,S,3,0,2,0,3, 	(24-JUL-2025 15:56:03)
RIL,1,S,3,0,3,0,5, 	(24-JUL-2025 15:56:03)
RIL,1,S,3,0,3,0,6, 	(24-JUL-2025 15:56:03)
RIL,1,S,3,0,3,0,7, 	(24-JUL-2025 15:56:03)
RIL,1,S,3,0,3,0,1, 	(24-JUL-2025 15:56:03)
RIL,1,S,3,0,3,0,2, 	(24-JUL-2025 15:56:03)
RIL,1,S,3,0,3,0,3, 	(24-JUL-2025 15:56:03)
RIL,1,S,3,0,3,0,4, 	(24-JUL-2025 15:56:03)
RIL,1,S,4,0,1,0,1, 	(24-JUL-2025 15:56:03)
RIL,1,S,4,0,1,0,2, 	(24-JUL-2025 15:56:03)
RIL,1,L,0,0,220001,0,1, 	(24-JUL-2025 15:56:03)
RIL,1,L,0,0,220003,0,1, 	(24-JUL-2025 15:56:03)
RIL,1,L,0,0,220003,0,2, 	(24-JUL-2025 15:56:03)
RIL,1,L,0,0,220003,0,3, 	(24-JUL-2025 15:56:03)
RIL,1,L,0,0,220004,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,1,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,1,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,4,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,4,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,2,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,3,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,5,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,9,0,3, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,9,0,4, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,9,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,9,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,10,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,10,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,10,0,3, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,10,0,4, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,10,0,5, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,10,0,6, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,11,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,11,0,4, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,11,0,5, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,11,0,6, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,11,0,3, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,11,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,6,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,6,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,7,0,9, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,7,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,7,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,7,0,3, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,7,0,4, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,7,0,5, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,7,0,6, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,7,0,7, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,7,0,8, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,14,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,15,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,15,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,8,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,8,0,10, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,8,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,8,0,3, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,8,0,6, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,8,0,7, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,8,0,4, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,8,0,5, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,8,0,11, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,8,0,8, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,0,8,0,9, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,13,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,13,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,13,0,3, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,13,0,4, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,13,0,5, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,12,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,12,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,12,0,3, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,12,0,4, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,12,0,5, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,18,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,18,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,18,0,3, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,18,0,4, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,19,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,19,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,16,0,3, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,16,0,4, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,16,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,16,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,16,0,5, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,17,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,17,0,2, 	(24-JUL-2025 15:56:03)
MGL,2,S,6,2,17,0,3, 	(24-JUL-2025 15:56:03)
MGL,2,X,0,0,124001,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,X,0,0,124001,0,1, 	(24-JUL-2025 15:56:03)	 (Not Inserted)
MGL,2,X,0,0,124002,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,X,0,0,124002,0,1, 	(24-JUL-2025 15:56:03)	 (Not Inserted)
MGL,2,X,0,0,124003,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,X,0,0,124003,0,1, 	(24-JUL-2025 15:56:03)	 (Not Inserted)
MGL,2,X,0,0,124004,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,X,0,0,124004,0,1, 	(24-JUL-2025 15:56:03)	 (Not Inserted)
MGL,2,X,0,0,124005,0,1, 	(24-JUL-2025 15:56:03)
MGL,2,X,0,0,124005,0,1, 	(24-JUL-2025 15:56:03)	 (Not Inserted)
MGL,2,X,0,0,124006,1,1, 	(24-JUL-2025 15:56:03)
MGL,2,X,0,0,124006,1,1, 	(24-JUL-2025 15:56:03)	 (Not Inserted)
GSPCL,3,S,1,3,97,0,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,95,0,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,96,0,2, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,96,0,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,101,0,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,101,0,2, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,99,0,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,100,0,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,101,1,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,102,1,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,100,1,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,102,2,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,102,3,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,111,0,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,111,0,3, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,111,0,2, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,114,2,2, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,114,2,3, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,114,2,4, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,114,2,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,104,0,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,105,0,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,105,0,2, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,105,0,3, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,106,0,1, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,106,0,2, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,106,0,3, 	(24-JUL-2025 15:56:03)
GSPCL,3,S,1,3,106,0,4, 	(24-JUL-2025 15:56:03)
