

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(26-FEB-2025 10:50:58)
 
COMPANY_CD,CD,ABBR,SEQ,ENTITY,TIMESTAMP
2 , 284 , KSFL , 1,C, 	(26-FEB-2025 10:50:58)	 (Not Inserted)
2 , 291 , DT , 1,T, 	(26-FEB-2025 10:50:58)	 (Not Inserted)
2 , 324 , JMB , 1,H, 	(26-FEB-2025 10:50:58)	 (Not Inserted)
2 , 325 , BOXCO , 1,H, 	(26-FEB-2025 10:50:58)	 (Not Inserted)
2 , 232 , JBB , 1,V, 	(26-FEB-2025 10:50:58)	 (Not Inserted)
2 , 126 , SGSINDIA , 1,S, 	(26-FEB-2025 10:50:58)	 (Not Inserted)
2 , 232 , JBB , 1,S, 	(26-FEB-2025 10:50:58)	 (Not Inserted)
2 , 264 , SSAPL , 1,S, 	(26-FEB-2025 10:50:58)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,8,,,, 	(26-FEB-2025 10:50:58)
 

TOTAL DATA INSERTED : ,0,,,, 	(26-FEB-2025 10:50:58)
 

TOTAL SKIPPED DATA ,8,,,, 	(26-FEB-2025 10:50:58)
 
<<END>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(26-FEB-2025 10:50:58)
 
