

<<START>>,<<FMS_SUPPLY_PURCHASE_MAP_DTL>>,, 	(28-MAY-2025 11:44:37)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,PUR_CONT_NO,TIMESTAMP,
RIL,1,S,2,1,40,0,714001, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,15,0,710028, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,21,0,710098, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,1,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,9,0,710093, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,11,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,23,0,711004, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,26,0,711008, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,18,0,710096, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,22,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,21,1,711004, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,19,0,710030, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,1,0,710025, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,12,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,13,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,14,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,20,0,710098, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,6,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,9,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,24,1,711007, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,16,0,710029, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,24,0,711007, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,3,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,1,0,710087, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,9,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,23,0,711005, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,1,39,0,714001, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,15,0,710095, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,15,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,16,0,710096, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,18,0,710097, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,24,0,711002, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,21,0,711004, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,22,0,710098, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,2,0,710089, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,3,0,710090, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,1,0,710088, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,5,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,6,0,, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,2,0,7,0,710027, 	(28-MAY-2025 11:44:37)	 (Not Inserted)
RIL,1,S,3,0,2,0,823019, 	(28-MAY-2025 11:44:37)
**********AutomationEMS Error  (28-MAY-2025 11:44:37) **********
java.sql.SQLIntegrityConstraintViolationException: ORA-00001: unique constraint (MIGRATE2EMS.PK_FMS_SUPPLY_PURCHASE_MAP_DTL) violated


com.etrm.fms.migration.Sales_SEIPL_Data_Reader.FMS_SUPPLY_PURCHASE_MAP_DTL(Sales_SEIPL_Data_Reader.java:5010)
com.etrm.fms.migration.Sales_SEIPL_Data_Reader.init(Sales_SEIPL_Data_Reader.java:169)
**************************************************

<<FUNCTION FMS_SUPPLY_PURCHASE_MAP_DTL() ENDED WITH ERRORS>>


<<START>>,<<FMS_SUPPLY_ALLOC_REVISED>>,, 	(28-MAY-2025 11:44:37)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,TIMESTAMP,
RIL,1,S,2,0,25,1, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,27,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,28,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,16,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,18,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,3,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,6,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,7,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,15,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,18,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,22,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,24,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,20,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,21,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,21,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,5,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,6,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,9,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,27,1, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,15,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,15,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,15,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,15,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,17,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,3,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,1,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,8,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,10,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,24,1, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,16,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,19,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,20,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,1,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,9,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,23,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,3,0,1,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,3,0,2,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,1,42,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,22,1, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,21,1, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,22,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,24,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,1,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,4,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,30,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,1,39,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,1,41,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,21,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,2,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,9,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,11,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,13,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,14,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,23,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,31,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,1,43,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,21,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,1,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,2,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,5,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,2,0,8,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,14,0, 	(28-MAY-2025 11:44:38)	 (Not Inserted)
RIL,1,S,3,0,3,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,1,40,0, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,1,41,1, 	(28-MAY-2025 11:44:38)
RIL,1,S,2,0,22,0, 	(28-MAY-2025 11:44:38)
