

<<START>>,<<FMS_ENTITY_TAX_STRUCT_DTL>>,,,,,, 	(12-MAR-2025 17:45:39)
 
COMPANY_CD,CD,ABBR,ENTITY,PLANT_SEQ_NO,BU_UNIT,EFF_DT,TIMESTAMP
2,202 , BHOGATD , C , 2 , 1 , 01/01/2019 00:00:00, 	(12-MAR-2025 17:45:40)
2,151 , KINGASP , C , 2 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,151 , KINGASP , C , 1 , 1 , 01/01/2019 00:00:00, 	(12-MAR-2025 17:45:40)
2,278 , SEMTEXP , C , 1 , 2 , 01/06/2021 00:00:00, 	(12-MAR-2025 17:45:40)
2,210 , COMFIND , C , 1 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,183 , SUMGLAS , C , 1 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,184 , SVTPLIN , C , 1 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,162 , BOROREN , C , 1 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,123 , AVGL , C , 1 , 1 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)
2,147 , HPOIGAS , C , 1 , 1 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)
2,181 , SANENER , C , 1 , 1 , 01/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,121 , NGPL , C , 1 , 1 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)
2,119 , ROCKIND , C , 1 , 2 , 01/04/2022 00:00:00, 	(12-MAR-2025 17:45:40)
2,174 , KUTCHCL , C , 1 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,176 , NESTLIN , C , 1 , 2 , 01/04/2022 00:00:00, 	(12-MAR-2025 17:45:40)
2,118 , LANCOKO , C , 1 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,118 , LANCOKO , C , 1 , 1 , 01/01/2019 00:00:00, 	(12-MAR-2025 17:45:40)
2,144 , HINAGIL , C , 1 , 2 , 01/04/2022 00:00:00, 	(12-MAR-2025 17:45:40)
2,66 , BHEL , C , 1 , 2 , 01/04/2022 00:00:00, 	(12-MAR-2025 17:45:40)
2,66 , BHEL , C , 2 , 2 , 01/04/2022 00:00:00, 	(12-MAR-2025 17:45:40)
2,130 , CRMNDEL , C , 1 , 3 , 01/07/2024 00:00:00, 	(12-MAR-2025 17:45:40)
2,130 , CRMNDEL , C , 1 , 3 , 01/05/2024 00:00:00, 	(12-MAR-2025 17:45:40)
2, , RIL-D6 , T , 2 , 1 , 01/07/2024 00:00:00, 	(12-MAR-2025 17:45:40)	 (Not Inserted)
2, , RIL-D6 , T , 2 , 1 , 01/05/2024 00:00:00, 	(12-MAR-2025 17:45:40)	 (Not Inserted)
2, , RIL-D6 , T , 1 , 1 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)	 (Not Inserted)
2,43 , BP , T , 1 , 3 , 01/07/2024 00:00:00, 	(12-MAR-2025 17:45:40)
2,43 , BP , T , 1 , 3 , 01/05/2024 00:00:00, 	(12-MAR-2025 17:45:40)
2,43 , BP , T , 1 , 1 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)
2, , RIL-CBM , T , 4 , 1 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)	 (Not Inserted)
2, , RIL-CBM , T , 5 , 1 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)	 (Not Inserted)
2,51 , ONGC , T , 1 , 1 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)
2,20 , AMNS , T , 1 , 1 , 01/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,20 , AMNS , T , 1 , 2 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)
2,20 , AMNS , T , 1 , 2 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)	 (Not Inserted)
2,14 , BPCL , T , 1 , 1 , 01/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2, , SEMTPL , T , 4 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)	 (Not Inserted)
2, , SEMTPL , T , 1 , 2 , 01/06/2021 00:00:00, 	(12-MAR-2025 17:45:40)	 (Not Inserted)
2, , SEMTPL , T , 2 , 1 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)	 (Not Inserted)
2,124 , MGRPL , T , 1 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,124 , MGRPL , T , 1 , 2 , 01/06/2021 00:00:00, 	(12-MAR-2025 17:45:40)
2,61 , EFSPL , T , 1 , 1 , 01/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,61 , EFSPL , T , 2 , 2 , 01/06/2021 00:00:00, 	(12-MAR-2025 17:45:40)
2,211 , DIL , T , 1 , 2 , 01/06/2021 00:00:00, 	(12-MAR-2025 17:45:40)
2,159 , CAIRENH , T , 1 , 1 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)
2,186 , VEDALTD , T , 1 , 1 , 01/04/2010 00:00:00, 	(12-MAR-2025 17:45:40)
2,166 , ESSAREX , T , 1 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,64 , IGSPL , T , 2 , 1 , 01/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,81 , HOECLTD , T , 1 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)
2,181 , SANENER , T , 1 , 1 , 05/09/2017 00:00:00, 	(12-MAR-2025 17:45:40)

TOTAL DATA IN EXCEL : ,300,,,,,, 	(12-MAR-2025 17:45:40)
 

TOTAL DATA INSERTED : ,257,,,,,, 	(12-MAR-2025 17:45:40)
 

TOTAL SKIPPED DATA ,43,,,,,, 	(12-MAR-2025 17:45:40)
 
<<END>>,<<FMS_ENTITY_TAX_STRUCT_DTL>>,,,,,, 	(12-MAR-2025 17:45:40)
 
