

<<START>>,<<FMS_LINK_CHECKPOST_PLANT>>,,,,, 	(30-MAY-2025 10:17:16)
 
COMPANY_CD,COUNTERPARTY_CD,ENTITY_TYPE,PLANT_SEQ_NO,CHKPOST_CD,EFF_DT,TIMESTAMP,
2,276,C,'1' , 41,07/08/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,197,C,'1' , 40,01/08/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,47,C,'1' , 18,13/09/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,21,C,'3' , 41,18/09/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,33,C,'1' , 40,18/09/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,33,C,'1' , 4,18/09/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,197,C,'1' , 40,09/10/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,150,C,'1' , 41,09/10/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,151,C,'2' , 41,08/01/2025 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,34,C,'1' , 2,01/01/2025 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,174,C,'1' , 41,14/01/2025 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,276,C,'1' , 41,13/01/2025 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,197,C,'1' , 40,10/03/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,210,C,'1' , 41,01/10/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,210,C,'1' , 41,13/12/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,33,C,'1' , 4,01/03/2025 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,47,C,'1' , 18,01/03/2025 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,276,C,'1' , 41,23/03/2025 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,,C,'1' , 41,25/03/2025 00:00:00 ,  	(30-MAY-2025 10:17:16)	 (Not Inserted)
2,276,C,'1' , 41,01/04/2025 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,33,C,'1' , 4,17/04/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,34,C,'1' , 41,20/04/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,277,C,'1' , 41,25/04/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,277,C,'1' , 41,25/04/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)	 (Not Inserted)
2,33,C,'1' , 4,04/07/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,220,C,'1' , 41,04/07/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,33,C,'1' , 4,25/07/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,151,C,'2' , 41,19/12/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,188,C,'1' , 41,14/03/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,33,C,'1' , 4,20/03/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,174,C,'1' , 41,15/03/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,210,C,'1' , 41,22/03/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,277,C,'1' , 41,01/04/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,220,C,'1' , 41,01/04/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,52,C,'4' , 41,01/04/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,197,C,'1' , 40,25/05/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,197,C,'1' , 40,20/06/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,150,C,'1' , 41,03/07/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,34,C,'1' , 41,17/07/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,34,C,'1' , 41,20/09/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,47,C,'1' , 18,21/09/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,210,C,'1' , 41,23/09/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,198,C,'2' , 41,25/09/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,197,C,'1' , 40,27/09/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,150,C,'1' , 41,28/09/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,202,C,'2' , 40,29/09/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,220,C,'1' , 41,01/10/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,202,C,'1' , 40,24/10/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,151,C,'2' , 41,25/10/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,210,C,'1' , 41,15/11/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,34,C,'1' , 41,15/11/2024 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,276,C,'1' , 41,04/02/2025 00:00:00 ,  	(30-MAY-2025 10:17:16)
2,47,C,'1' , 18,07/04/2025 00:00:00 ,  	(30-MAY-2025 10:17:16)

TOTAL DATA IN EXCEL : ,168,,,,, 	(30-MAY-2025 10:17:16)
 

TOTAL DATA INSERTED : ,160,,,,, 	(30-MAY-2025 10:17:16)
 

TOTAL SKIPPED DATA ,8,,,,, 	(30-MAY-2025 10:17:16)
 
<<END>>,<<FMS_LINK_CHECKPOST_PLANT>>,,,,, 	(30-MAY-2025 10:17:16)
 

<<START>>,<<FMS_AGMT_MST(DLNG)>>,,,, 	(30-MAY-2025 10:17:39)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TIMESTAMP,
2,34,D,1,0, 	(30-MAY-2025 10:17:39)
2,222,D,1,0, 	(30-MAY-2025 10:17:39)
2,149,D,1,0, 	(30-MAY-2025 10:17:39)
2,38,D,1,0, 	(30-MAY-2025 10:17:39)
2,223,D,1,0, 	(30-MAY-2025 10:17:39)
2,204,D,1,0, 	(30-MAY-2025 10:17:39)
2,235,D,1,0, 	(30-MAY-2025 10:17:39)
2,188,D,1,0, 	(30-MAY-2025 10:17:39)
2,210,D,1,0, 	(30-MAY-2025 10:17:39)
2,33,D,1,0, 	(30-MAY-2025 10:17:39)
2,263,D,1,0, 	(30-MAY-2025 10:17:39)
2,196,D,1,0, 	(30-MAY-2025 10:17:39)
2,238,D,1,0, 	(30-MAY-2025 10:17:39)
2,35,D,1,0, 	(30-MAY-2025 10:17:39)
2,234,D,1,0, 	(30-MAY-2025 10:17:39)
2,231,D,1,0, 	(30-MAY-2025 10:17:39)
2,150,D,1,0, 	(30-MAY-2025 10:17:39)
2,206,D,1,0, 	(30-MAY-2025 10:17:39)
2,276,D,1,0, 	(30-MAY-2025 10:17:39)
2,272,D,1,0, 	(30-MAY-2025 10:17:39)
2,52,D,1,0, 	(30-MAY-2025 10:17:39)
2,255,D,1,0, 	(30-MAY-2025 10:17:39)
2,21,D,1,0, 	(30-MAY-2025 10:17:39)
2,227,D,1,0, 	(30-MAY-2025 10:17:39)
2,190,D,1,0, 	(30-MAY-2025 10:17:39)
2,254,D,1,0, 	(30-MAY-2025 10:17:39)
2,197,D,1,0, 	(30-MAY-2025 10:17:39)
2,187,D,1,0, 	(30-MAY-2025 10:17:39)
2,202,D,1,0, 	(30-MAY-2025 10:17:39)
2,40,D,1,0, 	(30-MAY-2025 10:17:39)
2,201,D,1,0, 	(30-MAY-2025 10:17:39)
2,140,D,1,0, 	(30-MAY-2025 10:17:39)
2,167,D,1,0, 	(30-MAY-2025 10:17:39)
2,220,D,1,0, 	(30-MAY-2025 10:17:39)
2,198,D,1,0, 	(30-MAY-2025 10:17:39)
2,233,D,1,0, 	(30-MAY-2025 10:17:39)
2,192,D,1,0, 	(30-MAY-2025 10:17:39)
2,193,D,1,0, 	(30-MAY-2025 10:17:39)
2,151,D,1,0, 	(30-MAY-2025 10:17:39)
2,109,D,1,0, 	(30-MAY-2025 10:17:39)
2,257,D,1,0, 	(30-MAY-2025 10:17:39)
2,279,D,1,0, 	(30-MAY-2025 10:17:39)
2,273,D,1,0, 	(30-MAY-2025 10:17:39)
2,174,D,1,0, 	(30-MAY-2025 10:17:39)
2,277,D,1,0, 	(30-MAY-2025 10:17:39)
2,,D,1,0, 	(30-MAY-2025 10:17:39)	 (Not Inserted)
2,47,D,1,0, 	(30-MAY-2025 10:17:39)
2,,D,1,0, 	(30-MAY-2025 10:17:39)	 (Not Inserted)
2,19,D,1,0, 	(30-MAY-2025 10:17:39)
2,207,D,1,0, 	(30-MAY-2025 10:17:39)
2,12,D,1,0, 	(30-MAY-2025 10:17:39)

TOTAL DATA IN EXCEL : ,51,,,, 	(30-MAY-2025 10:17:39)
 

TOTAL DATA INSERTED : ,49,,,, 	(30-MAY-2025 10:17:39)
 

TOTAL SKIPPED DATA ,2,,,, 	(30-MAY-2025 10:17:39)
 
<<END>>,<<FMS_AGMT_MST(DLNG)>>,,,, 	(30-MAY-2025 10:17:39)
 

<<START>>,<<FMS_AGMT_BU>>, 	(30-MAY-2025 10:17:39)
 

TOTAL DATA IN EXCEL : ,0, 	(30-MAY-2025 10:17:39)
 

TOTAL DATA INSERTED : ,49, 	(30-MAY-2025 10:17:39)
 

TOTAL SKIPPED DATA ,87, 	(30-MAY-2025 10:17:39)
 
<<END>>,<<FMS_AGMT_BU>>, 	(30-MAY-2025 10:17:39)
 
