

<<START>>,<<FMS_ENTITY_BU_SVC_TAX_DTL>>,,,,,,, 	(28-AUG-2025 11:14:01)
 
COMPANY_CD,CD,ABBR,ENTITY,PLANT_SEQ_NO,INVOICE_TYPE,BU_UNIT,EFF_DT,TIMESTAMP
2 ,282 , JMB , H , 1 , CH , 1 , 10/09/2004, 	(28-AUG-2025 11:14:01)
2,282 , JMB , H , 1 , CH , 1 , 12/05/2007, 	(28-AUG-2025 11:14:01)	 (Not Inserted)
2, , BOXCO , H , 1 , CH , 1 , 12/05/2007, 	(28-AUG-2025 11:14:01)	 (Not Inserted)
2,232 , JBB , S , 1 , SF , 1 , 12/05/2007, 	(28-AUG-2025 11:14:01)	 (Not Inserted)
2 ,232 , JBB , S , 1 , SF , 1 , 24/02/2009, 	(28-AUG-2025 11:14:01)
2 ,232 , JBB , S , 1 , SF , 1 , 01/04/2012, 	(28-AUG-2025 11:14:01)
2 ,264 , SSAPL , S , 1 , SF , 1 , 01/04/2012, 	(28-AUG-2025 11:14:01)
2 ,265 , SLPL , H , 1 , CH , 1 , 01/06/2016, 	(28-AUG-2025 11:14:01)

TOTAL DATA IN EXCEL : ,8,,,,,,, 	(28-AUG-2025 11:14:01)
 

TOTAL DATA INSERTED : ,5,,,,,,, 	(28-AUG-2025 11:14:01)
 

TOTAL SKIPPED DATA ,3,,,,,,, 	(28-AUG-2025 11:14:01)
 
<<END>>,<<FMS_ENTITY_BU_SVC_TAX_DTL>>,,,,,,, 	(28-AUG-2025 11:14:01)
 
