

<<START>>,<<FMS_COMPANY_OWNER_MST>>,,, 	(17-FEB-2025 15:57:45)
 
COMPANY_CD,CD,ABBR,EFF_DT,TIMESTAMP
2 , 2,SEIPL , 01/01/2003 00:00:00, 	(17-FEB-2025 15:57:45)
2 , 2,SEIPL , 11/10/2022 00:00:00, 	(17-FEB-2025 15:57:45)

TOTAL DATA IN EXCEL : ,2,,, 	(17-FEB-2025 15:57:45)
 

TOTAL DATA INSERTED :, 2,,, 	(17-FEB-2025 15:57:45)
 

TOTAL SKIPPED DATA ,0,,, 	(17-FEB-2025 15:57:45)
 
<<END>>,<<FMS_COMPANY_OWNER_MST>>,,, 	(17-FEB-2025 15:57:45)
 

<<START>>,<<FMS_COMPANY_OWNER_ADDR_MST>>,,, 	(17-FEB-2025 15:57:45)
 
COMPANY_CD,ABBR,ADDR_TYPE,EFF_DT,TIMESTAMP,
2  ,SEIPL , B , 26/11/2020 00:00:00, 	(17-FEB-2025 15:57:45)	 (Not Inserted)
2  ,SEIPL , C , 26/11/2020 00:00:00, 	(17-FEB-2025 15:57:45)	 (Not Inserted)
2  ,SEIPL , R , 26/11/2020 00:00:00, 	(17-FEB-2025 15:57:45)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,3,,, 	(17-FEB-2025 15:57:45)
 

TOTAL DATA INSERTED : ,0,,, 	(17-FEB-2025 15:57:45)
 

TOTAL SKIPPED DATA ,3,,, 	(17-FEB-2025 15:57:45)
 
<<END>>,<<FMS_COMPANY_OWNER_ADDR_MST>>,,, 	(17-FEB-2025 15:57:45)
 

<<START>>,<<FMS_COUNTERPARTY_PLANT_DTL>>,,,,, 	(17-FEB-2025 15:57:45)
 
COMPANY_CD,CD,ABBR,ENTITY,SEQ_NO,EFF_DT,TIMESTAMP,
2 ,4 , Gail , C , 21 , 08/03/2007 00:00:00 , B, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 ,4 , Gail , C , 21 , 08/03/2007 00:00:00 , B, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 ,4 , Gail , C , 24 , 08/03/2007 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 45 , 01/05/2024 00:00:00 , P6, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 45 , 01/05/2024 00:00:00 , P6, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 ,4 , Gail , C , 40 , 01/07/2022 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 5 , 28/05/2024 00:00:00 , P8, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 48 , 01/08/2024 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 25 , 08/03/2007 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 3 , 08/03/2007 00:00:00 , 3, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 1 , 08/03/2007 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 4 , 08/03/2007 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 12 , 08/03/2007 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 17 , 23/08/2016 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 8 , 08/03/2007 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 15 , 08/03/2007 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 5 , 08/03/2007 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 11 , 08/03/2007 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 16 , 08/03/2007 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 10 , 08/03/2007 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 14 , 08/03/2007 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 6 , 08/03/2007 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 7 , 08/03/2007 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 7 , 08/03/2010 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 13 , 08/03/2007 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 9 , 08/03/2007 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 4 , 01/06/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 4 , 08/03/2007 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 4 , 01/07/2022 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 19 , 08/03/2007 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 19 , 01/07/2022 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 49 , 01/08/2024 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 3 , 01/06/2023 00:00:00 , 3, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 34 , 01/07/2022 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 34 , 01/07/2022 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 35 , 01/07/2022 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 35 , 01/07/2022 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 20 , 08/03/2007 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 28 , 01/06/2023 00:00:00 , P4, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , C , 6 , 28/05/2024 00:00:00 , P8, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 10 , 01/09/2023 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 7 , 21/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 7 , 01/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 3 , 21/09/2023 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 3 , 01/09/2023 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 11 , 01/09/2023 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 13 , 01/10/2024 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 4 , 01/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 12 , 01/08/2024 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 5 , 21/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 5 , 01/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 4 , 01/09/2023 00:00:00 , P3, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 4 , 21/09/2023 00:00:00 , P3, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 6 , 21/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 6 , 01/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 2 , 01/09/2023 00:00:00 , P4, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 8 , 01/09/2023 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 9 , 01/09/2023 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 10 , 01/09/2023 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 7 , 21/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 7 , 01/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 3 , 21/09/2023 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 3 , 01/09/2023 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 11 , 01/09/2023 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 13 , 01/10/2024 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 4 , 01/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 12 , 01/08/2024 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 5 , 21/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 5 , 01/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 4 , 01/09/2023 00:00:00 , P3, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 4 , 21/09/2023 00:00:00 , P3, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 6 , 21/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 6 , 01/09/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 2 , 01/09/2023 00:00:00 , P4, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 8 , 01/09/2023 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 ,4 , Gail , R , 9 , 01/09/2023 00:00:00 , C, 	(17-FEB-2025 15:57:46)
2 , , BPL , C , 1 , 09/04/2010 00:00:00 , 0, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 , , BPL , C , 2 , 09/04/2010 00:00:00 , B, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 , , BPL , C , 3 , 09/04/2010 00:00:00 , C, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 , , BPL , C , 1 , 09/04/2010 00:00:00 , 0, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 , , BPL , C , 2 , 09/04/2010 00:00:00 , B, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 , , BPL , C , 3 , 09/04/2010 00:00:00 , C, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 ,217 , ESL , C , 3 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 2 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 6 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 1 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 4 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 7 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 8 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 5 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 3 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 2 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 6 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 1 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 4 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 7 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 8 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,217 , ESL , C , 5 , 26/08/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 20 , 01/02/2024 00:00:00 , P10, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 20 , 24/07/2023 00:00:00 , P4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 6 , 30/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 29 , 01/10/2022 00:00:00 , P6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 29 , 01/02/2024 00:00:00 , P12, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 1 , 01/08/2023 00:00:00 , 6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , 2, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 5 , 30/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 5 , 01/02/2024 00:00:00 , 4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 22 , 01/11/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 30 , 01/10/2022 00:00:00 , P5, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 15 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 14 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 3 , 18/11/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 3 , 21/04/2010 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 3 , 21/05/2010 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 13 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 6 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 16 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 9 , 18/11/2006 00:00:00 , 3, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 12 , 18/11/2006 00:00:00 , 6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 2 , 18/11/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 2 , 21/04/2010 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 5 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 19 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 20 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 4 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 7 , 18/11/2006 00:00:00 , 1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 17 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 22 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 18 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 23 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 10 , 18/11/2006 00:00:00 , 4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 21 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 11 , 18/11/2006 00:00:00 , 5, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 1 , 18/11/2006 00:00:00 , 6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 1 , 21/04/2010 00:00:00 , 6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 8 , 18/11/2006 00:00:00 , 2, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 7 , 30/01/2024 00:00:00 , 1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 7 , 01/02/2024 00:00:00 , P7, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 21 , 01/02/2024 00:00:00 , P8, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 21 , 01/10/2022 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 24 , 01/02/2024 00:00:00 , P9, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 24 , 01/10/2022 00:00:00 , P3, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 27 , 01/10/2022 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 27 , 01/02/2024 00:00:00 , P8, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 12 , 01/02/2024 00:00:00 , 6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 12 , 01/10/2022 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 12 , 01/10/2022 00:00:00 , P1, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 ,5 , NTPC , C , 3 , 01/11/2023 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 28 , 01/10/2022 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 28 , 01/02/2024 00:00:00 , P7, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 2 , 17/10/2023 00:00:00 , P4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 18 , 01/02/2024 00:00:00 , P10, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 4 , 30/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 4 , 01/02/2024 00:00:00 , 5, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P5, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P3, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 24 , 01/10/2022 00:00:00 , P4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 2 , 30/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 2 , 01/02/2024 00:00:00 , 3, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 19 , 01/02/2024 00:00:00 , P11, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 19 , 31/01/2024 00:00:00 , P5, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 20 , 01/02/2024 00:00:00 , P10, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 20 , 24/07/2023 00:00:00 , P4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 6 , 30/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 29 , 01/10/2022 00:00:00 , P6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 29 , 01/02/2024 00:00:00 , P12, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 1 , 01/08/2023 00:00:00 , 6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , 2, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 5 , 30/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 5 , 01/02/2024 00:00:00 , 4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 22 , 01/11/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 30 , 01/10/2022 00:00:00 , P5, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 15 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 14 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 3 , 18/11/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 3 , 21/04/2010 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 3 , 21/05/2010 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 13 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 6 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 16 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 9 , 18/11/2006 00:00:00 , 3, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 12 , 18/11/2006 00:00:00 , 6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 2 , 18/11/2006 00:00:00 , 0, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 2 , 21/04/2010 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 5 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 19 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 20 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 4 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 7 , 18/11/2006 00:00:00 , 1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 17 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 22 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 18 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 23 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 10 , 18/11/2006 00:00:00 , 4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 21 , 18/11/2006 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 11 , 18/11/2006 00:00:00 , 5, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 1 , 18/11/2006 00:00:00 , 6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 1 , 21/04/2010 00:00:00 , 6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 8 , 18/11/2006 00:00:00 , 2, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 7 , 30/01/2024 00:00:00 , 1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 7 , 01/02/2024 00:00:00 , P7, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 21 , 01/02/2024 00:00:00 , P8, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 21 , 01/10/2022 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 24 , 01/02/2024 00:00:00 , P9, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 24 , 01/10/2022 00:00:00 , P3, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 27 , 01/10/2022 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 27 , 01/02/2024 00:00:00 , P8, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 12 , 01/02/2024 00:00:00 , 6, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 12 , 01/10/2022 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 12 , 01/10/2022 00:00:00 , P1, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 ,5 , NTPC , C , 3 , 01/11/2023 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 28 , 01/10/2022 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 28 , 01/02/2024 00:00:00 , P7, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 2 , 17/10/2023 00:00:00 , P4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 18 , 01/02/2024 00:00:00 , P10, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 4 , 30/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 4 , 01/02/2024 00:00:00 , 5, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P5, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P3, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , R, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 24 , 01/10/2022 00:00:00 , P4, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 2 , 30/01/2024 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 2 , 01/02/2024 00:00:00 , 3, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 19 , 01/02/2024 00:00:00 , P11, 	(17-FEB-2025 15:57:46)
2 ,5 , NTPC , C , 19 , 31/01/2024 00:00:00 , P5, 	(17-FEB-2025 15:57:46)
2 ,6 , KRIBHCO , C , 14 , 01/01/2022 00:00:00 , P1, 	(17-FEB-2025 15:57:46)
2 ,6 , KRIBHCO , C , 14 , 01/01/2022 00:00:00 , P1, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 ,6 , KRIBHCO , C , 14 , 01/01/2022 00:00:00 , P1, 	(17-FEB-2025 15:57:46)	 (Not Inserted)
2 ,6 , KRIBHCO , C , 18 , 05/12/2007 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,6 , KRIBHCO , C , 9 , 05/12/2007 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,6 , KRIBHCO , C , 13 , 01/01/2020 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,6 , KRIBHCO , C , 13 , 05/12/2007 00:00:00 , P2, 	(17-FEB-2025 15:57:46)
2 ,6 , KRIBHCO , C , 12 , 01/01/2020 00:00:00 , B, 	(17-FEB-2025 15:57:46)
2 ,6 , KRIBHCO , C , 1 , 05/12/2007 00:00:00 , R, 	(17-FEB-2025 15:57:46)
