

<<START>>,<<FMS_LTCORA_AGMT_PLANT>>,, 	(09-JUL-2025 10:39:53)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO,TIMESTAMP,
2,1,C,A,1,0,3, 	(09-JUL-2025 10:39:53)
2,1,C,A,1,0,5, 	(09-JUL-2025 10:39:53)
2,1,C,A,1,0,3, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,5, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,7, 	(09-JUL-2025 10:39:53)
2,1,C,A,1,0,1, 	(09-JUL-2025 10:39:53)
2,1,C,A,1,0,7, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,1, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,2, 	(09-JUL-2025 10:39:53)
2,1,C,A,1,0,10, 	(09-JUL-2025 10:39:53)
2,1,C,A,1,0,8, 	(09-JUL-2025 10:39:53)
2,1,C,A,1,0,1, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,10, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,10, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,4, 	(09-JUL-2025 10:39:53)
2,1,C,A,1,0,5, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,8, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,3, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,4, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,9, 	(09-JUL-2025 10:39:53)
2,1,C,A,1,0,8, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,2, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,9, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,4, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,2, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,10, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,1, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,9, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,7, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,2, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,5, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,9, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,5, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,7, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
2,1,C,A,1,0,4, 	(09-JUL-2025 10:39:53)	 (Not Inserted)
