

<<START>>,<<FMS_ENTITY_CONTACT_MST>>,,,,,, 	(27-FEB-2025 11:02:17)
2 ,10 , GGCL , C , 1 , 11/05/2012 00:00:00 , R, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,10 , GGCL , C , 1 , 25/07/2012 00:00:00 , R, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,10 , GGCL , C , 2 , 11/05/2012 00:00:00 , B, 	(27-FEB-2025 11:02:20)
2 ,10 , GGCL , C , 2 , 11/05/2012 00:00:00 , B, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,10 , GGCL , C , 1 , 11/05/2012 00:00:00 , R, 	(27-FEB-2025 11:02:20)
2 ,10 , GGCL , C , 1 , 25/07/2012 00:00:00 , R, 	(27-FEB-2025 11:02:20)
2 ,10 , GGCL , C , 1 , 11/05/2012 00:00:00 , R, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,10 , GGCL , C , 1 , 25/07/2012 00:00:00 , R, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 10 , 20/12/2018 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 10 , 20/12/2018 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 9 , 20/12/2018 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 9 , 20/12/2018 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 3 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 3 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 1 , 04/08/2012 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 1 , 04/08/2012 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 9 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 9 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 2 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 2 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 10 , 20/12/2018 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 10 , 20/12/2018 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 9 , 20/12/2018 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 9 , 20/12/2018 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 3 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 3 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 1 , 04/08/2012 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 1 , 04/08/2012 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 9 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 9 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,11 , TPL , C , 2 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,11 , TPL , C , 2 , 01/09/2023 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,280 , WMSL , C , 1 , 31/05/2011 00:00:00 , C, 	(27-FEB-2025 11:02:20)
2 ,280 , WMSL , C , 1 , 31/05/2011 00:00:00 , C, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,280 , WMSL , C , 2 , 31/05/2011 00:00:00 , C, 	(27-FEB-2025 11:02:20)
2 ,280 , WMSL , C , 2 , 31/05/2011 00:00:00 , C, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,280 , WMSL , C , 1 , 31/05/2011 00:00:00 , C, 	(27-FEB-2025 11:02:20)
2 ,280 , WMSL , C , 1 , 31/05/2011 00:00:00 , C, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,280 , WMSL , C , 2 , 31/05/2011 00:00:00 , C, 	(27-FEB-2025 11:02:20)
2 ,280 , WMSL , C , 2 , 31/05/2011 00:00:00 , C, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,12 , MNGL , C , 1 , 20/06/2013 00:00:00 , C, 	(27-FEB-2025 11:02:20)
2 ,12 , MNGL , C , 1 , 20/06/2013 00:00:00 , C, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,12 , MNGL , C , 2 , 20/06/2013 00:00:00 , C, 	(27-FEB-2025 11:02:20)
2 ,12 , MNGL , C , 2 , 20/06/2013 00:00:00 , C, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,12 , MNGL , C , 1 , 20/06/2013 00:00:00 , C, 	(27-FEB-2025 11:02:20)
2 ,12 , MNGL , C , 1 , 20/06/2013 00:00:00 , C, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,12 , MNGL , C , 2 , 20/06/2013 00:00:00 , C, 	(27-FEB-2025 11:02:20)
2 ,12 , MNGL , C , 2 , 20/06/2013 00:00:00 , C, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 19 , 01/12/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,13 , IGL , C , 19 , 01/12/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 19 , 01/12/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 19 , 01/12/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 24 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,13 , IGL , C , 24 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 5 , 01/01/2020 00:00:00 , C, 	(27-FEB-2025 11:02:20)
2 ,13 , IGL , C , 5 , 01/01/2020 00:00:00 , C, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 5 , 20/01/2021 00:00:00 , C, 	(27-FEB-2025 11:02:20)
2 ,13 , IGL , C , 5 , 20/01/2021 00:00:00 , C, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 14 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,13 , IGL , C , 14 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 14 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 14 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P2, 	(27-FEB-2025 11:02:20)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P2, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P3, 	(27-FEB-2025 11:02:20)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P3, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P5, 	(27-FEB-2025 11:02:20)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P5, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P4, 	(27-FEB-2025 11:02:20)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P4, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:20)
2 ,13 , IGL , C , 6 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:20)	 (Not Inserted)
2 ,13 , IGL , C , 15 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 15 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 5 , 01/01/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 5 , 01/01/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 5 , 01/05/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 5 , 01/05/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 5 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 5 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 19 , 01/12/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 19 , 01/12/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 19 , 01/12/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 19 , 01/12/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 24 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 24 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 5 , 01/01/2020 00:00:00 , C, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 5 , 01/01/2020 00:00:00 , C, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 5 , 20/01/2021 00:00:00 , C, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 5 , 20/01/2021 00:00:00 , C, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 14 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 14 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 14 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 14 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P3, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P3, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P5, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P5, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P4, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 6 , 01/01/2020 00:00:00 , P4, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 6 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 6 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 15 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 15 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 5 , 01/01/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 5 , 01/01/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 5 , 01/05/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 5 , 01/05/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,13 , IGL , C , 5 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,13 , IGL , C , 5 , 12/09/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 1 , 28/02/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 1 , 28/02/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 1 , 24/07/2014 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 1 , 24/07/2014 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 1 , 01/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 1 , 01/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 7 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 7 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 3 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 3 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 3 , 28/02/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 3 , 28/02/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 3 , 15/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 3 , 15/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 6 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 6 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 4 , 09/06/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 4 , 09/06/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 4 , 15/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 4 , 15/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 12 , 15/07/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 12 , 15/07/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 1 , 28/02/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 1 , 28/02/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 1 , 24/07/2014 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 1 , 24/07/2014 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 1 , 01/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 1 , 01/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 7 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 7 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 3 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 3 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 3 , 28/02/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 3 , 28/02/2024 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 3 , 15/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 3 , 15/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 6 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 6 , 09/06/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 4 , 09/06/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 4 , 09/06/2022 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 4 , 15/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 4 , 15/07/2022 00:00:00 , P4, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,14 , BPCL , C , 12 , 15/07/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)
2 ,14 , BPCL , C , 12 , 15/07/2022 00:00:00 , R, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 6 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 6 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 2 , 06/08/2014 00:00:00 , B, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 2 , 06/08/2014 00:00:00 , B, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 2 , 06/08/2014 00:00:00 , R, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 2 , 06/08/2014 00:00:00 , R, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 5 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 5 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 4 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 4 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 1 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 1 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 6 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 6 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 2 , 06/08/2014 00:00:00 , B, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 2 , 06/08/2014 00:00:00 , B, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 2 , 06/08/2014 00:00:00 , R, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 2 , 06/08/2014 00:00:00 , R, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 5 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 5 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 4 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 4 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,269 , TEL , C , 1 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)
2 ,269 , TEL , C , 1 , 06/08/2014 00:00:00 , C, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 13 , 01/04/2021 00:00:00 , B, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 13 , 01/04/2021 00:00:00 , B, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 13 , 01/12/2023 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 13 , 01/12/2023 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 13 , 01/11/2024 00:00:00 , P4, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 13 , 01/11/2024 00:00:00 , P4, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 3 , 16/07/2023 00:00:00 , B, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 3 , 16/07/2023 00:00:00 , B, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 3 , 01/12/2023 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 3 , 01/12/2023 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 5 , 17/11/2010 00:00:00 , B, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 5 , 17/11/2010 00:00:00 , B, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 2 , 16/07/2023 00:00:00 , B, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 2 , 16/07/2023 00:00:00 , B, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 3 , 17/11/2010 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 3 , 17/11/2010 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 3 , 20/07/2021 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 3 , 20/07/2021 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 6 , 20/07/2021 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 6 , 20/07/2021 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 6 , 01/02/2024 00:00:00 , P3, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 6 , 01/02/2024 00:00:00 , P3, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 1 , 16/07/2023 00:00:00 , P5, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 1 , 16/07/2023 00:00:00 , P5, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 2 , 12/02/2015 00:00:00 , B, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 2 , 12/02/2015 00:00:00 , B, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 4 , 17/11/2010 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 4 , 17/11/2010 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 4 , 17/11/2010 00:00:00 , P3, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 4 , 17/11/2010 00:00:00 , P3, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P3, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P3, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 7 , 20/07/2021 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 7 , 20/07/2021 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 7 , 20/07/2021 00:00:00 , P3, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 7 , 20/07/2021 00:00:00 , P3, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 17 , 01/06/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 17 , 01/06/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 19 , 01/06/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 19 , 01/06/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 18 , 01/06/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 18 , 01/06/2024 00:00:00 , P1, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 13 , 01/04/2021 00:00:00 , B, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 13 , 01/04/2021 00:00:00 , B, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 13 , 01/12/2023 00:00:00 , P2, 	(27-FEB-2025 11:02:21)
2 ,15 , HPCL , C , 13 , 01/12/2023 00:00:00 , P2, 	(27-FEB-2025 11:02:21)	 (Not Inserted)
2 ,15 , HPCL , C , 13 , 01/11/2024 00:00:00 , P4, 	(27-FEB-2025 11:02:21)
