

<<START>>,<<FMS_TRADER_CONT_BU>>,,,,,, 	(15-JUL-2025 12:52:05)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP
2,1, 0, 0,822037, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822038, D,28/03/2022 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,278, 0, 0,823100, D,31/08/2023 00:00:00,170,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,278, 0, 0,823101, D,21/07/2023 00:00:00,18,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,278, 0, 0,823102, D,21/07/2023 00:00:00,18,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,278, 0, 0,823103, T,05/12/2023 00:00:00,170,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,278, 0, 0,823104, D,20/09/2023 00:00:00,154,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822039, I,15/12/2022 00:00:00,154,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822040, I,15/12/2022 00:00:00,154,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822041, I,11/11/2022 00:00:00,154,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,1, 0, 0,822042, I,28/10/2022 00:00:00,154,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,20, 0, 0,822043, D,08/06/2022 00:00:00,18,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,20, 0, 0,821002, D,02/10/2021 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,20, 0, 0,821003, T,02/10/2021 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,20, 0, 0,821004, D,19/08/2021 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,20, 0, 0,821005, D,19/08/2021 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,15, 0, 0,822044, D,20/06/2022 00:00:00,18,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,15, 0, 0,822045, D,30/08/2022 00:00:00,44,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,15, 0, 0,822046, D,01/07/2022 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,15, 0, 0,822047, D,28/04/2022 00:00:00,6,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)
2,51, 0, 0,822048, D,07/06/2022 00:00:00,110,Cargo without contract in FMS , 	(15-JUL-2025 12:52:05)

TOTAL DATA IN EXCEL : 707,,,,,,, 	(15-JUL-2025 12:52:05)
 

TOTAL DATA INSERTED : 699,,,,,,, 	(15-JUL-2025 12:52:05)
 

TOTAL SKIPPED DATA 35,,,,,,, 	(15-JUL-2025 12:52:05)
 
<<END>><<FMS_BUY_DAILY_BUYER_NOM>> 	(15-JUL-2025 12:52:05)
 

<<START>>,<<FMS_TRADER_CONT_SPLIT_PLANT>>,,,,,, 	(15-JUL-2025 12:52:10)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP
2,1, 0, 0,823016, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823017, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823018, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823019, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823020, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823021, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823022, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823023, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823024, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823025, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823026, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823027, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823028, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823029, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823030, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823031, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823032, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823033, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823034, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823035, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823036, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823037, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823038, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823039, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823040, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823041, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823042, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823043, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823044, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823045, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823046, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823047, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823048, 4,D, 	(15-JUL-2025 12:52:10)
2,1, 0, 0,823049, 4,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823050, 4,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823051, 4,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823052, 4,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823016, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823017, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823018, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823019, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823020, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823021, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823022, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823023, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823024, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823025, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823026, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823027, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823028, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823029, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823030, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823031, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823032, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823033, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823034, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823035, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823036, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823037, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823038, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823039, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823040, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823041, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823042, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823043, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823044, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823045, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823046, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823047, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823048, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823049, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823050, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823051, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823052, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823016, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823017, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823018, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823019, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823020, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823021, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823022, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823023, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823024, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823025, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823026, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823027, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823028, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823029, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823030, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823031, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823032, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823033, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823034, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823035, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823036, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823037, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823038, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823039, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823040, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823041, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823042, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823043, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823044, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823045, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823046, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823047, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823048, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823049, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823050, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823051, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823052, 3,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824004, 21,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824005, 21,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824004, 21,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824005, 21,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824005, 21,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824004, 20,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824005, 20,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824004, 19,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824005, 19,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824004, 15,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824005, 15,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824004, 10,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824005, 10,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824004, 9,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824005, 9,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824004, 8,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824005, 8,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824004, 6,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824005, 6,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824004, 4,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824005, 4,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824006, 13,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824007, 13,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824006, 13,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 13,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 13,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824006, 12,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824007, 12,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824006, 12,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 12,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 12,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824006, 11,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824007, 11,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824006, 11,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 11,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 11,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824006, 10,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824007, 10,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824006, 10,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 10,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 10,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824006, 9,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824007, 9,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824006, 9,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 9,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 9,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824006, 8,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824007, 8,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824006, 8,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 8,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824007, 8,D, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,1, 0, 0,824006, 7,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824007, 7,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824006, 6,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,824007, 6,D, 	(15-JUL-2025 12:52:11)
2,1, 0, 0,823053, 4,D, 	(15-JUL-2025 12:52:11)
2,43, 0, 0,822001, 3,I, 	(15-JUL-2025 12:52:11)
2,43, 0, 0,822001, 3,I, 	(15-JUL-2025 12:52:11)
2,43, 0, 0,822002, 4,I, 	(15-JUL-2025 12:52:11)
2,0, , ,, ,, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,0, , ,, ,, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,0, , ,, ,, 	(15-JUL-2025 12:52:11)	 (Not Inserted)
2,0, , ,, ,, 	(15-JUL-2025 12:52:11)	 (Not Inserted)

TOTAL DATA IN EXCEL : 174,,,,,,, 	(15-JUL-2025 12:52:11)
 

TOTAL DATA INSERTED : 149,,,,,,, 	(15-JUL-2025 12:52:11)
 

TOTAL SKIPPED DATA 25,,,,,,, 	(15-JUL-2025 12:52:11)
 
<<END>><<FMS_TRADER_CONT_SPLIT_PLANT>> 	(15-JUL-2025 12:52:11)
 

<<START>>,<<FMS_TRADER_CONT_PLANT>>,,,,,,, 	(15-JUL-2025 12:52:15)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,PLANT_SEQ_NO,CONTRACT_TYPE,TIMESTAMP
2,1, 0, 0,823001,2,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823001,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823001,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823002,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823002,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823003,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823003,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823004,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823004,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823005,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823005,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823006,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823006,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823007,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823007,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823008,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823008,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823009,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823009,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823010,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823010,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823011,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823012,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823013,2,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823013,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823013,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823014,2,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823014,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823014,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823015,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823015,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,824001,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,824001,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,824002,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,824002,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,824003,1,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,824003,0,1,I, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823016,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823017,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823018,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823019,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823020,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823021,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823022,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823023,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823024,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823025,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823026,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823027,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823028,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823029,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823030,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823031,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823032,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823033,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823034,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823035,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823036,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823037,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823038,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823039,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823040,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823041,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823042,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823043,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823044,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823045,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823046,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823047,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823048,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823049,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823050,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823051,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823052,4,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823016,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823017,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823018,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823019,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823020,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823021,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823022,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823023,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823024,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823025,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823026,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823027,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823028,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823029,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823030,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823031,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823032,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823033,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823034,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823035,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823036,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823037,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823038,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823039,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823040,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823041,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823042,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823043,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823044,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823045,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823046,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823047,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823048,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823049,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823050,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823051,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823052,3,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823016,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823017,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823018,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823019,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823020,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823021,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823022,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823023,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823024,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823025,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823026,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823027,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823028,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823029,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823030,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823031,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823032,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823033,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823034,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823035,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823036,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823037,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823038,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823039,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823040,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823041,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823042,2,1,D, 	(15-JUL-2025 12:52:16)
2,1, 0, 0,823043,2,1,D, 	(15-JUL-2025 12:52:16)
