

<<START>>,<<FMS_METER_MST>>,,,,, 	(23-SEP-2025 12:13:26)
 
COMPANY_CD,CD,ABBR,PLANT_SEQ,METER_TYPE,METER_SEQ,TIMESTAMP
2 , 52 , GLIL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 3 , 1004, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 3 , 1001, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 3 , 1003, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 3 , 1005, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 4 , 1001, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 4 , 1003, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 4 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 52 , GLIL , C , 4 , 1005, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 5 , 1004, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 5 , 1001, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 5 , 1003, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 5 , 1005, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 6 , 1004, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 6 , 1001, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 6 , 1003, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 6 , 1005, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 7 , 1004, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 7 , 1001, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 7 , 1003, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 7 , 1005, 	(23-SEP-2025 12:13:47)
2 , 255 , SGI-AP , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 255 , SGI-AP , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 255 , SGI-AP , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 117 , PEPL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 117 , PEPL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 117 , PEPL , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 117 , PEPL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 117 , PEPL , C , 2 , 1004, 	(23-SEP-2025 12:13:47)
2 , 54 , GFCL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 54 , GFCL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 54 , GFCL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 54 , GFCL , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 54 , GFCL , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 54 , GFCL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 55 , CPL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 55 , CPL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 55 , CPL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 56 , IRM , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 56 , IRM , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 56 , IRM , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 56 , IRM , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 57 , PPL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 57 , PPL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 57 , PPL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 57 , PPL , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 57 , PPL , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 57 , PPL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 58 , YARALTD , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 58 , YARALTD , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 58 , YARALTD , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 58 , YARALTD , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 58 , YARALTD , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 58 , YARALTD , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 58 , YARALTD , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 58 , YARALTD , C , 2 , 1004, 	(23-SEP-2025 12:13:47)
2 , 59 , INPEROX , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 59 , INPEROX , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 60 , RAFECHL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 60 , RAFECHL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 60 , RAFECHL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 124 , MGRPL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 124 , MGRPL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 124 , MGRPL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 124 , MGRPL , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 124 , MGRPL , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 124 , MGRPL , C , 2 , 1004, 	(23-SEP-2025 12:13:47)
2 , 124 , MGRPL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 124 , MGRPL , T , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 208 , CNTENKA , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 208 , CNTENKA , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 61 , EFSPL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 61 , EFSPL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 61 , EFSPL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 158 , HINDURV , C , 1 , 1002, 	(23-SEP-2025 12:13:47)
2 , 158 , HINDURV , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 158 , HINDURV , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 158 , HINDURV , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 158 , HINDURV , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 158 , HINDURV , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 227 , HCGPUTE , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 227 , HCGPUTE , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 227 , HCGPUTE , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 227 , HCGPUTE , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 63 , GOAGLSF , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 63 , GOAGLSF , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 63 , GOAGLSF , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 64 , IGSPL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 64 , IGSPL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 64 , IGSPL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 64 , IGSPL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 64 , IGSPL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 64 , IGSPL , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 64 , IGSPL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 64 , IGSPL , C , 2 , 1004, 	(23-SEP-2025 12:13:47)
2 , 64 , IGSPL , T , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 65 , PEFORCV , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 65 , PEFORCV , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
PEFORCV,1,VAT TIN No.-S,27950563626V,VAT TIN No.-S is different from GST TIN No.-S, 	(23-SEP-2025 12:13:47)
2 , 65 , PEFORCV , C , 1 , 1005, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 66 , BHEL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 66 , BHEL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 66 , BHEL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 66 , BHEL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 66 , BHEL , C , 2 , 1004, 	(23-SEP-2025 12:13:47)
2 , 66 , BHEL , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 66 , BHEL , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 66 , BHEL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 210 , COMFIND , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 210 , COMFIND , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 210 , COMFIND , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 210 , COMFIND , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 67 , DCMSHRI , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 67 , DCMSHRI , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 144 , HINAGIL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 144 , HINAGIL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 144 , HINAGIL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 144 , HINAGIL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 144 , HINAGIL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 147 , HPOIGAS , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 147 , HPOIGAS , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 147 , HPOIGAS , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 147 , HPOIGAS , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
HPOIGAS,1,VAT TIN No.-S,06151057526,VAT TIN No.-S is different from GST TIN No.-S, 	(23-SEP-2025 12:13:47)
2 , 147 , HPOIGAS , C , 1 , 1005, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 92 , NEL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 92 , NEL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 92 , NEL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 104 , TASTELI , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 104 , TASTELI , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 104 , TASTELI , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 104 , TASTELI , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 3 , 1001, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 3 , 1003, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 3 , 1005, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 4 , 1001, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 4 , 1003, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 4 , 1005, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 5 , 1001, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 5 , 1003, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 5 , 1005, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 6 , 1001, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 6 , 1003, 	(23-SEP-2025 12:13:47)
2 , 105 , HMEL , C , 6 , 1005, 	(23-SEP-2025 12:13:47)
2 , 162 , BOROREN , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 162 , BOROREN , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 151 , KINGASP , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 151 , KINGASP , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 151 , KINGASP , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 151 , KINGASP , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 151 , KINGASP , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 151 , KINGASP , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 106 , RATNAGI , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 106 , RATNAGI , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 106 , RATNAGI , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 106 , RATNAGI , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 106 , RATNAGI , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 106 , RATNAGI , C , 2 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 107 , IDOINVA , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 107 , IDOINVA , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 107 , IDOINVA , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 107 , IDOINVA , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 190 , AGPCGIN , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 190 , AGPCGIN , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 190 , AGPCGIN , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 190 , AGPCGIN , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 190 , AGPCGIN , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 190 , AGPCGIN , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 190 , AGPCGIN , C , 2 , 1004, 	(23-SEP-2025 12:13:47)
2 , 176 , NESTLIN , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 176 , NESTLIN , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 176 , NESTLIN , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 176 , NESTLIN , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 188 , VISHPRI , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 188 , VISHPRI , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 188 , VISHPRI , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 185 , SOMANYL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 185 , SOMANYL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 185 , SOMANYL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 202 , BHOGATD , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 202 , BHOGATD , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 202 , BHOGATD , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 202 , BHOGATD , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 202 , BHOGATD , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 202 , BHOGATD , C , 2 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 277 , VIGASLD , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 277 , VIGASLD , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 277 , VIGASLD , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 167 , GOLDPFG , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 167 , GOLDPFG , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 122 , GAILGAS , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 122 , GAILGAS , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 122 , GAILGAS , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 122 , GAILGAS , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 122 , GAILGAS , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 122 , GAILGAS , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 122 , GAILGAS , C , 2 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 122 , GAILGAS , C , 2 , 1004, 	(23-SEP-2025 12:13:47)
2 , 174 , KUTCHCL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 174 , KUTCHCL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 181 , SANENER , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 181 , SANENER , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 181 , SANENER , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 181 , SANENER , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 183 , SUMGLAS , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 183 , SUMGLAS , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 183 , SUMGLAS , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 183 , SUMGLAS , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 184 , SVTPLIN , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 184 , SVTPLIN , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 123 , AVGL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 123 , AVGL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 123 , AVGL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 123 , AVGL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 121 , NGPL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 121 , NGPL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 121 , NGPL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 121 , NGPL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 119 , ROCKIND , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 119 , ROCKIND , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 119 , ROCKIND , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 119 , ROCKIND , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 118 , LANCOKO , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 118 , LANCOKO , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 118 , LANCOKO , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 118 , LANCOKO , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 130 , CRMNDEL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 130 , CRMNDEL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 130 , CRMNDEL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 130 , CRMNDEL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 130 , CRMNDEL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 1 , 1002, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 2 , 1004, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 2 , 1001, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 2 , SEIPL , B , 2 , 1004, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 2 , SEIPL , B , 2 , 1005, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 2 , SEIPL , B , 3 , 1005, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 3 , 1004, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 3 , 1004, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 2 , SEIPL , B , 3 , 1005, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 2 , SEIPL , B , 3 , 1001, 	(23-SEP-2025 12:13:47)
2 , 2 , SEIPL , B , 3 , 1001, 	(23-SEP-2025 12:13:47)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,866,,,,, 	(23-SEP-2025 12:13:47)
 

TOTAL DATA INSERTED : ,796,,,,, 	(23-SEP-2025 12:13:47)
 

TOTAL SKIPPED DATA ,70,,,,, 	(23-SEP-2025 12:13:47)
 
<<END>>,<<FMS_COUNTERPARTY_PLANT_TAX>>,,,,, 	(23-SEP-2025 12:13:47)
 
