

<<START>>,<<FMS_METER_MST>>,,,,, 	(23-SEP-2025 12:13:26)
 
COMPANY_CD,CD,ABBR,PLANT_SEQ,METER_TYPE,METER_SEQ,TIMESTAMP
2 , 21 , SGIPL , C , 3 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 21 , SGIPL , C , 3 , 1005, 	(23-SEP-2025 12:13:46)
2 , 21 , SGIPL , C , 4 , 1001, 	(23-SEP-2025 12:13:46)
2 , 21 , SGIPL , C , 4 , 1005, 	(23-SEP-2025 12:13:46)
2 , 21 , SGIPL , C , 4 , 1004, 	(23-SEP-2025 12:13:46)
2 , 21 , SGIPL , C , 4 , 1003, 	(23-SEP-2025 12:13:46)
2 , 21 , SGIPL , C , 5 , 1001, 	(23-SEP-2025 12:13:46)
2 , 21 , SGIPL , C , 5 , 1003, 	(23-SEP-2025 12:13:46)
2 , 21 , SGIPL , C , 5 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 21 , SGIPL , C , 5 , 1005, 	(23-SEP-2025 12:13:46)
2 , 21 , SGIPL , C , 6 , 1001, 	(23-SEP-2025 12:13:46)
2 , 21 , SGIPL , C , 6 , 1003, 	(23-SEP-2025 12:13:46)
2 , 21 , SGIPL , C , 6 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 21 , SGIPL , C , 6 , 1005, 	(23-SEP-2025 12:13:46)
2 , 21 , SGIPL , C , 6 , 1004, 	(23-SEP-2025 12:13:46)
2 , 22 , VGL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 22 , VGL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 22 , VGL , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 22 , VGL , C , 2 , 1005, 	(23-SEP-2025 12:13:46)
2 , 22 , VGL , C , 3 , 1001, 	(23-SEP-2025 12:13:46)
2 , 22 , VGL , C , 3 , 1003, 	(23-SEP-2025 12:13:46)
2 , 22 , VGL , C , 3 , 1004, 	(23-SEP-2025 12:13:46)
2 , 22 , VGL , C , 3 , 1005, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 2 , 1003, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 2 , 1005, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 3 , 1001, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 3 , 1004, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 3 , 1005, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 4 , 1001, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 4 , 1003, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 4 , 1004, 	(23-SEP-2025 12:13:46)
2 , 23 , PGPGPL , C , 4 , 1005, 	(23-SEP-2025 12:13:46)
2 , 24 , HCG , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 24 , HCG , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 24 , HCG , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 25 , GGL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 25 , GGL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 25 , GGL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 25 , GGL , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 25 , GGL , C , 2 , 1003, 	(23-SEP-2025 12:13:46)
2 , 25 , GGL , C , 2 , 1005, 	(23-SEP-2025 12:13:46)
2 , 25 , GGL , C , 3 , 1001, 	(23-SEP-2025 12:13:46)
2 , 25 , GGL , C , 3 , 1003, 	(23-SEP-2025 12:13:46)
2 , 25 , GGL , C , 3 , 1005, 	(23-SEP-2025 12:13:46)
2 , 26 , CFC , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 26 , CFC , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 26 , CFC , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 26 , CFC , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 26 , CFC , C , 2 , 1003, 	(23-SEP-2025 12:13:46)
2 , 26 , CFC , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 26 , CFC , C , 3 , 1001, 	(23-SEP-2025 12:13:46)
2 , 26 , CFC , C , 3 , 1004, 	(23-SEP-2025 12:13:46)
2 , 26 , CFC , C , 3 , 1003, 	(23-SEP-2025 12:13:46)
2 , 27 , IFFCO , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 27 , IFFCO , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 27 , IFFCO , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 27 , IFFCO , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 27 , IFFCO , C , 2 , 1003, 	(23-SEP-2025 12:13:46)
2 , 27 , IFFCO , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 27 , IFFCO , C , 3 , 1001, 	(23-SEP-2025 12:13:46)
2 , 27 , IFFCO , C , 3 , 1003, 	(23-SEP-2025 12:13:46)
2 , 27 , IFFCO , C , 3 , 1005, 	(23-SEP-2025 12:13:46)
2 , 28 , HGL-RLNG , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 28 , HGL-RLNG , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 28 , HGL-RLNG , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
HGL-RLNG,1,GVAT TIN No.-S,24192400456,GVAT TIN No.-S is different from GST TIN No.-S, 	(23-SEP-2025 12:13:46)
2 , 28 , HGL-RLNG , C , 1 , 1005, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 29 , PipeInfra , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 3 , 1001, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 3 , 1004, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 4 , 1001, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 4 , 1004, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 5 , 1001, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 5 , 1005, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 6 , 1001, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 6 , 1004, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 7 , 1001, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 7 , 1004, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 8 , 1001, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 8 , 1004, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 9 , 1001, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 9 , 1004, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 10 , 1001, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 10 , 1003, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 10 , 1005, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 11 , 1001, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 11 , 1003, 	(23-SEP-2025 12:13:46)
2 , 29 , PipeInfra , C , 11 , 1005, 	(23-SEP-2025 12:13:46)
2 , 30 , NFL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 30 , NFL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 30 , NFL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 30 , NFL , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 30 , NFL , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 30 , NFL , C , 2 , 1003, 	(23-SEP-2025 12:13:46)
2 , 30 , NFL , C , 3 , 1004, 	(23-SEP-2025 12:13:46)
2 , 30 , NFL , C , 3 , 1001, 	(23-SEP-2025 12:13:46)
2 , 30 , NFL , C , 3 , 1003, 	(23-SEP-2025 12:13:46)
2 , 30 , NFL , C , 3 , 1005, 	(23-SEP-2025 12:13:46)
2 , 31 , HSIL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 31 , HSIL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 31 , HSIL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 31 , HSIL , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 31 , HSIL , C , 2 , 1003, 	(23-SEP-2025 12:13:46)
2 , 31 , HSIL , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 32 , KFL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 32 , KFL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 32 , KFL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 32 , KFL , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 32 , KFL , C , 2 , 1003, 	(23-SEP-2025 12:13:46)
2 , 32 , KFL , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 197 , BIL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 197 , BIL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 197 , BIL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 197 , BIL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 197 , BIL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 254 , RIPL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 254 , RIPL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 254 , RIPL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 254 , RIPL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 254 , RIPL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 207 , CP , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 207 , CP , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 207 , CP , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 207 , CP , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 150 , HALHFGL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 150 , HALHFGL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 150 , HALHFGL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 150 , HALHFGL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 150 , HALHFGL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 187 , VIDUWIL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 187 , VIDUWIL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 187 , VIDUWIL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 187 , VIDUWIL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 187 , VIDUWIL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 33 , AGP CGD , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 33 , AGP CGD , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 33 , AGP CGD , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 33 , AGP CGD , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 33 , AGP CGD , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 33 , AGP CGD , C , 2 , 1003, 	(23-SEP-2025 12:13:46)
2 , 33 , AGP CGD , C , 2 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 33 , AGP CGD , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 34 , MINDA , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 34 , MINDA , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 34 , MINDA , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 34 , MINDA , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 34 , MINDA , C , 2 , 1003, 	(23-SEP-2025 12:13:46)
2 , 34 , MINDA , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 34 , MINDA , C , 2 , 1005, 	(23-SEP-2025 12:13:46)
2 , 238 , LEIPL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 238 , LEIPL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 238 , LEIPL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 238 , LEIPL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 35 , SCHOTT , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 35 , SCHOTT , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 35 , SCHOTT , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 35 , SCHOTT , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 35 , SCHOTT , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 2 , 1003, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 2 , 1005, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 3 , 1001, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 3 , 1005, 	(23-SEP-2025 12:13:46)
HIL,3,VAT TIN No.-S,24210700069,VAT TIN No.-S is different from GST TIN No.-S, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 3 , 1005, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 36 , HIL , C , 4 , 1001, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 4 , 1003, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 4 , 1005, 	(23-SEP-2025 12:13:46)
2 , 36 , HIL , C , 4 , 1004, 	(23-SEP-2025 12:13:46)
2 , 37 , HCGD-B , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 37 , HCGD-B , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 37 , HCGD-B , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 37 , HCGD-B , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 198 , BIPL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 198 , BIPL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 198 , BIPL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 198 , BIPL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 198 , BIPL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 198 , BIPL , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 198 , BIPL , C , 2 , 1005, 	(23-SEP-2025 12:13:46)
2 , 220 , EXXARO , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 220 , EXXARO , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 220 , EXXARO , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 38 , KAJARIA , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 38 , KAJARIA , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 38 , KAJARIA , C , 1 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 38 , KAJARIA , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 38 , KAJARIA , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
2 , 38 , KAJARIA , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 38 , KAJARIA , C , 2 , 1003, 	(23-SEP-2025 12:13:46)
2 , 38 , KAJARIA , C , 2 , 1003, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 38 , KAJARIA , C , 2 , 1005, 	(23-SEP-2025 12:13:46)
2 , 38 , KAJARIA , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 39 , SISECAM , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 39 , SISECAM , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 39 , SISECAM , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 39 , SISECAM , C , 2 , 1005, 	(23-SEP-2025 12:13:46)
2 , 40 , ATPL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 40 , ATPL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 40 , ATPL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
ATPL,1,GVAT TIN No.-S,24074305338,GVAT TIN No.-S is different from GST TIN No.-S, 	(23-SEP-2025 12:13:46)
2 , 40 , ATPL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 40 , ATPL , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 40 , ATPL , C , 2 , 1005, 	(23-SEP-2025 12:13:46)
2 , 40 , ATPL , C , 2 , 1004, 	(23-SEP-2025 12:13:46)
2 , 41 , OPAL , C , 1 , 1001, 	(23-SEP-2025 12:13:46)
2 , 41 , OPAL , C , 1 , 1003, 	(23-SEP-2025 12:13:46)
2 , 41 , OPAL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)
2 , 41 , OPAL , C , 1 , 1004, 	(23-SEP-2025 12:13:46)
OPAL,1,VAT TIN No.-S,24190105856,VAT TIN No.-S is different from GST TIN No.-S, 	(23-SEP-2025 12:13:46)
2 , 41 , OPAL , C , 1 , 1005, 	(23-SEP-2025 12:13:46)	 (Not Inserted)
2 , 41 , OPAL , C , 2 , 1001, 	(23-SEP-2025 12:13:46)
2 , 41 , OPAL , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 41 , OPAL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 41 , OPAL , C , 2 , 1004, 	(23-SEP-2025 12:13:47)
OPAL,2,VAT TIN No.-S,24190105856,VAT TIN No.-S is different from GST TIN No.-S, 	(23-SEP-2025 12:13:47)
2 , 41 , OPAL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 234 , JKPAPER , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 234 , JKPAPER , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 234 , JKPAPER , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 263 , STL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 263 , STL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 263 , STL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 206 , CELLO , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 206 , CELLO , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 206 , CELLO , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 42 , RCF , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 3 , 1001, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 3 , 1003, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 3 , 1005, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 3 , 1004, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 4 , 1001, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 4 , 1003, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 4 , 1005, 	(23-SEP-2025 12:13:47)
2 , 42 , RCF , C , 4 , 1004, 	(23-SEP-2025 12:13:47)
2 , 201 , BWRL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 201 , BWRL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 201 , BWRL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 276 , VIRGO , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 276 , VIRGO , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 276 , VIRGO , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 196 , BLPL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 196 , BLPL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 196 , BLPL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 223 , GIPSKARTON , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 223 , GIPSKARTON , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 223 , GIPSKARTON , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 1 , RIL , T , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 43 , BP , T , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 43 , BP , T , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 1 , RIL , T , 5 , 1001, 	(23-SEP-2025 12:13:47)
2 , 46 , TGLPL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 46 , TGLPL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 46 , TGLPL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 46 , TGLPL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 46 , TGLPL , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 46 , TGLPL , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 46 , TGLPL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 46 , TGLPL , C , 2 , 1004, 	(23-SEP-2025 12:13:47)
2 , 47 , TGBPL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 47 , TGBPL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 47 , TGBPL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 47 , TGBPL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 47 , TGBPL , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 47 , TGBPL , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 47 , TGBPL , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 47 , TGBPL , C , 2 , 1004, 	(23-SEP-2025 12:13:47)
2 , 48 , BGEPL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 48 , BGEPL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 48 , BGEPL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 48 , BGEPL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 231 , IMCL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 231 , IMCL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 231 , IMCL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 231 , IMCL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 231 , IMCL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 49 , VVF India , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 49 , VVF India , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 49 , VVF India , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
VVF India,1,VAT TIN No.-S,27450909706V,VAT TIN No.-S is different from GST TIN No.-S, 	(23-SEP-2025 12:13:47)
2 , 49 , VVF India , C , 1 , 1005, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 49 , VVF India , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 50 , GNFC , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 50 , GNFC , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 50 , GNFC , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 50 , GNFC , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 50 , GNFC , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
2 , 50 , GNFC , C , 2 , 1005, 	(23-SEP-2025 12:13:47)
2 , 50 , GNFC , C , 3 , 1001, 	(23-SEP-2025 12:13:47)
2 , 50 , GNFC , C , 3 , 1003, 	(23-SEP-2025 12:13:47)
2 , 50 , GNFC , C , 3 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 50 , GNFC , C , 3 , 1005, 	(23-SEP-2025 12:13:47)
2 , 140 , MEGHHQX , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 140 , MEGHHQX , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 140 , MEGHHQX , C , 1 , 1003, 	(23-SEP-2025 12:13:47)	 (Not Inserted)
2 , 140 , MEGHHQX , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 1 , 1004, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 1 , 1001, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 1 , 1003, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 1 , 1005, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 2 , 1004, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 2 , 1001, 	(23-SEP-2025 12:13:47)
2 , 52 , GLIL , C , 2 , 1003, 	(23-SEP-2025 12:13:47)
