

15 ,SBI RATE SELL , 27/03/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 27/03/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 28/03/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 28/03/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 28/03/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 31/03/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 31/03/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 31/03/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 02/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 02/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 02/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 03/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 03/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 03/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 04/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 04/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 04/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 07/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 07/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 07/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 08/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 08/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 08/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 09/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 09/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 09/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 10/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 10/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 10/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 11/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 11/04/2008 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 11/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 11/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 12/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 12/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 12/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 13/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 13/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 13/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 14/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 17/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 17/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 17/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 18/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 18/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 18/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 19/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 19/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 19/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 20/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 20/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 20/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 21/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 21/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 21/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 24/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 24/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 24/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 25/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 25/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 25/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 26/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 26/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 26/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 27/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 27/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 27/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 28/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 28/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 28/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 31/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 31/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 31/05/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 01/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 01/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 01/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 02/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 02/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 02/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 03/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 03/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 03/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 04/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 04/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 04/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 07/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 07/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 07/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 08/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 08/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 08/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 09/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 09/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 09/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 10/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 10/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 10/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 11/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 11/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 11/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 14/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 14/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 14/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 15/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 15/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 15/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 16/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 16/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 16/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 17/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 17/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 17/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 18/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 18/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 18/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 23/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 23/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 23/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 24/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 24/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 24/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 28/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 28/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 28/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 29/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 29/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 29/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 30/06/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 01/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 02/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 02/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 02/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 06/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 06/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 06/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 07/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 07/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 07/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 08/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 12/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 12/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 12/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 13/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 13/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 13/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 14/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 14/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 14/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 15/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 15/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 15/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 16/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 16/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 16/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 19/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 19/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 19/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 20/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 20/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 20/07/2010 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 01/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 31/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 31/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 31/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 08/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 09/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 12/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 13/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 14/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 15/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 08/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 08/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 09/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 09/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 12/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 12/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 13/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 13/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 14/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 14/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 15/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 15/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 01/03/2024 00:00:00, 	(17-FEB-2025 15:34:11)
2 ,SBI FIRST RATE TT BUY , 02/03/2024 00:00:00, 	(17-FEB-2025 15:34:11)
4 ,SBI FIRST RATE TT SELL , 01/03/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 01/03/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
4 ,SBI FIRST RATE TT SELL , 02/03/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 02/03/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 12/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)
2 ,SBI FIRST RATE TT BUY , 13/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)
2 ,SBI FIRST RATE TT BUY , 25/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)
4 ,SBI FIRST RATE TT SELL , 25/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
4 ,SBI FIRST RATE TT SELL , 12/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 12/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
4 ,SBI FIRST RATE TT SELL , 13/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 13/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 25/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 27/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)
4 ,SBI FIRST RATE TT SELL , 27/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 27/10/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 21/12/2023 00:00:00, 	(17-FEB-2025 15:34:11)
4 ,SBI FIRST RATE TT SELL , 21/12/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 21/12/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 17/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)
4 ,SBI FIRST RATE TT SELL , 17/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 17/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 19/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)
4 ,SBI FIRST RATE TT SELL , 19/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 19/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 20/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)
4 ,SBI FIRST RATE TT SELL , 20/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 20/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 25/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)
4 ,SBI FIRST RATE TT SELL , 25/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 25/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
 ,GROUP FOREIGN EXCH RATE , 22/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
 ,GROUP FOREIGN EXCH RATE , 20/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 22/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 30/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)
4 ,SBI FIRST RATE TT SELL , 30/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 30/01/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
4 ,SBI FIRST RATE TT SELL , 07/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 07/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 13/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)
4 ,SBI FIRST RATE TT SELL , 13/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 13/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 14/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)
11 ,SBI MUMBAI TT BUY , 29/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
12 ,SBI MUMBAI TT SELL , 29/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
10 ,SBI MUMBAI TT BUY SELL , 29/02/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
2 ,SBI FIRST RATE TT BUY , 06/03/2024 00:00:00, 	(17-FEB-2025 15:34:11)
4 ,SBI FIRST RATE TT SELL , 06/03/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
5 ,SBI FIRST RATE TT BUY SELL , 06/03/2024 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
15 ,SBI RATE SELL , 30/09/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
13 ,SBI RATE BUY , 30/09/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
14 ,SBI RATE BUY SELL , 30/09/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
11 ,SBI MUMBAI TT BUY , 30/09/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
12 ,SBI MUMBAI TT SELL , 30/09/2023 00:00:00, 	(17-FEB-2025 15:34:11)	 (Not Inserted)
