

<<START>>,<<FMS_INV_CRDR_REF>>,, 	(12-DEC-2025 16:26:01)
 
COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,INVOICE_NO,TIMESTAMP,
2,2021-2022,24,479,C0002/21-22, 	(12-DEC-2025 16:26:01)
2,2019-2020,24,894,D018/19-20, 	(12-DEC-2025 16:26:01)
2,2016-2017,24,894,null, 	(12-DEC-2025 16:26:01)
2,2016-2017,24,894,0001/16-17, 	(12-DEC-2025 16:26:01)	 (Not Inserted)
2,2016-2017,24,894,0002/16-17, 	(12-DEC-2025 16:26:01)	 (Not Inserted)
2,2016-2017,24,894,0003/16-17, 	(12-DEC-2025 16:26:01)	 (Not Inserted)
2,2016-2017,24,894,0004/16-17, 	(12-DEC-2025 16:26:01)	 (Not Inserted)
2,2017-2018,24,894,0003/17-18, 	(12-DEC-2025 16:26:01)
2,2017-2018,24,894,0004/17-18, 	(12-DEC-2025 16:26:01)	 (Not Inserted)
2,2020-2021,24,935,C0005/20-21, 	(12-DEC-2025 16:26:01)
2,2021-2022,24,480,D002/21-22, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,555,DMH014/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,556,DMH015/24-25, 	(12-DEC-2025 16:26:01)
2,2018-2019,24,602,C006/18-19, 	(12-DEC-2025 16:26:01)
2,2019-2020,24,895,D006/19-20, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,731,C0003/23-24, 	(12-DEC-2025 16:26:01)
2,2019-2020,24,896,C002/19-20, 	(12-DEC-2025 16:26:01)
2,2019-2020,24,897,D007/19-20, 	(12-DEC-2025 16:26:01)
2,2020-2021,24,936,D0001/20-21, 	(12-DEC-2025 16:26:01)
2,2025-2026,24,936,2CRMH0003/25-26, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,732,C007/23-24, 	(12-DEC-2025 16:26:01)
2,2019-2020,24,898,C003/19-20, 	(12-DEC-2025 16:26:01)
2,2021-2022,24,481,D009/21-22, 	(12-DEC-2025 16:26:01)
2,2022-2023,27,641,DMH031/22-23, 	(12-DEC-2025 16:26:01)
2,2022-2023,27,642,DMH008/22-23, 	(12-DEC-2025 16:26:01)
2,2022-2023,27,643,DMH011/22-23, 	(12-DEC-2025 16:26:01)
2,2022-2023,27,644,DMH016/22-23, 	(12-DEC-2025 16:26:01)
2,2022-2023,27,645,DMH001/22-23, 	(12-DEC-2025 16:26:01)
2,2023-2024,27,733,CMH001/23-24, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,581,D018/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,582,D021/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,583,D011/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,584,D014/24-25, 	(12-DEC-2025 16:26:01)
2,2022-2023,24,640,C002/22-23, 	(12-DEC-2025 16:26:01)
2,2022-2023,24,641,C003/22-23, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,585,D034/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,586,D032/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,587,D033/24-25, 	(12-DEC-2025 16:26:01)
2,2023-2024,27,734,CMH016/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,733,C011/23-24, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,557,CMH012/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,558,CMH013/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,559,CMH004/24-25, 	(12-DEC-2025 16:26:01)
2,2023-2024,27,735,DMH034/23-24, 	(12-DEC-2025 16:26:01)
2,2019-2020,24,899,C001/19-20, 	(12-DEC-2025 16:26:01)
2,2019-2020,24,900,D008/19-20, 	(12-DEC-2025 16:26:01)
2,2021-2022,24,482,C0003/21-22, 	(12-DEC-2025 16:26:01)
2,2021-2022,24,483,D003/21-22, 	(12-DEC-2025 16:26:01)
2,2021-2022,24,484,C006/21-22, 	(12-DEC-2025 16:26:01)
2,2022-2023,27,646,DMH002/22-23, 	(12-DEC-2025 16:26:01)
2,2022-2023,27,647,DMH004/22-23, 	(12-DEC-2025 16:26:01)
2,2022-2023,27,648,DMH006/22-23, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,734,C0001/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,735,C0004/23-24, 	(12-DEC-2025 16:26:01)
2,2016-2017,24,735,0005/16-17, 	(12-DEC-2025 16:26:01)
2,2019-2020,24,901,D001/19-20, 	(12-DEC-2025 16:26:01)
2,2025-2026,24,901,2CRMH0006/25-26, 	(12-DEC-2025 16:26:01)
2,2025-2026,27,1,2DRMH0012/25-26, 	(12-DEC-2025 16:26:01)
2,2025-2026,27,1,2CRAP0004/25-26, 	(12-DEC-2025 16:26:01)	 (Not Inserted)
2,2023-2024,27,736,DMH016/23-24, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,560,DMH028/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,28,584,CAP002/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,561,CMH016/24-25, 	(12-DEC-2025 16:26:01)
2,2023-2024,27,737,CMH014/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,27,738,DMH013/23-24, 	(12-DEC-2025 16:26:01)
2,2019-2020,24,902,D012/19-20, 	(12-DEC-2025 16:26:01)
2,2025-2026,24,902,2DRGJ0003/25-26, 	(12-DEC-2025 16:26:01)
2,2024-2025,28,585,CAP001/24-25, 	(12-DEC-2025 16:26:01)
2,2025-2026,28,585,2CRAP0003/25-26, 	(12-DEC-2025 16:26:01)
2,2021-2022,24,485,D004/21-22, 	(12-DEC-2025 16:26:01)
2,2021-2022,24,486,D005/21-22, 	(12-DEC-2025 16:26:01)
2,2020-2021,24,937,D045/20-21, 	(12-DEC-2025 16:26:01)
2,2020-2021,24,938,D048/20-21, 	(12-DEC-2025 16:26:01)
2,2019-2020,24,903,D009/19-20, 	(12-DEC-2025 16:26:01)
2,2019-2020,24,904,D010/19-20, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,736,C012/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,737,C013/23-24, 	(12-DEC-2025 16:26:01)
2,2021-2022,24,487,D001/21-22, 	(12-DEC-2025 16:26:01)
2,2021-2022,24,488,D006/21-22, 	(12-DEC-2025 16:26:01)
2,2021-2022,24,489,D007/21-22, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,738,D022/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,739,D024/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,740,C036/23-24, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,588,D020/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,589,C005/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,590,C003/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,591,C006/24-25, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,741,D026/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,742,D046/23-24, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,592,D002/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,593,C004/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,594,C008/24-25, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,743,C040/23-24, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,595,D022/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,24,596,D007/24-25, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,744,D014/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,745,D008/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,746,C028/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,747,D032/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,748,D039/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,749,D001/23-24, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,750,D010/23-24, 	(12-DEC-2025 16:26:01)
2,2022-2023,24,642,D004/22-23, 	(12-DEC-2025 16:26:01)
2,2023-2024,24,751,C005/23-24, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,562,DMH025/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,563,DMH029/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,564,CMH001/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,565,DMH016/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,566,CMH014/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,567,CMH006/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,568,DMH007/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,569,DMH012/24-25, 	(12-DEC-2025 16:26:01)
2,2024-2025,27,570,CMH010/24-25, 	(12-DEC-2025 16:26:01)
