

<<START>>,<<FMS_BUY_DAILY_SELLER_NOM>>,,,,,, 	(27-APR-2025 11:08:26)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825033, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:53)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:53)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825035, 4,D, 	(27-APR-2025 11:08:54)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:54)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:54)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825031, 4,D, 	(27-APR-2025 11:08:55)
2,, , ,, ,, 	(27-APR-2025 11:08:55)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:55)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:55)
2,, , ,, ,, 	(27-APR-2025 11:08:55)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:55)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:55)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:55)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:55)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:55)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:55)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:55)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:55)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:56)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:56)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:56)
2,1, 0, 0,825032, 4,D, 	(27-APR-2025 11:08:56)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:56)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:57)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:57)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:57)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:57)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:57)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:57)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:57)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:57)
2,1, 0, 0,825034, 4,D, 	(27-APR-2025 11:08:57)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,14, 0, 0,825110, 0,I, 	(27-APR-2025 11:08:57)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,14, 0, 0,825113, 0,I, 	(27-APR-2025 11:08:57)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,, , ,, ,, 	(27-APR-2025 11:08:57)	 (Not Inserted)
2,1, 0, 0,825036, 4,D, 	(27-APR-2025 11:08:57)
2,14, 0, 0,825115, 0,I, 	(27-APR-2025 11:08:57)
2,1, 0, 0,825036, 4,D, 	(27-APR-2025 11:08:57)
2,14, 0, 0,825109, 0,I, 	(27-APR-2025 11:08:57)
2,1, 0, 0,825036, 4,D, 	(27-APR-2025 11:08:57)
2,14, 0, 0,825115, 0,I, 	(27-APR-2025 11:08:57)
2,14, 0, 0,825115, 0,I, 	(27-APR-2025 11:08:57)
2,14, 0, 0,825115, 0,I, 	(27-APR-2025 11:08:57)
2,14, 0, 0,825115, 0,I, 	(27-APR-2025 11:08:57)
