

<<START>>,<<FMS_METER_TICKET_READING>>,, 	(17-MAY-2025 18:51:50)
 
COMPANY_CD, COUNTERPARTY_CD, PLANT_SEQ, METER_TYPE, METER_SEQ, GAS_DT,TIMESTAMP,
2,4 , 4,R,1,04/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)
2,4 , null,null,null,04/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
2,53 , 1,R,1,04/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)
2,29 , 1,R,3,04/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)
2,29 , 1,R,3,04/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
2,29 , 1,R,3,04/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
2,29 , null,null,null,04/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
2,29 , null,null,null,04/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
2,29 , null,null,null,04/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
2,29 , null,null,null,04/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
2,29 , 1,R,1,05/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)
2,29 , null,null,null,05/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
2,45 , 1,R,1,05/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)
2,45 , 1,R,1,05/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
2,45 , 1,R,2,05/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)
2,45 , null,null,null,05/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
2,45 , 2,R,1,05/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)
2,4 , null,null,null,05/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
2,4 , null,null,null,05/01/2023 00:00:00, 	(17-MAY-2025 18:51:50)	 (Not Inserted)
