

<<START>>,<<FMS_GTA_FFLOW_INV_DTL>>,, 	(28-AUG-2025 12:10:07)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE,INVOICE_TYPE, INVOICE_SEQ, INV_NO ,LINE_NO,LINE_DESC,TIMESTAMP,
2,4,1,0,7,0,C,TC,6,UPG2A25109000731,1,Transmission Charge, 	(28-AUG-2025 12:10:07)
2,4,1,0,7,0,C,TC,7,UPG2A25109000732,1,Transmission Charge, 	(28-AUG-2025 12:10:07)
2,4,1,0,7,0,C,TC,8,UPG2A25109002590,1,Transmission Charge, 	(28-AUG-2025 12:10:07)
2,4,,,,,,,8,UPG2A23109013679,1,Transmission Charge, 	(28-AUG-2025 12:10:07)	 (Not Inserted)
2,4,,,,,,,8,UPG2A23109014653,1,Positive Imbalance Above 10 Rate, 	(28-AUG-2025 12:10:07)	 (Not Inserted)
2,4,,,,,,,8,UPG2A23109014653,2,Negative Imbalance Above 5 Rate, 	(28-AUG-2025 12:10:07)	 (Not Inserted)
2,4,1,0,159,0,C,TC,43,UPG2A23109003600,1,Transmission Charge, 	(28-AUG-2025 12:10:07)
2,4,1,0,159,0,C,IC,44,UPG2A23109003774,1,Negative Imbalance Above 5 Rate, 	(28-AUG-2025 12:10:07)
2,4,1,0,149,0,C,TC,3,UPG2A23109003597,1,Transmission Charge, 	(28-AUG-2025 12:10:07)
2,4,1,0,110,0,C,TC,42,UPG2A23109009046,1,Transmission Charge, 	(28-AUG-2025 12:10:07)
2,4,1,0,99,0,C,TC,58,UPG2A23109004716,1,Transmission Charge, 	(28-AUG-2025 12:10:07)
2,4,1,0,48,0,C,TC,60,UPG2A24109010433,1,Transmission Charge, 	(28-AUG-2025 12:10:07)
2,4,1,0,48,0,C,TC,61,UPG2A24109010434,1,Transmission Charge, 	(28-AUG-2025 12:10:07)
2,4,1,0,48,0,C,IC,62,UPG2A24109010761,1,Positive Imbalance Above 10 Rate, 	(28-AUG-2025 12:10:07)
2,4,1,0,48,0,C,IC,63,UPG2A24109010762,1,Positive Imbalance Above 10 Rate, 	(28-AUG-2025 12:10:07)
2,4,,,,,,,63,UPG2A24109012610,1,Positive Imbalance Above 10 Rate, 	(28-AUG-2025 12:10:07)	 (Not Inserted)
2,4,,,,,,,63,UPG2A24109005824,1,Transmission Charge, 	(28-AUG-2025 12:10:07)	 (Not Inserted)
