

<<START>>,<<FMS_CONT_PRICE_MIN_DTL(S)>>,,,, 	(26-JUN-2025 11:38:17)
 
COMPANY_CD,MAPPING_ID,CONTRACT_TYPE,SEQ_NO,CURVE_NM,TIMESTAMP
2,154-1-21, S, 1, ICE_JKM, 	(26-JUN-2025 11:38:17)
2,154-1-21, S, 1, PPAC, 	(26-JUN-2025 11:38:17)
2,25-1-5, S, 2, ICE_JKM, 	(26-JUN-2025 11:38:17)
2,25-1-5, S, 2, PPAC, 	(26-JUN-2025 11:38:17)
2,25-1-5, S, 3, ICE_JKM, 	(26-JUN-2025 11:38:17)
2,25-1-5, S, 3, PPAC, 	(26-JUN-2025 11:38:17)
2,25-1-5, S, 4, ICE_JKM, 	(26-JUN-2025 11:38:17)
2,25-1-5, S, 4, PPAC, 	(26-JUN-2025 11:38:17)
2,25-1-9, S, 2, ICE_JKM, 	(26-JUN-2025 11:38:17)
2,25-1-9, S, 2, PPAC, 	(26-JUN-2025 11:38:17)
2,55-1-6, S, 1, ICE_JKM, 	(26-JUN-2025 11:38:17)
2,55-1-6, S, 1, PPAC, 	(26-JUN-2025 11:38:17)

TOTAL DATA IN EXCEL : 12 	(26-JUN-2025 11:38:17)
 

TOTAL DATA INSERTED : 12 	(26-JUN-2025 11:38:17)
 

TOTAL SKIPPED DATA 0 	(26-JUN-2025 11:38:17)
 
<<END>><<FMS_CONT_PRICE_MIN_DTL>> 	(26-JUN-2025 11:38:17)
 

<<START>>,<<FMS_SECURITY_DEAL_MAP(S)>>,,,,,, 	(26-JUN-2025 11:38:36)
 
COMPANY_CD,COUNTERPARTY_ABBR,COUNTERPARTY_CD, SEQ_NO, SEC_REF_NO, MAP_SEQ_NO, SEQ_REV_NO, GX,TIMESTAMP,
2,RIL,1,1,,RIL-S-1,4,0,K, 	(26-JUN-2025 11:38:36)
2,RIL,1,2,,RIL-S-2,4,0,K, 	(26-JUN-2025 11:38:36)
2,RIL,1,3,,RIL-S-3,4,0,K, 	(26-JUN-2025 11:38:36)
2,RIL,1,4,,RIL-S-4,4,0,K, 	(26-JUN-2025 11:38:36)
2,RIL,1,5,,RIL-S-5,2,0,K, 	(26-JUN-2025 11:38:36)	 (Not Inserted)
2,RIL,1,6,,RIL-S-6,2,0,K, 	(26-JUN-2025 11:38:36)	 (Not Inserted)
2,RIL,1,7,,RIL-S-7,2,0,K, 	(26-JUN-2025 11:38:36)	 (Not Inserted)
2,MGL,2,1,,MGL-S-1,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,2,,MGL-S-2,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,3,,MGL-S-3,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,4,,MGL-S-4,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,5,,MGL-S-5,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,6,,MGL-S-6,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,7,,MGL-S-7,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,8,,MGL-S-8,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,9,,MGL-S-9,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,10,,MGL-S-10,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,11,,MGL-S-11,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,12,,MGL-S-12,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,13,,MGL-S-13,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,14,,MGL-S-14,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,15,,MGL-S-15,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,16,,MGL-S-16,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,17,,MGL-S-17,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,18,,MGL-S-18,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,19,,MGL-S-19,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,20,,MGL-S-20,1,0,K, 	(26-JUN-2025 11:38:36)
2,MGL,2,21,,MGL-S-21,1,0,K, 	(26-JUN-2025 11:38:36)
2,GSPCL,3,1,,GSPCL-S-1,1,0,K, 	(26-JUN-2025 11:38:36)
2,GSPCL,3,2,,GSPCL-S-2,1,0,K, 	(26-JUN-2025 11:38:36)
2,GSPCL,3,3,,GSPCL-S-3,1,0,K, 	(26-JUN-2025 11:38:36)
2,GSPCL,3,4,,GSPCL-S-4,1,0,K, 	(26-JUN-2025 11:38:36)
2,GSPCL,3,5,,GSPCL-S-5,1,0,K, 	(26-JUN-2025 11:38:36)
2,GSPCL,3,6,,GSPCL-S-6,1,0,K, 	(26-JUN-2025 11:38:36)
2,GSPCL,3,7,,GSPCL-S-7,1,0,K, 	(26-JUN-2025 11:38:36)
2,GSPCL,3,8,,GSPCL-S-8,1,0,K, 	(26-JUN-2025 11:38:36)
2,GSPCL,3,9,,GSPCL-S-9,1,0,K, 	(26-JUN-2025 11:38:36)
2,GSPCL,3,10,,GSPCL-S-10,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,11,,GSPCL-S-11,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,12,,GSPCL-S-12,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,13,,GSPCL-S-13,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,14,,GSPCL-S-14,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,15,,GSPCL-S-15,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,16,,GSPCL-S-16,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,17,,GSPCL-S-17,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,18,,GSPCL-S-18,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,19,,GSPCL-S-19,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,20,,GSPCL-S-20,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,21,,GSPCL-S-21,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,22,,GSPCL-S-22,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,23,,GSPCL-S-23,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,24,,GSPCL-S-24,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,25,,GSPCL-S-25,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,26,,GSPCL-S-26,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,27,,GSPCL-S-27,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,28,,GSPCL-S-28,1,0,K, 	(26-JUN-2025 11:38:37)
2,GSPCL,3,29,,GSPCL-S-29,1,0,K, 	(26-JUN-2025 11:38:37)
