

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(05-JUN-2025 15:13:09)
2,1, 0, 0,823039, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823083, 0,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823069, 1,I, 	(05-JUN-2025 15:13:13)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:13)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823084, 0,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823083, 0,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,822008, 0,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823039, 4,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823069, 1,I, 	(05-JUN-2025 15:13:13)
2,43, 0, 0,823054, 1,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:13)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:13)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:13)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:13)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:13)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:13)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:13)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:13)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:13)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:13)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:13)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:13)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823045, 4,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823045, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823045, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823045, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823045, 4,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823045, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:13)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:13)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:13)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:13)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:14)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:14)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823070, 1,I, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823041, 4,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:14)
2,20, 0, 0,823073, 1,T, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823088, 3,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823012, 0,I, 	(05-JUN-2025 15:13:14)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:14)
2,43, 0, 0,823065, 0,I, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823089, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823042, 4,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823043, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,159, 0, 0,823095, 1,D, 	(05-JUN-2025 15:13:14)
2,154, 0, 0,823090, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,186, 0, 0,823096, 1,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,51, 0, 0,823071, 0,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824006, 13,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,824004, 21,D, 	(05-JUN-2025 15:13:14)
2,1, 0, 0,823044, 4,D, 	(05-JUN-2025 15:13:14)
