

<<START>>,<<FMS_TRADER_CONT_MST>>,,,, 	(01-APR-2025 15:01:59)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP
2,43, 0, 0,825051, 0,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825052, 1,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825052, 0,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825053, 1,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825053, 0,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825054, 1,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825054, 0,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825055, 1,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825055, 0,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825056, 0,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825057, 2,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825057, 1,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825057, 0,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825058, 3,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825058, 2,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825058, 1,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825059, 1,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825059, 0,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825060, 1,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825060, 0,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825061, 1,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825061, 0,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825062, 1,I, 	(01-APR-2025 15:02:00)
2,43, 0, 0,825062, 0,I, 	(01-APR-2025 15:02:00)
2,1, 0, 0,825063, 0,D, 	(01-APR-2025 15:02:00)
2,15, 0, 0,825064, 0,D, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825065, 1,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825065, 0,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825065, 0,D, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825066, 0,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825067, 1,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825067, 0,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825068, 1,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825068, 0,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825069, 1,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825069, 0,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825070, 2,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825070, 1,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825070, 0,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825071, 1,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825071, 0,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825072, 1,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825072, 0,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825073, 1,I, 	(01-APR-2025 15:02:00)
2,51, 0, 0,825073, 0,I, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825074, 0,T, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825075, 2,D, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825075, 1,D, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825075, 0,D, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825076, 1,T, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825076, 0,T, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825077, 1,T, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825077, 0,T, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825078, 0,T, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825079, 0,T, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825080, 1,T, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825080, 0,T, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825081, 1,T, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825081, 0,T, 	(01-APR-2025 15:02:00)
2,20, 0, 0,825082, 0,T, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825083, 0,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825084, 0,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825085, 0,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825086, 1,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825086, 0,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825087, 0,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825088, 1,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825088, 0,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825089, 0,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825090, 0,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825091, 1,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825091, 0,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825092, 1,I, 	(01-APR-2025 15:02:00)
2,14, 0, 0,825092, 0,I, 	(01-APR-2025 15:02:00)
2,null, 0, 0,825093, 1,I, 	(01-APR-2025 15:02:00)	 (Not Inserted)
2,null, 0, 0,825093, 0,I, 	(01-APR-2025 15:02:00)	 (Not Inserted)
2,154, 0, 0,825093, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825094, 5,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825094, 4,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825094, 3,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825094, 2,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825094, 1,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825094, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825095, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825096, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825097, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825098, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825099, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825100, 3,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825100, 2,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825100, 1,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825100, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825101, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825102, 1,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825102, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825103, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825104, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825105, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825106, 2,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825106, 1,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825106, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825107, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825108, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825109, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825110, 1,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825110, 0,D, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825111, 2,T, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825111, 1,T, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825111, 0,T, 	(01-APR-2025 15:02:00)
2,154, 0, 0,825112, 0,D, 	(01-APR-2025 15:02:00)
2,124, 0, 0,825113, 2,I, 	(01-APR-2025 15:02:00)
2,124, 0, 0,825113, 1,I, 	(01-APR-2025 15:02:00)
2,124, 0, 0,825113, 0,I, 	(01-APR-2025 15:02:00)
2,124, 0, 0,825114, 2,I, 	(01-APR-2025 15:02:00)
2,124, 0, 0,825114, 1,I, 	(01-APR-2025 15:02:00)
2,124, 0, 0,825114, 0,I, 	(01-APR-2025 15:02:00)
2,61, 0, 0,825115, 1,I, 	(01-APR-2025 15:02:00)
2,61, 0, 0,825115, 0,I, 	(01-APR-2025 15:02:00)
2,61, 0, 0,825116, 0,I, 	(01-APR-2025 15:02:00)
2,61, 0, 0,825117, 2,I, 	(01-APR-2025 15:02:00)
2,61, 0, 0,825117, 1,I, 	(01-APR-2025 15:02:00)
2,61, 0, 0,825117, 0,I, 	(01-APR-2025 15:02:00)
2,61, 0, 0,825118, 2,I, 	(01-APR-2025 15:02:00)
2,61, 0, 0,825118, 1,I, 	(01-APR-2025 15:02:00)
2,61, 0, 0,825118, 0,I, 	(01-APR-2025 15:02:00)
2,211, 0, 0,825119, 1,I, 	(01-APR-2025 15:02:00)
2,211, 0, 0,825119, 0,I, 	(01-APR-2025 15:02:00)
2,159, 0, 0,825120, 1,D, 	(01-APR-2025 15:02:00)
2,159, 0, 0,825120, 0,D, 	(01-APR-2025 15:02:00)
2,186, 0, 0,825121, 1,D, 	(01-APR-2025 15:02:00)
2,186, 0, 0,825121, 0,D, 	(01-APR-2025 15:02:00)
2,166, 0, 0,825122, 5,T, 	(01-APR-2025 15:02:00)
2,166, 0, 0,825122, 4,T, 	(01-APR-2025 15:02:00)
2,166, 0, 0,825122, 3,T, 	(01-APR-2025 15:02:00)
2,166, 0, 0,825122, 2,T, 	(01-APR-2025 15:02:00)
2,166, 0, 0,825122, 1,T, 	(01-APR-2025 15:02:00)
2,166, 0, 0,825122, 0,T, 	(01-APR-2025 15:02:00)
2,166, 0, 0,825123, 1,T, 	(01-APR-2025 15:02:00)
2,166, 0, 0,825123, 0,T, 	(01-APR-2025 15:02:00)
2,64, 0, 0,825124, 2,D, 	(01-APR-2025 15:02:00)
2,64, 0, 0,825124, 1,D, 	(01-APR-2025 15:02:00)
2,64, 0, 0,825124, 0,D, 	(01-APR-2025 15:02:00)
2,81, 0, 0,825125, 0,I, 	(01-APR-2025 15:02:00)
2,181, 0, 0,825126, 1,I, 	(01-APR-2025 15:02:00)
2,181, 0, 0,825126, 0,I, 	(01-APR-2025 15:02:00)

TOTAL DATA IN EXCEL : 256 	(01-APR-2025 15:02:00)
 

TOTAL DATA INSERTED : 241 	(01-APR-2025 15:02:00)
 

TOTAL SKIPPED DATA 15 	(01-APR-2025 15:02:00)
 
<<END>><<FMS_TRADER_CONT_MST>> 	(01-APR-2025 15:02:00)
 
