

<<START>>,<<FMS_SUPPLY_PURCHASE_MAP_DTL(DLNG)>>,, 	(31-MAY-2025 11:34:43)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,PUR_CONT_NO,TIMESTAMP,
SGIPL,21,F,1,0,230001,0,721015, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,230001,0,721011, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,230001,0,721007, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,230001,0,720030, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,210001,0,719002, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,210001,0,719006, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,220002,1,721007, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,230001,0,721013, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,230001,0,, 	(31-MAY-2025 11:34:43)	 (Not Inserted)
SGIPL,21,F,1,0,230001,0,721008, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,220001,0,823029, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,220003,1,721015, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,230002,0,723003, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,220002,0,721007, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,230001,0,721003, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,230001,0,, 	(31-MAY-2025 11:34:43)	 (Not Inserted)
SGIPL,21,F,1,0,210001,1,719007, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,220003,0,721015, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,210001,0,719005, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,230001,0,721002, 	(31-MAY-2025 11:34:43)
SGIPL,21,F,1,0,210001,0,719007, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,210003,1,721007, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,230005,0,720004, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,220007,1,721005, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,220004,0,, 	(31-MAY-2025 11:34:43)	 (Not Inserted)
BIL,197,F,1,0,240003,0,723009, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,200001,0,720024, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,230005,0,719007, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,240003,0,724001, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,220005,0,720005, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,220007,0,721005, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,220005,0,719007, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,210002,1,821005, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,200001,1,720024, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,220006,1,823028, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,210003,0,721007, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,240002,0,723008, 	(31-MAY-2025 11:34:43)
BIL,197,F,1,0,220004,1,, 	(31-MAY-2025 11:34:43)	 (Not Inserted)
