

<<START>>,<<FMS_LTCORA_CONT_BILLING_DTL>>,, 	(12-SEP-2025 16:03:34)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO,TIMESTAMP,
2,1 , C,A,1,0,15001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15001,0,O, 	(12-SEP-2025 16:03:34)
2,4 , C,A,1,0,16003,0,Q, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,16004,0,O, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,16005,0,O, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,16005,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,16001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,16001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,16001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,16001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,16001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,16001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,16001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,16001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,16001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,16001,0,O, 	(12-SEP-2025 16:03:34)
2,20 , C,A,1,0,17004,0,Q, 	(12-SEP-2025 16:03:34)
2,20 , C,A,2,0,17009,0,Q, 	(12-SEP-2025 16:03:34)
2,3 , C,A,5,1,19005,0,Q, 	(12-SEP-2025 16:03:34)
2,3 , C,A,2,0,17003,0,Q, 	(12-SEP-2025 16:03:34)
2,20 , C,A,3,0,17005,0,Q, 	(12-SEP-2025 16:03:34)
2,3 , C,A,3,0,17002,0,Q, 	(12-SEP-2025 16:03:34)
2,3 , C,A,5,0,19013,0,Q, 	(12-SEP-2025 16:03:34)
2,20 , C,A,8,0,19017,0,Q, 	(12-SEP-2025 16:03:34)
2,3 , C,A,5,0,19012,0,Q, 	(12-SEP-2025 16:03:34)
2,3 , C,A,5,0,19006,0,Q, 	(12-SEP-2025 16:03:34)
2,3 , C,A,5,0,19007,0,Q, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15002,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15002,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15002,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15002,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15002,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15002,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15002,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,15002,0,O, 	(12-SEP-2025 16:03:34)
2,4 , C,A,2,0,18003,0,Q, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,16006,0,O, 	(12-SEP-2025 16:03:34)
2,20 , C,A,5,0,17006,0,Q, 	(12-SEP-2025 16:03:34)
2,3 , C,A,4,0,18002,0,Q, 	(12-SEP-2025 16:03:34)
2,4 , C,A,3,0,18004,0,Q, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,19016,0,O, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,19016,0,O, 	(12-SEP-2025 16:03:34)
2,3 , C,A,5,0,19008,0,Q, 	(12-SEP-2025 16:03:34)
2,20 , C,A,11,0,19018,0,Q, 	(12-SEP-2025 16:03:34)
2,3 , C,A,1,0,15003,0,Q, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,16008,0,O, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,16008,0,O, 	(12-SEP-2025 16:03:34)
2,3 , C,A,5,0,19009,0,Q, 	(12-SEP-2025 16:03:34)
2,20 , C,A,7,0,19019,0,Q, 	(12-SEP-2025 16:03:34)
2,3 , C,A,5,0,19010,0,Q, 	(12-SEP-2025 16:03:34)
2,20 , C,A,12,0,19020,0,Q, 	(12-SEP-2025 16:03:34)
2,4 , C,A,4,0,19015,0,Q, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,18001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,18001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,18001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,18001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,18001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,18001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,18001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,18001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,18001,0,O, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,15004,0,O, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,15004,0,O, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,16009,0,O, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,16009,0,O, 	(12-SEP-2025 16:03:34)
2,3 , C,A,1,0,16002,0,Q, 	(12-SEP-2025 16:03:34)
2,20 , C,A,6,0,17007,0,Q, 	(12-SEP-2025 16:03:34)
2,20 , C,A,9,0,19021,0,Q, 	(12-SEP-2025 16:03:34)
2,3 , C,A,5,0,19011,0,Q, 	(12-SEP-2025 16:03:34)
2,4 , C,A,4,0,19014,0,Q, 	(12-SEP-2025 16:03:34)
2,20 , C,A,4,0,17008,0,Q, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,16007,0,O, 	(12-SEP-2025 16:03:34)
2,11 , C,A,1,0,16007,0,O, 	(12-SEP-2025 16:03:34)
2,20 , C,A,14,0,19022,0,Q, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,17001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,17001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,17001,0,O, 	(12-SEP-2025 16:03:34)
2,1 , C,A,1,0,17001,0,O, 	(12-SEP-2025 16:03:34)
