

<<START>>,<<FMS_SUPPLY_BILLING_DTL>>,, 	(13-MAY-2025 10:47:00)
2,20,C,A,13,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,13,0,45,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,13,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,13,0,45,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,14,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,14,0,45,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,14,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,14,0,45,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,5,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,5,0,45,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,5,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,5,0,45,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,16,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,16,0,45,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,16,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,16,0,45,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,18,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,18,0,45,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,18,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,18,0,45,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,19,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,19,0,45,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,19,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,19,0,45,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,4,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,4,0,45,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,4,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,4,0,45,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,6,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,6,0,45,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,6,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,6,0,45,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,45,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,45,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,45,3, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,45,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,29,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,29,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,29,3, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,29,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,29,5, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,29,6, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,29,7, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,29,8, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,4,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,4,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,4,3, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,4,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,4,5, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,4,6, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,4,7, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,4,8, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,4,9, 	(13-MAY-2025 10:47:32)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,171,,,,,, 	(13-MAY-2025 10:47:32)
 

TOTAL DATA INSERTED : ,0,,,,,, 	(13-MAY-2025 10:47:32)
 

TOTAL SKIPPED DATA ,171,,,,,, 	(13-MAY-2025 10:47:32)
 
<<END>>,<<FMS_LTCORA_AGMT_TRANSPTR>>,,,,,, 	(13-MAY-2025 10:47:32)
 

<<START>>,<<FMS_LTCORA_AGMT_PLANT>>,, 	(13-MAY-2025 10:47:32)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO,TIMESTAMP,
2,1,C,A,1,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1,C,A,1,0,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1,C,A,1,0,3, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1,C,A,1,0,9, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1,C,A,1,0,4, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1,C,A,1,0,7, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1,C,A,1,0,8, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1,C,A,1,0,10, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1,C,A,1,0,5, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3,C,A,3,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3,C,A,2,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3,C,A,1,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3,C,A,4,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3,C,A,5,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3,C,A,5,1,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4,C,A,6,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4,C,A,1,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4,C,A,3,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4,C,A,5,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4,C,A,7,0,5, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4,C,A,7,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4,C,A,4,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4,C,A,7,0,6, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4,C,A,2,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,11,C,A,1,0,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,11,C,A,1,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,15,C,A,1,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,15,C,A,1,0,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,1,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,7,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,8,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,3,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,12,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,6,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,17,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,13,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,4,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,19,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,5,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,10,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,16,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,15,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,2,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,9,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,14,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,11,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20,C,A,18,0,1, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154,C,A,1,0,2, 	(13-MAY-2025 10:47:32)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,48,,,,,, 	(13-MAY-2025 10:47:32)
 

TOTAL DATA INSERTED : ,0,,,,,, 	(13-MAY-2025 10:47:32)
 

TOTAL SKIPPED DATA ,48,,,,,, 	(13-MAY-2025 10:47:32)
 
<<END>>,<<FMS_LTCORA_AGMT_PLANT>>,,,,,, 	(13-MAY-2025 10:47:32)
 

<<START>>,<<FMS_LTCORA_AGMT_LIABILITY>>,, 	(13-MAY-2025 10:47:32)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,TIMESTAMP,
2,1 , C , A , 1,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3 , C , A , 1,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3 , C , A , 2,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3 , C , A , 3,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3 , C , A , 4,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3 , C , A , 5,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3 , C , A , 5,1,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C , A , 1,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C , A , 2,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C , A , 3,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C , A , 4,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C , A , 5,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C , A , 6,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C , A , 7,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,11 , C , A , 1,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,15 , C , A , 1,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 1,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 2,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 3,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 4,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 5,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 6,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 7,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 8,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 9,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 10,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 11,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 12,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 13,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 14,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 15,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 16,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 17,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 18,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C , A , 19,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154 , C , A , 1,0,, 	(13-MAY-2025 10:47:32)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,36,,,,,, 	(13-MAY-2025 10:47:32)
 

TOTAL DATA INSERTED : ,0,,,,,, 	(13-MAY-2025 10:47:32)
 

TOTAL SKIPPED DATA ,36,,,,,, 	(13-MAY-2025 10:47:32)
 
<<END>>,<<FMS_LTCORA_AGMT_LIABILITY>>,,,,,, 	(13-MAY-2025 10:47:32)
 

<<START>>,<<FMS_LTCORA_AGMT_BILLING_DTL>>,, 	(13-MAY-2025 10:47:32)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO,TIMESTAMP,
2,1 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,1 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3 , C,A,2,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3 , C,A,3,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3 , C,A,4,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,3 , C,A,5,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C,A,2,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C,A,3,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C,A,4,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C,A,5,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C,A,6,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C,A,7,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C,A,7,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,4 , C,A,7,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,11 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,11 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,15 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,15 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,11,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,12,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,14,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,15,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,16,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,17,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,18,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,19,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,2,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,3,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,5,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,6,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,7,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,8,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,20 , C,A,9,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)
2,154 , C,A,1,0, 	(13-MAY-2025 10:47:32)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,44,,,,,, 	(13-MAY-2025 10:47:32)
 

TOTAL DATA INSERTED : ,0,,,,,, 	(13-MAY-2025 10:47:32)
 

TOTAL SKIPPED DATA ,44,,,,,, 	(13-MAY-2025 10:47:32)
 
<<END>>,<<FMS_LTCORA_AGMT_BILLING_DTL>>,,,,,, 	(13-MAY-2025 10:47:32)
 

<<START>>,<<FMS_LTCORA_CONT_MST>>,, 	(13-MAY-2025 10:47:32)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,CONTRACT_TYPE,CONT_NO,CONT_REV,TIMESTAMP,
2,1,C,A,1,0,,15003,0, 	(13-MAY-2025 10:47:32)
2,1,C,A,1,0,,16002,0, 	(13-MAY-2025 10:47:32)
2,1,C,A,1,0,,15004,0, 	(13-MAY-2025 10:47:32)
2,1,C,A,1,0,,18002,0, 	(13-MAY-2025 10:47:32)
2,1,C,A,1,0,,17002,0, 	(13-MAY-2025 10:47:32)
2,1,C,A,1,0,,19002,0, 	(13-MAY-2025 10:47:32)
2,1,C,A,1,0,,21003,0, 	(13-MAY-2025 10:47:32)
2,1,C,A,1,0,,24002,0, 	(13-MAY-2025 10:47:32)
2,1,C,A,1,0,,21004,0, 	(13-MAY-2025 10:47:32)
2,3,C,A,3,0,,17005,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19019,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,2,0,,17006,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,2,0,,17007,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,3,0,,17008,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19020,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19021,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19022,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19023,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,4,0,,18003,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19024,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,1,0,,15003,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19025,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19026,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19027,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,1,0,,15004,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,1,0,,16002,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,4,0,,18004,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19028,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19029,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,1,,19030,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19031,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,0,,19032,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,1,,19033,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,1,,19034,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,1,,19035,0, 	(13-MAY-2025 10:47:33)
2,3,C,A,5,1,,19036,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,1,0,,16003,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,1,0,,16004,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,4,0,,19004,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,2,0,,18005,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,2,0,,18006,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,3,0,,18007,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,3,0,,18008,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,4,0,,19005,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,4,0,,19006,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,5,0,,20003,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,5,0,,20004,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,7,0,,24003,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,6,0,,21003,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,6,0,,21004,0, 	(13-MAY-2025 10:47:33)
2,4,C,A,7,0,,24004,0, 	(13-MAY-2025 10:47:33)
2,11,C,A,1,0,,16007,0, 	(13-MAY-2025 10:47:33)
2,11,C,A,1,0,,16008,0, 	(13-MAY-2025 10:47:33)
2,11,C,A,1,0,,16009,0, 	(13-MAY-2025 10:47:33)
2,11,C,A,1,0,,19003,0, 	(13-MAY-2025 10:47:33)
2,11,C,A,1,0,,19004,0, 	(13-MAY-2025 10:47:33)
2,11,C,A,1,0,,16010,0, 	(13-MAY-2025 10:47:33)
2,11,C,A,1,0,,15002,0, 	(13-MAY-2025 10:47:33)
2,11,C,A,1,0,,16011,0, 	(13-MAY-2025 10:47:33)
2,11,C,A,1,0,,16012,0, 	(13-MAY-2025 10:47:33)
2,15,C,A,1,0,,20003,0, 	(13-MAY-2025 10:47:33)
2,15,C,A,1,0,,20004,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,3,0,,17013,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,1,0,,17014,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,1,0,,17015,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,2,0,,17016,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,2,0,,17017,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,3,0,,17018,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,8,0,,19019,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,8,0,,19020,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,9,0,,19021,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,10,0,,19022,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,5,0,,17019,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,5,0,,17020,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,11,0,,19023,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,7,0,,19024,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,7,0,,19025,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,12,0,,19026,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,12,0,,19027,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,14,0,,19028,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,13,0,,19002,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,6,0,,17021,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,6,0,,17022,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,11,0,,19029,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,9,0,,19030,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,4,0,,17023,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,4,0,,17024,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,14,0,,19031,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,10,0,,19032,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,15,0,,19033,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,15,0,,19034,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,16,0,,19035,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,18,0,,20006,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,16,0,,19036,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,18,0,,20007,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,18,0,,20008,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,17,0,,20009,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,17,0,,20010,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,19,0,,25004,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,19,0,,25005,0, 	(13-MAY-2025 10:47:33)
2,20,C,A,19,0,,25006,0, 	(13-MAY-2025 10:47:33)
2,154,C,A,1,0,,25004,0, 	(13-MAY-2025 10:47:33)
2,154,C,A,1,0,,25005,0, 	(13-MAY-2025 10:47:33)
2,154,C,A,1,0,,25006,0, 	(13-MAY-2025 10:47:33)

TOTAL DATA IN EXCEL : ,104,,,,,, 	(13-MAY-2025 10:47:33)
 

TOTAL DATA INSERTED : ,104,,,,,, 	(13-MAY-2025 10:47:33)
 

TOTAL SKIPPED DATA ,0,,,,,, 	(13-MAY-2025 10:47:33)
 
<<END>>,<<FMS_LTCORA_CONT_MST>>,,,,,, 	(13-MAY-2025 10:47:33)
 

<<START>>,<<FMS_LTCORA_CONT_BU>>, 	(13-MAY-2025 10:47:33)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO 	(13-MAY-2025 10:47:33)
 

TOTAL DATA IN EXCEL : ,0, 	(13-MAY-2025 10:47:33)
 

TOTAL DATA INSERTED : ,104, 	(13-MAY-2025 10:47:33)
 

TOTAL SKIPPED DATA ,104, 	(13-MAY-2025 10:47:33)
 
<<END>>,<<FMS_LTCORA_CONT_BU>>, 	(13-MAY-2025 10:47:33)
 

<<START>>,<<FMS_LTCORA_CONT_TRANSPTR>>,,,,,,,, 	(13-MAY-2025 10:47:50)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, TRANSPORTER_CD, PLANT_SEQ_NO, AGMT_TYPE, TIMESTAMP,
2,1,1,0,15001,0,O,45,1,A, 	(13-MAY-2025 10:47:50)	 (Not Inserted)
2,1,1,0,15002,0,O,45,1,A, 	(13-MAY-2025 10:47:50)	 (Not Inserted)
2,1,1,0,16001,0,O,45,1,A, 	(13-MAY-2025 10:47:50)	 (Not Inserted)
2,1,1,0,21002,0,O,45,1,A, 	(13-MAY-2025 10:47:50)	 (Not Inserted)
