

<<START>>,<<FMS_OTH_INVOICE_MST>>,, 	(15-DEC-2025 12:57:54)
 
COMPANY_CD,SUPPLIER_CD,VENDOR_CD,INVOICE_TYPE,FINANCIAL_YEAR,INVOICE_SEQ,INVOICE_NO,TIMESTAMP,
2,1 , 9,COSTR,2017-2018,,RCP0001/2017-18, 	(15-DEC-2025 12:57:54)	 (Not Inserted)
2,2 , 2,COSTR,2017-2018,,RCL0001/2017-18, 	(15-DEC-2025 12:57:54)	 (Not Inserted)
2,1 , 12,COSTR,2017-2018,,RCP0002/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 7,COSTR,2017-2018,,RCL0002/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 12,COSTR,2017-2018,,RCP0003/2017-18, 	(15-DEC-2025 12:57:54)	 (Not Inserted)
2,2 , 1,COSTR,2017-2018,,RCL0003/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 3,COSTR,2017-2018,,RCL0004/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 21,COSTR,2017-2018,,RCP0004/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 8,COSTR,2017-2018,,RCL0005/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 33,COSTR,2017-2018,,RCP0005/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 42,COSTR,2017-2018,,RCP0006/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 6,COSTR,2017-2018,,RCL0006/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 4,COSTR,2017-2018,,RCL0007/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 42,COSTR,2017-2018,,RCP0007/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 5,COSTR,2017-2018,,RCL0008/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 42,COSTR,2017-2018,,RCP0008/2017-18, 	(15-DEC-2025 12:57:54)	 (Not Inserted)
2,1 , 42,COSTR,2017-2018,,RCP0009/2017-18, 	(15-DEC-2025 12:57:54)	 (Not Inserted)
2,2 , 11,COSTR,2017-2018,,RCL0009/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 10,COSTR,2017-2018,,RCL0010/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 43,COSTR,2017-2018,,RCP0010/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 10,COSTR,2017-2018,,RCL0011/2017-18, 	(15-DEC-2025 12:57:54)	 (Not Inserted)
2,1 , 33,COSTR,2017-2018,,RCP0011/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 10,COSTR,2017-2018,,RCL0012/2017-18, 	(15-DEC-2025 12:57:54)	 (Not Inserted)
2,1 , 21,COSTR,2017-2018,,RCP0012/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 33,COSTR,2017-2018,,RCP0013/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 27,COSTR,2017-2018,,RCL0013/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 33,COSTR,2017-2018,,RCP0014/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 26,COSTR,2017-2018,,RCL0014/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 18,COSTR,2017-2018,,RCL0015/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 9,COSTR,2017-2018,,RCP0015/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 1,COSTR,2017-2018,,RCL0016/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 42,COSTR,2017-2018,,RCP0016/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 42,COSTR,2017-2018,,RCP0017/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 2,COSTR,2017-2018,,RCL0017/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 3,COSTR,2017-2018,,RCL0018/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 33,COSTR,2017-2018,,RCP0018/2017-18, 	(15-DEC-2025 12:57:54)	 (Not Inserted)
2,2 , 4,COSTR,2017-2018,,RCL0019/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 47,COSTR,2017-2018,,RCP0019/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 5,COSTR,2017-2018,,RCL0020/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 67,COSTR,2017-2018,,RCP0020/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 12,COSTR,2017-2018,,RCP0021/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 6,COSTR,2017-2018,,RCL0021/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 7,COSTR,2017-2018,,RCL0022/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 9,COSTR,2017-2018,,RCP0022/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 29,COSTR,2017-2018,,RCL0023/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 21,COSTR,2017-2018,,RCP0023/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 30,COSTR,2017-2018,,RCL0024/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 68,COSTR,2017-2018,,RCP0024/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 32,COSTR,2017-2018,,RCL0025/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 33,COSTR,2017-2018,,RCP0025/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 31,COSTR,2017-2018,,RCL0026/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 71,COSTR,2017-2018,,RCP0026/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 8,COSTR,2017-2018,,RCL0027/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 33,COSTR,2017-2018,,RCP0027/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 20,COSTR,2017-2018,,RCL0028/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 33,COSTR,2017-2018,,RCP0028/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 33,COSTR,2017-2018,,RCL0029/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 33,COSTR,2017-2018,,RCP0029/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 17,COSTR,2017-2018,,RCL0030/2017-18, 	(15-DEC-2025 12:57:54)
2,1 , 47,COSTR,2017-2018,,RCP0030/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 19,COSTR,2017-2018,,RCL0031/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 12,COSTR,2017-2018,,RCL0032/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 22,COSTR,2017-2018,,RCL0033/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 10,COSTR,2017-2018,,RCL0034/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 23,COSTR,2017-2018,,RCL0035/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 12,COSTR,2017-2018,,RCL0036/2017-18, 	(15-DEC-2025 12:57:54)
2,2 , 12,COSTR,2017-2018,,RCL0037/2017-18, 	(15-DEC-2025 12:57:54)
