

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(17-FEB-2025 15:13:34)
2 , 160 , SIMPL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 160 , SIMPL , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 160 , SIMPL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 160 , SIMPL , C , 2 , 1001, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 160 , SIMPL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 19 , ATGL , C , 2 , 1004, 	(17-FEB-2025 15:13:35)
2 , 19 , ATGL , C , 2 , 1004, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 19 , ATGL , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 19 , ATGL , C , 2 , 1005, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 19 , ATGL , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 19 , ATGL , C , 2 , 1001, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 19 , ATGL , C , 2 , 1003, 	(17-FEB-2025 15:13:35)
2 , 19 , ATGL , C , 2 , 1003, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 19 , ATGL , C , 2 , 1006, 	(17-FEB-2025 15:13:35)
2 , 19 , ATGL , C , 2 , 1006, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 20 , AMNS , C , 4 , 1004, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , C , 4 , 1005, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , C , 2 , 1007, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , C , 1 , 1007, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , C , 4 , 1001, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , C , 2 , 1003, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , T , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 20 , AMNS , T , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 11 , 1004, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 10 , 1004, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 9 , 1004, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 8 , 1004, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 7 , 1004, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 6 , 1004, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 4 , 1004, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 3 , 1004, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 2 , 1004, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 11 , 1005, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 10 , 1005, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 9 , 1005, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 8 , 1005, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 7 , 1005, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 6 , 1005, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 5 , 1005, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 4 , 1005, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 3 , 1005, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 11 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 10 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 9 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 8 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 7 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 6 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 5 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 4 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 3 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 2 , 1002, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 3 , 1003, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 2 , 1003, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , C , 11 , 1006, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , T , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , T , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , T , 4 , 1001, 	(17-FEB-2025 15:13:35)
2 , 154 , SEMTIPL , T , 3 , 1001, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 5 , 1005, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 3 , 1005, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 5 , 1001, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 3 , 1001, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 5 , 1003, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 3 , 1003, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 1 , 1003, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 5 , 1006, 	(17-FEB-2025 15:13:35)
2 , 21 , SGIPL , C , 3 , 1006, 	(17-FEB-2025 15:13:35)
2 , 22 , VGL , C , 3 , 1004, 	(17-FEB-2025 15:13:35)
2 , 22 , VGL , C , 3 , 1005, 	(17-FEB-2025 15:13:35)
2 , 22 , VGL , C , 2 , 1005, 	(17-FEB-2025 15:13:35)
2 , 22 , VGL , C , 1 , 1005, 	(17-FEB-2025 15:13:35)
2 , 22 , VGL , C , 3 , 1001, 	(17-FEB-2025 15:13:35)
2 , 22 , VGL , C , 2 , 1001, 	(17-FEB-2025 15:13:35)
2 , 22 , VGL , C , 1 , 1001, 	(17-FEB-2025 15:13:35)
2 , 22 , VGL , C , 3 , 1006, 	(17-FEB-2025 15:13:35)
2 , 23 , PGPGPL , C , 4 , 1004, 	(17-FEB-2025 15:13:35)
2 , 23 , PGPGPL , C , 3 , 1004, 	(17-FEB-2025 15:13:35)
2 , 23 , PGPGPL , C , 2 , 1004, 	(17-FEB-2025 15:13:35)
2 , 23 , PGPGPL , C , 1 , 1004, 	(17-FEB-2025 15:13:35)
2 , 23 , PGPGPL , C , 4 , 1004, 	(17-FEB-2025 15:13:35)	 (Not Inserted)
2 , 23 , PGPGPL , C , 3 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 4 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 3 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 4 , 1005, 	(17-FEB-2025 15:13:36)
2 , 23 , PGPGPL , C , 3 , 1005, 	(17-FEB-2025 15:13:36)
2 , 23 , PGPGPL , C , 2 , 1005, 	(17-FEB-2025 15:13:36)
2 , 23 , PGPGPL , C , 1 , 1005, 	(17-FEB-2025 15:13:36)
2 , 23 , PGPGPL , C , 4 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 3 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 4 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 3 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 4 , 1001, 	(17-FEB-2025 15:13:36)
2 , 23 , PGPGPL , C , 3 , 1001, 	(17-FEB-2025 15:13:36)
2 , 23 , PGPGPL , C , 2 , 1001, 	(17-FEB-2025 15:13:36)
2 , 23 , PGPGPL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 23 , PGPGPL , C , 4 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 3 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 4 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 3 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 4 , 1003, 	(17-FEB-2025 15:13:36)
2 , 23 , PGPGPL , C , 2 , 1003, 	(17-FEB-2025 15:13:36)
2 , 23 , PGPGPL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 23 , PGPGPL , C , 4 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 4 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 2 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 23 , PGPGPL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 24 , HCG , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 24 , HCG , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 24 , HCG , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 25 , GGL , C , 1 , 1005, 	(17-FEB-2025 15:13:36)
2 , 25 , GGL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 25 , GGL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 26 , CFC , C , 3 , 1004, 	(17-FEB-2025 15:13:36)
2 , 26 , CFC , C , 2 , 1004, 	(17-FEB-2025 15:13:36)
2 , 26 , CFC , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 26 , CFC , C , 3 , 1001, 	(17-FEB-2025 15:13:36)
2 , 26 , CFC , C , 2 , 1001, 	(17-FEB-2025 15:13:36)
2 , 26 , CFC , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 26 , CFC , C , 2 , 1003, 	(17-FEB-2025 15:13:36)
2 , 26 , CFC , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 26 , CFC , C , 3 , 1006, 	(17-FEB-2025 15:13:36)
2 , 27 , IFFCO , C , 2 , 1004, 	(17-FEB-2025 15:13:36)
2 , 27 , IFFCO , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 27 , IFFCO , C , 3 , 1005, 	(17-FEB-2025 15:13:36)
2 , 27 , IFFCO , C , 3 , 1001, 	(17-FEB-2025 15:13:36)
2 , 27 , IFFCO , C , 2 , 1001, 	(17-FEB-2025 15:13:36)
2 , 27 , IFFCO , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 27 , IFFCO , C , 3 , 1003, 	(17-FEB-2025 15:13:36)
2 , 27 , IFFCO , C , 2 , 1003, 	(17-FEB-2025 15:13:36)
2 , 27 , IFFCO , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 28 , HGL-RLNG , C , 1 , 1005, 	(17-FEB-2025 15:13:36)
2 , 28 , HGL-RLNG , C , 1 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 28 , HGL-RLNG , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 28 , HGL-RLNG , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 9 , 1004, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 8 , 1004, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 7 , 1004, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 6 , 1004, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 4 , 1004, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 3 , 1004, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 2 , 1004, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 9 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 8 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 7 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 6 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 4 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 3 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 2 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 1 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 11 , 1005, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 10 , 1005, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 5 , 1005, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 11 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 10 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 5 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 11 , 1001, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 10 , 1001, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 9 , 1001, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 8 , 1001, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 7 , 1001, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 6 , 1001, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 5 , 1001, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 4 , 1001, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 3 , 1001, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 2 , 1001, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 11 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 10 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 9 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 8 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 7 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 6 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 5 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 4 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 3 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 2 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 1 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 11 , 1003, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 10 , 1003, 	(17-FEB-2025 15:13:36)
2 , 29 , PipeInfra , C , 11 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 29 , PipeInfra , C , 10 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , NFL-Nangal , C , 3 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , NFL-Nangal , C , 2 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , NFL-Nangal , C , 1 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , NFL-Nangal , C , 3 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , NFL-Nangal , C , 3 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , NFL-Nangal , C , 2 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , NFL-Nangal , C , 1 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , NFL-Nangal , C , 1 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , NFL-Nangal , C , 3 , 1006, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , NFL-Nangal , C , 2 , 1006, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 31 , HSIL , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 31 , HSIL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 31 , HSIL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 32 , KFL , C , 2 , 1004, 	(17-FEB-2025 15:13:36)
2 , 32 , KFL , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 32 , KFL , C , 2 , 1001, 	(17-FEB-2025 15:13:36)
2 , 32 , KFL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 32 , KFL , C , 2 , 1003, 	(17-FEB-2025 15:13:36)
2 , 32 , KFL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 197 , BIL , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 197 , BIL , C , 1 , 1005, 	(17-FEB-2025 15:13:36)
2 , 197 , BIL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 197 , BIL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 197 , BIL , C , 1 , 1006, 	(17-FEB-2025 15:13:36)
2 , 254 , RIPL , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 254 , RIPL , C , 1 , 1005, 	(17-FEB-2025 15:13:36)
2 , 254 , RIPL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 254 , RIPL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 254 , RIPL , C , 1 , 1006, 	(17-FEB-2025 15:13:36)
2 , 207 , CP , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 207 , CP , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 207 , CP , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 207 , CP , C , 1 , 1006, 	(17-FEB-2025 15:13:36)
2 ,  , HHFG DLNG , C , 1 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , HHFG DLNG , C , 1 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , HHFG DLNG , C , 1 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , HHFG DLNG , C , 1 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , HHFG DLNG , C , 1 , 1006, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , VWPL , C , 1 , 1004, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , VWPL , C , 1 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , VWPL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , VWPL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 ,  , VWPL , C , 1 , 1006, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 33 , AGP CGD , C , 2 , 1004, 	(17-FEB-2025 15:13:36)
2 , 33 , AGP CGD , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 33 , AGP CGD , C , 2 , 1001, 	(17-FEB-2025 15:13:36)
2 , 33 , AGP CGD , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 33 , AGP CGD , C , 2 , 1003, 	(17-FEB-2025 15:13:36)
2 , 33 , AGP CGD , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 33 , AGP CGD , C , 2 , 1006, 	(17-FEB-2025 15:13:36)
2 , 33 , AGP CGD , C , 1 , 1006, 	(17-FEB-2025 15:13:36)
2 , 34 , MINDA , C , 2 , 1004, 	(17-FEB-2025 15:13:36)
2 , 34 , MINDA , C , 2 , 1005, 	(17-FEB-2025 15:13:36)
2 , 34 , MINDA , C , 2 , 1001, 	(17-FEB-2025 15:13:36)
2 , 34 , MINDA , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 34 , MINDA , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 34 , MINDA , C , 2 , 1006, 	(17-FEB-2025 15:13:36)
2 , 34 , MINDA , C , 1 , 1006, 	(17-FEB-2025 15:13:36)
2 , 238 , LEIPL , C , 1 , 1005, 	(17-FEB-2025 15:13:36)
2 , 238 , LEIPL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 238 , LEIPL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 238 , LEIPL , C , 1 , 1006, 	(17-FEB-2025 15:13:36)
2 , 35 , SCHOTT , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 35 , SCHOTT , C , 1 , 1005, 	(17-FEB-2025 15:13:36)
2 , 35 , SCHOTT , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 35 , SCHOTT , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 35 , SCHOTT , C , 1 , 1006, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 3 , 1005, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 4 , 1004, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 2 , 1004, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 4 , 1005, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 3 , 1005, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 36 , HIL , C , 2 , 1005, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 1 , 1005, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 4 , 1001, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 3 , 1001, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 2 , 1001, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 4 , 1003, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 2 , 1003, 	(17-FEB-2025 15:13:36)
2 , 36 , HIL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 37 , HCGD-B , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 37 , HCGD-B , C , 1 , 1005, 	(17-FEB-2025 15:13:36)
2 , 37 , HCGD-B , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 37 , HCGD-B , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 198 , BIPL , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
2 , 198 , BIPL , C , 2 , 1005, 	(17-FEB-2025 15:13:36)
2 , 198 , BIPL , C , 1 , 1005, 	(17-FEB-2025 15:13:36)
2 , 198 , BIPL , C , 2 , 1001, 	(17-FEB-2025 15:13:36)
2 , 198 , BIPL , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 198 , BIPL , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 198 , BIPL , C , 1 , 1006, 	(17-FEB-2025 15:13:36)
2 , 220 , EXXARO , C , 1 , 1001, 	(17-FEB-2025 15:13:36)
2 , 220 , EXXARO , C , 1 , 1001, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 220 , EXXARO , C , 1 , 1003, 	(17-FEB-2025 15:13:36)
2 , 220 , EXXARO , C , 1 , 1003, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 220 , EXXARO , C , 1 , 1006, 	(17-FEB-2025 15:13:36)
2 , 220 , EXXARO , C , 1 , 1006, 	(17-FEB-2025 15:13:36)	 (Not Inserted)
2 , 38 , KAJARIA , C , 2 , 1004, 	(17-FEB-2025 15:13:36)
2 , 38 , KAJARIA , C , 1 , 1004, 	(17-FEB-2025 15:13:36)
