

<<START>>,<<FMS_INVOICE_MST_CR_DR>>,, 	(10-DEC-2025 17:51:03)
 
COMPANY_CD,COUNTERPARTY_CD,FINANCIAL_YEAR,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,INVOICE_NO,INVOICE_SEQ,TIMESTAMP,
2,1,2021-2022,,,,,,C0002/21-22,479, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,1,2019-2020,0,0,220003,0,L,D018/19-20,894, 	(10-DEC-2025 17:51:03)
2,1,2016-2017,,,,,,null,622, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,1,2016-2017,,,,,,0004/16-17,622, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,1,2020-2021,,,,,,C0005/20-21,935, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,1,2016-2017,,,,,,0001/16-17,622, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,1,2016-2017,,,,,,0002/16-17,622, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,1,2016-2017,,,,,,0003/16-17,622, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,1,2017-2018,,,,,,0003/17-18,658, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,1,2017-2018,,,,,,0004/17-18,658, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,2,2021-2022,6,0,6,0,S,D002/21-22,479, 	(10-DEC-2025 17:51:03)
2,2,2024-2025,6,0,16,2,S,DMH014/24-25,555, 	(10-DEC-2025 17:51:03)
2,2,2024-2025,6,0,16,2,S,DMH015/24-25,556, 	(10-DEC-2025 17:51:03)
2,3,2018-2019,,,,,,C006/18-19,602, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,3,2019-2020,1,0,105,3,S,D006/19-20,895, 	(10-DEC-2025 17:51:03)
2,4,2023-2024,,,,,,C0003/23-24,731, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,4,2019-2020,2,0,1,1,S,C002/19-20,896, 	(10-DEC-2025 17:51:03)
2,4,2019-2020,2,1,3,1,S,D007/19-20,897, 	(10-DEC-2025 17:51:03)
2,4,2020-2021,,,,,,D0001/20-21,935, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,4,2025-2026,,,,,,2CRMH0003/25-26,1, 	(10-DEC-2025 17:51:03)	 (Not Inserted)
2,6,2023-2024,0,0,223072,0,L,C007/23-24,731, 	(10-DEC-2025 17:51:03)
2,6,2019-2020,0,0,220012,0,L,C003/19-20,898, 	(10-DEC-2025 17:51:03)
2,6,2021-2022,0,0,221002,0,L,D009/21-22,480, 	(10-DEC-2025 17:51:03)
2,7,2022-2023,2,0,6,0,S,DMH031/22-23,641, 	(10-DEC-2025 17:51:03)
2,7,2022-2023,2,0,5,0,S,DMH008/22-23,642, 	(10-DEC-2025 17:51:03)
2,7,2022-2023,2,0,5,0,S,DMH011/22-23,643, 	(10-DEC-2025 17:51:03)
