

<<START>>,<<FMS_AGMT_BU>>,, 	(12-SEP-2025 15:26:12)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO,TIMESTAMP,
2,12 , MNGL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,13 , IGL,,0,2,1, 	(12-SEP-2025 15:26:12)
2,13 , IGL,,0,2,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,13 , IGL,,0,2,2, 	(12-SEP-2025 15:26:12)
2,13 , IGL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,14 , BPCL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,269 , TEL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,15 , HPCL,,0,2,1, 	(12-SEP-2025 15:26:12)
2,15 , HPCL,,0,2,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,15 , HPCL,,0,2,2, 	(12-SEP-2025 15:26:12)
2,15 , HPCL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,15 , HPCL,,1,1,1, 	(12-SEP-2025 15:26:12)
2,15 , HPCL,,2,1,1, 	(12-SEP-2025 15:26:12)
2,16 , JSW,,0,1,1, 	(12-SEP-2025 15:26:12)
2,17 , BGL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,18 , GSFC,,0,1,1, 	(12-SEP-2025 15:26:12)
2,228 , H-Energy,,0,1,1, 	(12-SEP-2025 15:26:12)
2,160 , SIMPL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,19 , ATGL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,19 , ATGL,,0,1,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,19 , ATGL,,0,1,2, 	(12-SEP-2025 15:26:12)
2,20 , AMNS,,0,1,1, 	(12-SEP-2025 15:26:12)
2,20 , AMNS,,0,1,2, 	(12-SEP-2025 15:26:12)
2,20 , AMNS,,0,1,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,20 , AMNS,,0,1,3, 	(12-SEP-2025 15:26:12)
2,20 , AMNS,,0,2,1, 	(12-SEP-2025 15:26:12)
2, , SEMTIPL,,0,1,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2, , SEMTIPL,,0,1,2, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2, , SEMTIPL,,0,1,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2, , SEMTIPL,,0,1,3, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,21 , SGIPL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,22 , VGL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,23 , PGPGPL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,23 , PGPGPL,,0,1,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,23 , PGPGPL,,0,1,2, 	(12-SEP-2025 15:26:12)
2,24 , HCG,,0,1,1, 	(12-SEP-2025 15:26:12)
2,25 , GGL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,25 , GGL,,0,1,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,25 , GGL,,0,1,2, 	(12-SEP-2025 15:26:12)
2,28 , HGL-RLNG,,0,1,1, 	(12-SEP-2025 15:26:12)
2,31 , HSIL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,31 , HSIL,,0,1,2, 	(12-SEP-2025 15:26:12)
2,31 , HSIL,,0,1,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,31 , HSIL,,0,1,3, 	(12-SEP-2025 15:26:12)
2,49 , VVF India,,0,1,1, 	(12-SEP-2025 15:26:12)
2,49 , VVF India,,0,1,2, 	(12-SEP-2025 15:26:12)
2,34 , MINDA,,0,1,1, 	(12-SEP-2025 15:26:12)
2,34 , MINDA,,0,1,2, 	(12-SEP-2025 15:26:12)
2,36 , HIL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,36 , HIL,,0,1,2, 	(12-SEP-2025 15:26:12)
2,37 , HCGD-B,,0,1,1, 	(12-SEP-2025 15:26:12)
2,38 , KAJARIA,,0,1,1, 	(12-SEP-2025 15:26:12)
2,38 , KAJARIA,,0,1,2, 	(12-SEP-2025 15:26:12)
2,39 , SISECAM,,0,1,1, 	(12-SEP-2025 15:26:12)
2,40 , ATPL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,40 , ATPL,,0,1,2, 	(12-SEP-2025 15:26:12)
2,41 , OPAL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,41 , OPAL,,0,1,2, 	(12-SEP-2025 15:26:12)
2,46 , TGLPL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,47 , TGBPL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,48 , BGEPL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,49 , VVF India,,0,1,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,49 , VVF India,,0,1,2, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,50 , GNFC,,0,1,1, 	(12-SEP-2025 15:26:12)
2,50 , GNFC,,0,1,2, 	(12-SEP-2025 15:26:12)
2,52 , GLIL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,52 , GLIL,,0,1,2, 	(12-SEP-2025 15:26:12)
2,54 , GFCL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,55 , CPL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,55 , CPL,,0,1,2, 	(12-SEP-2025 15:26:12)
2,56 , IRM,,0,1,1, 	(12-SEP-2025 15:26:12)
2,59 , INPEROX,,0,1,1, 	(12-SEP-2025 15:26:12)
2,61 , EFSPL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,63 , GOAGLSF,,0,1,1, 	(12-SEP-2025 15:26:12)
2,63 , GOAGLSF,,0,1,2, 	(12-SEP-2025 15:26:12)
2,65 , PEFORCV,,0,1,1, 	(12-SEP-2025 15:26:12)
2,65 , PEFORCV,,0,1,2, 	(12-SEP-2025 15:26:12)
2,144 , HINAGIL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,144 , HINAGIL,,0,1,2, 	(12-SEP-2025 15:26:12)
2,92 , NEL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,92 , NEL,,0,2,1, 	(12-SEP-2025 15:26:12)
2,104 , TASTELI,,0,1,1, 	(12-SEP-2025 15:26:12)
2,104 , TASTELI,,0,1,2, 	(12-SEP-2025 15:26:12)
2,104 , TASTELI,,0,2,1, 	(12-SEP-2025 15:26:12)
2,104 , TASTELI,,0,2,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,104 , TASTELI,,0,2,2, 	(12-SEP-2025 15:26:12)
2,162 , BOROREN,,0,1,1, 	(12-SEP-2025 15:26:12)
2,278 , SEMTEXP,,0,1,1, 	(12-SEP-2025 15:26:12)
2,278 , SEMTEXP,,0,1,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,278 , SEMTEXP,,0,1,2, 	(12-SEP-2025 15:26:12)
2,278 , SEMTEXP,,0,1,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,278 , SEMTEXP,,0,1,3, 	(12-SEP-2025 15:26:12)
2,183 , SUMGLAS,,0,1,1, 	(12-SEP-2025 15:26:12)
2,184 , SVTPLIN,,0,1,1, 	(12-SEP-2025 15:26:12)
2,130 , CRMNDEL,,0,1,1, 	(12-SEP-2025 15:26:12)
2,130 , CRMNDEL,,0,1,3, 	(12-SEP-2025 15:26:12)

TOTAL DATA IN EXCEL : ,134,,,,,, 	(12-SEP-2025 15:26:12)
 

TOTAL DATA INSERTED : ,114,,,,,, 	(12-SEP-2025 15:26:12)
 

TOTAL SKIPPED DATA ,20,,,,,, 	(12-SEP-2025 15:26:12)
 
<<END>>,<<FMS_AGMT_BU>>,,,,,, 	(12-SEP-2025 15:26:12)
 

<<START>>,<<FMS_SUPPLY_AGMT_LIABILITY>>,, 	(12-SEP-2025 15:26:12)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,TIMESTAMP,
2,1 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,1 , F , 2,0,, 	(12-SEP-2025 15:26:12)
2,1 , F , 2,1,, 	(12-SEP-2025 15:26:12)
2,1 , F , 3,0,, 	(12-SEP-2025 15:26:12)
2,1 , F , 4,0,, 	(12-SEP-2025 15:26:12)
2,2 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,2 , F , 2,0,, 	(12-SEP-2025 15:26:12)
2,2 , F , 3,0,, 	(12-SEP-2025 15:26:12)
2,2 , F , 4,0,, 	(12-SEP-2025 15:26:12)
2,2 , F , 5,0,, 	(12-SEP-2025 15:26:12)
2,2 , F , 6,0,, 	(12-SEP-2025 15:26:12)
2,2 , F , 6,1,, 	(12-SEP-2025 15:26:12)
2,2 , F , 6,2,, 	(12-SEP-2025 15:26:12)
2,3 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,3 , F , 1,1,, 	(12-SEP-2025 15:26:12)
2,3 , F , 1,2,, 	(12-SEP-2025 15:26:12)
2,3 , F , 1,3,, 	(12-SEP-2025 15:26:12)
2,3 , F , 1,4,, 	(12-SEP-2025 15:26:12)
2,3 , F , 2,0,, 	(12-SEP-2025 15:26:12)
2,4 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,4 , F , 2,0,, 	(12-SEP-2025 15:26:12)
2,4 , F , 2,1,, 	(12-SEP-2025 15:26:12)
2, , F , 1,0,, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2, , F , 1,0,, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,217 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,7 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,7 , F , 2,0,, 	(12-SEP-2025 15:26:12)
2,8 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,218 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,225 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2, , F , 1,0,, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,10 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,11 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,280 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,280 , F , 1,1,, 	(12-SEP-2025 15:26:12)
2,280 , F , 2,0,, 	(12-SEP-2025 15:26:12)
2,12 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,13 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,13 , F , 2,0,, 	(12-SEP-2025 15:26:12)
2,14 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,269 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,15 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,15 , F , 1,1,, 	(12-SEP-2025 15:26:12)
2,15 , F , 1,2,, 	(12-SEP-2025 15:26:12)
2,15 , F , 2,0,, 	(12-SEP-2025 15:26:12)
2,16 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,17 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,18 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,228 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,160 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,19 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,20 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,20 , F , 2,0,, 	(12-SEP-2025 15:26:12)
2, , F , 1,0,, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,21 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,22 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,23 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,24 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,25 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,28 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,31 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,49 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,34 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,36 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,37 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,38 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,39 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,40 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,41 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,46 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,47 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,48 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,49 , F , 1,0,, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,50 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,52 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,54 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,55 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,56 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,59 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,61 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,63 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,65 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,144 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,92 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,92 , F , 2,0,, 	(12-SEP-2025 15:26:12)
2,104 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,104 , F , 2,0,, 	(12-SEP-2025 15:26:12)
2,162 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,278 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,183 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,184 , F , 1,0,, 	(12-SEP-2025 15:26:12)
2,130 , F , 1,0,, 	(12-SEP-2025 15:26:12)

TOTAL DATA IN EXCEL : ,92,,,,,, 	(12-SEP-2025 15:26:12)
 

TOTAL DATA INSERTED : ,87,,,,,, 	(12-SEP-2025 15:26:12)
 

TOTAL SKIPPED DATA ,5,,,,,, 	(12-SEP-2025 15:26:12)
 
<<END>>,<<FMS_SUPPLY_AGMT_LIABILITY>>,,,,,, 	(12-SEP-2025 15:26:12)
 

<<START>>,<<FMS_AGMT_BILLING_DTL>>,, 	(12-SEP-2025 15:26:12)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO,TIMESTAMP,
2,1 , RIL,F,0,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,1 , RIL,F,0,2, 	(12-SEP-2025 15:26:12)
2,1 , RIL,F,1,2, 	(12-SEP-2025 15:26:12)
2,12 , MNGL,F,0,1, 	(12-SEP-2025 15:26:12)
2,269 , TEL,F,0,1, 	(12-SEP-2025 15:26:12)
2, , SEMTIPL,F,0,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,34 , MINDA,F,0,1, 	(12-SEP-2025 15:26:12)
2,36 , HIL,F,0,1, 	(12-SEP-2025 15:26:12)
2,52 , GLIL,F,0,1, 	(12-SEP-2025 15:26:12)
2,54 , GFCL,F,0,1, 	(12-SEP-2025 15:26:12)
2,18 , GSFC,F,0,1, 	(12-SEP-2025 15:26:12)
2,183 , SUMGLAS,F,0,1, 	(12-SEP-2025 15:26:12)
2,144 , HINAGIL,F,0,1, 	(12-SEP-2025 15:26:12)
2,2 , MGL,F,0,2, 	(12-SEP-2025 15:26:12)
2,11 , TPL,F,0,1, 	(12-SEP-2025 15:26:12)
2,280 , WMSL,F,0,1, 	(12-SEP-2025 15:26:12)
2,280 , WMSL,F,1,1, 	(12-SEP-2025 15:26:12)
2,15 , HPCL,F,0,1, 	(12-SEP-2025 15:26:12)
2,15 , HPCL,F,1,1, 	(12-SEP-2025 15:26:12)
2,15 , HPCL,F,2,1, 	(12-SEP-2025 15:26:12)
2,15 , HPCL,F,0,2, 	(12-SEP-2025 15:26:12)
2,160 , SIMPL,F,0,1, 	(12-SEP-2025 15:26:12)
2,41 , OPAL,F,0,1, 	(12-SEP-2025 15:26:12)
2,46 , TGLPL,F,0,1, 	(12-SEP-2025 15:26:12)
2,48 , BGEPL,F,0,1, 	(12-SEP-2025 15:26:12)
2,49 , VVF India,F,0,1, 	(12-SEP-2025 15:26:12)
2,65 , PEFORCV,F,0,1, 	(12-SEP-2025 15:26:12)
2,14 , BPCL,F,0,1, 	(12-SEP-2025 15:26:12)
2,19 , ATGL,F,0,1, 	(12-SEP-2025 15:26:12)
2,49 , VVF India,F,0,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,47 , TGBPL,F,0,1, 	(12-SEP-2025 15:26:12)
2,56 , IRM,F,0,1, 	(12-SEP-2025 15:26:12)
2,92 , NEL,F,0,1, 	(12-SEP-2025 15:26:12)
2,13 , IGL,F,0,1, 	(12-SEP-2025 15:26:12)
2,21 , SGIPL,F,0,1, 	(12-SEP-2025 15:26:12)
2,23 , PGPGPL,F,0,1, 	(12-SEP-2025 15:26:12)
2,24 , HCG,F,0,1, 	(12-SEP-2025 15:26:12)
2,61 , EFSPL,F,0,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,20 , AMNS,F,0,1, 	(12-SEP-2025 15:26:12)
2,31 , HSIL,F,0,1, 	(12-SEP-2025 15:26:12)
2,40 , ATPL,F,0,1, 	(12-SEP-2025 15:26:12)
2,55 , CPL,F,0,1, 	(12-SEP-2025 15:26:12)
2,104 , TASTELI,F,0,1, 	(12-SEP-2025 15:26:12)
2,104 , TASTELI,F,0,2, 	(12-SEP-2025 15:26:12)
2,278 , SEMTEXP,F,0,1, 	(12-SEP-2025 15:26:12)
2,3 , GSPCL,F,2,1, 	(12-SEP-2025 15:26:12)	 (Not Inserted)
2,3 , GSPCL,F,3,1, 	(12-SEP-2025 15:26:12)
2,3 , GSPCL,F,4,1, 	(12-SEP-2025 15:26:12)
2,3 , GSPCL,F,0,2, 	(12-SEP-2025 15:26:12)
2,16 , JSW,F,0,1, 	(12-SEP-2025 15:26:12)
2,50 , GNFC,F,0,1, 	(12-SEP-2025 15:26:12)
2,59 , INPEROX,F,0,1, 	(12-SEP-2025 15:26:12)
2,7 , DFPCL,F,0,2, 	(12-SEP-2025 15:26:12)
2,10 , GGCL,F,0,1, 	(12-SEP-2025 15:26:12)
2,25 , GGL,F,0,1, 	(12-SEP-2025 15:26:12)

TOTAL DATA IN EXCEL : ,55,,,,,, 	(12-SEP-2025 15:26:12)
 

TOTAL DATA INSERTED : ,50,,,,,, 	(12-SEP-2025 15:26:12)
 

TOTAL SKIPPED DATA ,5,,,,,, 	(12-SEP-2025 15:26:12)
 
<<END>>,<<FMS_AGMT_BILLING_DTL>>,,,,,, 	(12-SEP-2025 15:26:12)
 

<<START>>,<<FMS_AGMT_DEACTIVATION_DTL>>,, 	(12-SEP-2025 15:26:33)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,SEQ_NO,TIMESTAMP,
2,1 , RIL,F,0,3,0, 	(12-SEP-2025 15:26:33)
2,49 , VVF India,F,0,1,0, 	(12-SEP-2025 15:26:33)

TOTAL DATA IN EXCEL : ,2,,,,,, 	(12-SEP-2025 15:26:33)
 

TOTAL DATA INSERTED : ,2,,,,,, 	(12-SEP-2025 15:26:33)
 

TOTAL SKIPPED DATA ,0,,,,,, 	(12-SEP-2025 15:26:33)
 
<<END>>,<<FMS_AGMT_DEACTIVATION_DTL>>,,,,,, 	(12-SEP-2025 15:26:33)
 
