

<<START>>,<<FMS_LTCORA_AGMT_MST>>,, 	(26-JUN-2025 18:34:08)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,TIMESTAMP,
2,1,C,A,1,0, 	(26-JUN-2025 18:34:08)
2,1,C,A,2,0, 	(26-JUN-2025 18:34:08)
2,1 , C,A,3,0, 	(26-JUN-2025 18:34:08)	 (Not Inserted)
2,3,C,A,1,0, 	(26-JUN-2025 18:34:08)
2,3,C,A,2,0, 	(26-JUN-2025 18:34:08)
2,3,C,A,3,0, 	(26-JUN-2025 18:34:08)
2,3,C,A,4,0, 	(26-JUN-2025 18:34:08)
2,3,C,A,5,0, 	(26-JUN-2025 18:34:08)
2,3,C,A,5,1, 	(26-JUN-2025 18:34:08)
2,3,C,A,6,0, 	(26-JUN-2025 18:34:08)
2,3 , C,A,7,0, 	(26-JUN-2025 18:34:08)	 (Not Inserted)
2,3 , C,A,8,0, 	(26-JUN-2025 18:34:08)	 (Not Inserted)
2,4,C,A,1,0, 	(26-JUN-2025 18:34:08)
2,4,C,A,2,0, 	(26-JUN-2025 18:34:08)
2,4,C,A,3,0, 	(26-JUN-2025 18:34:08)
2,4,C,A,4,0, 	(26-JUN-2025 18:34:08)
2,4,C,A,5,0, 	(26-JUN-2025 18:34:08)
2,4,C,A,6,0, 	(26-JUN-2025 18:34:08)
2,4,C,A,7,0, 	(26-JUN-2025 18:34:08)
2,4,C,A,8,0, 	(26-JUN-2025 18:34:08)
2,11,C,A,1,0, 	(26-JUN-2025 18:34:08)
2,15,C,A,1,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,1,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,2,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,3,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,4,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,5,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,6,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,7,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,8,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,9,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,10,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,11,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,12,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,13,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,14,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,15,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,16,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,17,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,18,0, 	(26-JUN-2025 18:34:08)
2,20,C,A,19,0, 	(26-JUN-2025 18:34:08)
2,154,C,A,1,0, 	(26-JUN-2025 18:34:08)

TOTAL DATA IN EXCEL : ,42,,,,,, 	(26-JUN-2025 18:34:08)
 

TOTAL DATA INSERTED : ,39,,,,,, 	(26-JUN-2025 18:34:08)
 

TOTAL SKIPPED DATA ,3,,,,,, 	(26-JUN-2025 18:34:08)
 
<<END>>,<<FMS_LTCORA_AGMT_MST>>,,,,,, 	(26-JUN-2025 18:34:08)
 

<<START>>,<<FMS_LTCORA_AGMT_BU>>, 	(26-JUN-2025 18:34:08)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO 	(26-JUN-2025 18:34:08)
 

TOTAL DATA IN EXCEL : ,0, 	(26-JUN-2025 18:34:08)
 

TOTAL DATA INSERTED : ,0, 	(26-JUN-2025 18:34:08)
 

TOTAL SKIPPED DATA ,39, 	(26-JUN-2025 18:34:08)
 
<<END>>,<<FMS_LTCORA_AGMT_BU>>, 	(26-JUN-2025 18:34:08)
 

<<START>>,<<FMS_LTCORA_AGMT_TRANSPTR>>,, 	(26-JUN-2025 18:34:27)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,PLANT_SEQ_NO,TIMESTAMP,
2,1,C,A,1,0,45,1, 	(26-JUN-2025 18:34:28)
2,1,C,A,1,0,45,2, 	(26-JUN-2025 18:34:28)
2,1,C,A,1,0,45,3, 	(26-JUN-2025 18:34:28)
2,1,C,A,1,0,45,4, 	(26-JUN-2025 18:34:28)
2,1,C,A,2,0,45,1, 	(26-JUN-2025 18:34:28)
2,1,C,A,2,0,45,2, 	(26-JUN-2025 18:34:28)
2,1,C,A,2,0,45,3, 	(26-JUN-2025 18:34:28)
2,1,C,A,2,0,45,4, 	(26-JUN-2025 18:34:28)
2,1,C,A,2,0,45,1, 	(26-JUN-2025 18:34:28)	 (Not Inserted)
2,1,C,A,2,0,45,2, 	(26-JUN-2025 18:34:28)	 (Not Inserted)
2,1,C,A,2,0,45,3, 	(26-JUN-2025 18:34:28)	 (Not Inserted)
2,1,C,A,2,0,45,4, 	(26-JUN-2025 18:34:28)	 (Not Inserted)
2,3,C,A,4,0,45,1, 	(26-JUN-2025 18:34:28)
2,3,C,A,4,0,45,2, 	(26-JUN-2025 18:34:28)
2,3,C,A,4,0,45,3, 	(26-JUN-2025 18:34:28)
2,3,C,A,4,0,45,4, 	(26-JUN-2025 18:34:28)
2,3,C,A,5,1,45,1, 	(26-JUN-2025 18:34:28)
2,3,C,A,5,1,45,2, 	(26-JUN-2025 18:34:28)
2,3,C,A,5,1,45,3, 	(26-JUN-2025 18:34:28)
2,3,C,A,5,1,45,4, 	(26-JUN-2025 18:34:28)
2,3,C,A,2,0,45,1, 	(26-JUN-2025 18:34:28)
2,3,C,A,2,0,45,2, 	(26-JUN-2025 18:34:28)
2,3,C,A,2,0,45,3, 	(26-JUN-2025 18:34:28)
2,3,C,A,2,0,45,4, 	(26-JUN-2025 18:34:28)
2,3,C,A,1,0,45,1, 	(26-JUN-2025 18:34:28)
2,3,C,A,1,0,45,2, 	(26-JUN-2025 18:34:28)
2,3,C,A,1,0,45,3, 	(26-JUN-2025 18:34:28)
2,3,C,A,1,0,45,4, 	(26-JUN-2025 18:34:28)
2,3,C,A,3,0,45,1, 	(26-JUN-2025 18:34:28)
2,3,C,A,3,0,45,2, 	(26-JUN-2025 18:34:28)
2,3,C,A,3,0,45,3, 	(26-JUN-2025 18:34:28)
2,3,C,A,3,0,45,4, 	(26-JUN-2025 18:34:28)
2,3,C,A,5,0,45,1, 	(26-JUN-2025 18:34:28)
2,3,C,A,5,0,45,2, 	(26-JUN-2025 18:34:28)
2,3,C,A,5,0,45,3, 	(26-JUN-2025 18:34:28)
2,3,C,A,5,0,45,4, 	(26-JUN-2025 18:34:28)
2,3,C,A,6,0,45,1, 	(26-JUN-2025 18:34:28)
2,3,C,A,6,0,45,2, 	(26-JUN-2025 18:34:28)
2,3,C,A,6,0,45,3, 	(26-JUN-2025 18:34:28)
2,3,C,A,6,0,45,4, 	(26-JUN-2025 18:34:28)
2,3,C,A,6,0,45,1, 	(26-JUN-2025 18:34:28)	 (Not Inserted)
2,3,C,A,6,0,45,2, 	(26-JUN-2025 18:34:28)	 (Not Inserted)
2,3,C,A,6,0,45,3, 	(26-JUN-2025 18:34:28)	 (Not Inserted)
2,3,C,A,6,0,45,4, 	(26-JUN-2025 18:34:28)	 (Not Inserted)
2,3,C,A,6,1,45,1, 	(26-JUN-2025 18:34:28)
2,3,C,A,6,1,45,2, 	(26-JUN-2025 18:34:28)
2,3,C,A,6,1,45,3, 	(26-JUN-2025 18:34:28)
2,3,C,A,6,1,45,4, 	(26-JUN-2025 18:34:28)
2,4,C,A,2,0,45,1, 	(26-JUN-2025 18:34:28)
2,4,C,A,2,0,45,2, 	(26-JUN-2025 18:34:28)
2,4,C,A,2,0,45,3, 	(26-JUN-2025 18:34:28)
2,4,C,A,2,0,45,4, 	(26-JUN-2025 18:34:28)
2,4,C,A,6,0,45,1, 	(26-JUN-2025 18:34:28)
2,4,C,A,6,0,45,2, 	(26-JUN-2025 18:34:28)
2,4,C,A,6,0,45,3, 	(26-JUN-2025 18:34:28)
2,4,C,A,6,0,45,4, 	(26-JUN-2025 18:34:28)
2,4,C,A,1,0,45,1, 	(26-JUN-2025 18:34:28)
2,4,C,A,1,0,45,2, 	(26-JUN-2025 18:34:28)
2,4,C,A,1,0,45,3, 	(26-JUN-2025 18:34:28)
2,4,C,A,1,0,45,4, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,4,1, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,4,2, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,4,3, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,4,4, 	(26-JUN-2025 18:34:28)
