2,4,C,A,7,0,4,5, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,4,6, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,4,7, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,4,8, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,4,9, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,45,1, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,45,2, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,45,3, 	(26-JUN-2025 18:34:28)
2,4,C,A,7,0,45,4, 	(26-JUN-2025 18:34:28)
2,4,C,A,3,0,45,1, 	(26-JUN-2025 18:34:28)
2,4,C,A,3,0,45,2, 	(26-JUN-2025 18:34:28)
2,4,C,A,3,0,45,3, 	(26-JUN-2025 18:34:28)
2,4,C,A,3,0,45,4, 	(26-JUN-2025 18:34:28)
2,11,C,A,1,0,45,1, 	(26-JUN-2025 18:34:28)
2,11,C,A,1,0,45,2, 	(26-JUN-2025 18:34:28)
2,11,C,A,1,0,45,3, 	(26-JUN-2025 18:34:28)
2,11,C,A,1,0,45,4, 	(26-JUN-2025 18:34:28)
2,15,C,A,1,0,45,1, 	(26-JUN-2025 18:34:28)
2,15,C,A,1,0,45,2, 	(26-JUN-2025 18:34:28)
2,15,C,A,1,0,45,3, 	(26-JUN-2025 18:34:28)
2,15,C,A,1,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,4,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,4,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,4,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,4,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,4,5, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,4,6, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,4,7, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,4,8, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,4,9, 	(26-JUN-2025 18:34:28)
2,20,C,A,1,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,1,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,1,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,1,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,3,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,3,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,3,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,3,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,8,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,8,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,8,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,8,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,17,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,17,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,17,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,17,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,7,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,7,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,7,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,7,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,12,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,12,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,12,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,12,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,2,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,2,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,2,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,2,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,10,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,10,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,10,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,10,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,11,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,11,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,11,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,11,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,9,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,9,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,9,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,9,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,15,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,15,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,15,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,15,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,5,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,5,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,5,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,5,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,13,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,13,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,13,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,13,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,14,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,14,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,14,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,14,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,4,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,4,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,4,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,4,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,16,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,16,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,16,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,16,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,18,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,18,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,18,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,18,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,19,0,45,4, 	(26-JUN-2025 18:34:28)
2,20,C,A,6,0,45,1, 	(26-JUN-2025 18:34:28)
2,20,C,A,6,0,45,2, 	(26-JUN-2025 18:34:28)
2,20,C,A,6,0,45,3, 	(26-JUN-2025 18:34:28)
2,20,C,A,6,0,45,4, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,45,1, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,45,2, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,45,3, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,45,4, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,29,1, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,29,2, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,29,3, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,29,4, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,29,5, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,29,6, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,29,7, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,29,8, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,4,1, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,4,2, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,4,3, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,4,4, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,4,5, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,4,6, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,4,7, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,4,8, 	(26-JUN-2025 18:34:28)
2,154,C,A,1,0,4,9, 	(26-JUN-2025 18:34:28)

TOTAL DATA IN EXCEL : ,191,,,,,, 	(26-JUN-2025 18:34:28)
 

TOTAL DATA INSERTED : ,183,,,,,, 	(26-JUN-2025 18:34:28)
 

TOTAL SKIPPED DATA ,8,,,,,, 	(26-JUN-2025 18:34:28)
 
<<END>>,<<FMS_LTCORA_AGMT_TRANSPTR>>,,,,,, 	(26-JUN-2025 18:34:28)
 
