

<<START>>,<<FMS_GTA_SG_INV_MST>>,,, 	(01-AUG-2025 10:23:32)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,GAS_DT,NOM_REV_NO,TRANSPORTER_MAP,CONT_MAP,MDQ,TIMESTAMP,

TOTAL DATA EXTRACTED :,1315 ,,, 	(01-AUG-2025 10:23:36)
 
<<END>>,<<FMS_GTA_SG_INV_MST>>,,, 	(01-AUG-2025 10:23:36)
 

<<START>>,<<FMS_GTA_PG_INV_MST>>,,, 	(01-AUG-2025 10:23:36)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,GAS_DT,NOM_REV_NO,TRANSPORTER_MAP,CONT_MAP,MDQ,TIMESTAMP,

TOTAL DATA EXTRACTED :,1315 ,,, 	(01-AUG-2025 10:23:40)
 
<<END>>,<<FMS_GTA_PG_INV_MST>>,,, 	(01-AUG-2025 10:23:40)
 
