
<<START>>,<<FMS_PRODUCT_MST>>, 	(06-JUN-2025 16:17:38)
 
PROD_CD,PROD_ABBR,TIMESTAMP
1,LNG, 	(06-JUN-2025 16:17:38)
2,RLNG, 	(06-JUN-2025 16:17:38)
201,ImpLNG, 	(06-JUN-2025 16:17:38)
202,ITankPur, 	(06-JUN-2025 16:17:38)
203,TP(RLNG), 	(06-JUN-2025 16:17:38)
301,IGX(DOMG) , 	(06-JUN-2025 16:17:38)
302,D6(DOMG), 	(06-JUN-2025 16:17:38)
303,CBM(DOMG), 	(06-JUN-2025 16:17:38)
304,ONGC Gas , 	(06-JUN-2025 16:17:38)
305,SEMTIPL(DOMG) , 	(06-JUN-2025 16:17:38)
306,RIL(DOMG), 	(06-JUN-2025 16:17:38)
307,BP(DOMG), 	(06-JUN-2025 16:17:38)
308,HPCL(DOMG) , 	(06-JUN-2025 16:17:38)
309,AMNS(DOMG), 	(06-JUN-2025 16:17:38)
3,DOMG, 	(06-JUN-2025 16:17:38)
310,D6(DOMG-CAP), 	(06-JUN-2025 16:17:38)
311,IGX(DOMG-CAP) , 	(06-JUN-2025 16:17:38)

TOTAL DATA EXTRACTED :,17,  	(06-JUN-2025 16:17:38)
 
<<END>>,<<FMS_PRODUCT_MST>>, 	(06-JUN-2025 16:17:38)
 
