

<<START>>,<<FMS_COUNTERPARTY_MST>>,,, 	(14-APR-2025 12:17:26)
3,SBI TT Buying,28/06/2013 00:00:00, 	(14-APR-2025 12:17:39)
6,SBI TT buy sell ,28/06/2013 00:00:00, 	(14-APR-2025 12:17:39)
4,Customs Rate,22/08/2013 00:00:00, 	(14-APR-2025 12:17:39)
3,SBI TT Buying,30/08/2013 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,30/08/2013 00:00:00, 	(14-APR-2025 12:17:39)
6,SBI TT buy sell ,30/08/2013 00:00:00, 	(14-APR-2025 12:17:39)
3,SBI TT Buying,02/09/2013 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,02/09/2013 00:00:00, 	(14-APR-2025 12:17:39)
6,SBI TT buy sell ,02/09/2013 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,30/09/2013 00:00:00, 	(14-APR-2025 12:17:39)
3,SBI TT Buying,30/09/2013 00:00:00, 	(14-APR-2025 12:17:39)
6,SBI TT buy sell ,30/09/2013 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,31/03/2014 00:00:00, 	(14-APR-2025 12:17:39)
3,SBI TT Buying,31/03/2014 00:00:00, 	(14-APR-2025 12:17:39)
6,SBI TT buy sell ,31/03/2014 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,15/09/2014 00:00:00, 	(14-APR-2025 12:17:39)
3,SBI TT Buying,15/09/2014 00:00:00, 	(14-APR-2025 12:17:39)
6,SBI TT buy sell ,15/09/2014 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,31/10/2014 00:00:00, 	(14-APR-2025 12:17:39)
3,SBI TT Buying,31/10/2014 00:00:00, 	(14-APR-2025 12:17:39)
6,SBI TT buy sell ,31/10/2014 00:00:00, 	(14-APR-2025 12:17:39)
4,Customs Rate,31/10/2014 00:00:00, 	(14-APR-2025 12:17:39)
5,Group Foreign Exch Rate,09/10/2014 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,31/12/2014 00:00:00, 	(14-APR-2025 12:17:39)
3,SBI TT Buying,31/12/2014 00:00:00, 	(14-APR-2025 12:17:39)
6,SBI TT buy sell ,31/12/2014 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,15/11/2012 00:00:00, 	(14-APR-2025 12:17:39)
3,SBI TT Buying,15/11/2012 00:00:00, 	(14-APR-2025 12:17:39)
6,SBI TT buy sell ,15/11/2012 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,28/02/2013 00:00:00, 	(14-APR-2025 12:17:39)
6,SBI TT buy sell ,28/02/2013 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,19/03/2013 00:00:00, 	(14-APR-2025 12:17:39)
3,SBI TT Buying,15/04/2013 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,15/04/2013 00:00:00, 	(14-APR-2025 12:17:39)
6,SBI TT buy sell ,15/04/2013 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,13/06/2013 00:00:00, 	(14-APR-2025 12:17:39)
5,Group Foreign Exch Rate,25/06/2013 00:00:00, 	(14-APR-2025 12:17:39)
4,Customs Rate,16/11/2013 00:00:00, 	(14-APR-2025 12:17:39)
5,Group Foreign Exch Rate,16/11/2013 00:00:00, 	(14-APR-2025 12:17:39)
5,Group Foreign Exch Rate,19/11/2013 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,19/11/2013 00:00:00, 	(14-APR-2025 12:17:39)
2,SBI TT Selling,28/03/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,28/03/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,28/03/2014 00:00:00, 	(14-APR-2025 12:17:40)
4,Customs Rate,03/06/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,26/09/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,26/09/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,26/09/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,14/11/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,14/11/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,14/11/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,02/01/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,02/01/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,02/01/2015 00:00:00, 	(14-APR-2025 12:17:40)
5,Group Foreign Exch Rate,12/12/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,14/12/2012 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,14/12/2012 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,14/12/2012 00:00:00, 	(14-APR-2025 12:17:40)
4,Customs Rate,03/04/2013 00:00:00, 	(14-APR-2025 12:17:40)
5,Group Foreign Exch Rate,04/04/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,05/04/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,04/04/2013 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,04/04/2013 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,04/04/2013 00:00:00, 	(14-APR-2025 12:17:40)
4,Customs Rate,25/06/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,24/08/2013 00:00:00, 	(14-APR-2025 12:17:40)
5,Group Foreign Exch Rate,23/08/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,14/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,14/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,14/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
4,Customs Rate,08/08/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,03/09/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,03/09/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,03/09/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/12/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/12/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/12/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/01/2013 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/01/2013 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/01/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,29/03/2013 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,29/03/2013 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,29/03/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,01/10/2013 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,01/10/2013 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,01/10/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,24/09/2013 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,24/09/2013 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,24/09/2013 00:00:00, 	(14-APR-2025 12:17:40)
4,Customs Rate,03/10/2013 00:00:00, 	(14-APR-2025 12:17:40)
4,Customs Rate,02/10/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,08/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,08/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,08/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,18/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,18/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,18/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/11/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,16/12/2013 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,16/12/2013 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,16/12/2013 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/04/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/04/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/04/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,28/04/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,28/04/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,28/04/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/05/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/05/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/05/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,13/08/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,13/08/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,13/08/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,14/08/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,14/08/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,14/08/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,28/08/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,28/08/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,28/08/2014 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,13/10/2014 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,13/10/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,13/10/2014 00:00:00, 	(14-APR-2025 12:17:40)
4,Customs Rate,12/12/2014 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,31/10/2012 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,04/11/2012 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,04/11/2012 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,04/11/2012 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,05/11/2012 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,29/01/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,29/01/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,29/01/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/04/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/04/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/04/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,29/04/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,29/04/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,29/04/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/06/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/06/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/06/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,30/06/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,30/06/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,30/06/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/07/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/07/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/07/2016 00:00:00, 	(14-APR-2025 12:17:40)
4,Customs Rate,19/07/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,12/08/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,12/08/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,12/08/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/09/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/09/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/09/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,04/10/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,04/10/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,04/10/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,26/10/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,25/10/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,25/10/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,25/10/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/11/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/11/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/11/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/12/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/12/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/12/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,13/01/2017 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,13/01/2017 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,13/01/2017 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/02/2017 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/02/2017 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/02/2017 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,28/02/2017 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,28/02/2017 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,28/02/2017 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/03/2017 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/03/2017 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/03/2017 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,28/04/2017 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,28/04/2017 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,28/04/2017 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,31/05/2017 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,31/05/2017 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,31/05/2017 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,13/06/2017 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,13/06/2017 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,13/06/2017 00:00:00, 	(14-APR-2025 12:17:40)
1,RBI Reference,07/07/2017 00:00:00, 	(14-APR-2025 12:17:40)
8,RBI Reference Rate,31/07/2017 00:00:00, 	(14-APR-2025 12:17:40)
8,RBI Reference Rate,07/08/2017 00:00:00, 	(14-APR-2025 12:17:40)
8,RBI Reference Rate,08/08/2017 00:00:00, 	(14-APR-2025 12:17:40)
1,RBI Reference,07/08/2017 00:00:00, 	(14-APR-2025 12:17:40)
1,RBI Reference,08/08/2017 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,28/07/2017 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,30/01/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,30/01/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,30/01/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,07/01/2015 00:00:00, 	(14-APR-2025 12:17:40)
5,Group Foreign Exch Rate,02/01/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,06/02/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,06/02/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,06/02/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,27/02/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,27/02/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,27/02/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,24/02/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,13/03/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,13/03/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,13/03/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,16/03/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,16/03/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,16/03/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,10/04/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,10/04/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,10/04/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,29/05/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,29/05/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,29/05/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,30/10/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,30/10/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,30/10/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,13/11/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,13/11/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,13/11/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,16/11/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,16/11/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,16/11/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,31/12/2015 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,31/12/2015 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,31/12/2015 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/01/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/01/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/01/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,29/02/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,29/02/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,29/02/2016 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/03/2016 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/03/2016 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,31/01/2019 00:00:00, 	(14-APR-2025 12:17:40)
1,RBI Reference,15/02/2019 00:00:00, 	(14-APR-2025 12:17:40)
8,RBI Reference Rate,15/02/2019 00:00:00, 	(14-APR-2025 12:17:40)
5,Group Foreign Exch Rate,08/03/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,14/06/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,14/06/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,14/06/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,21/06/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,21/06/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,21/06/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,26/07/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,26/07/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,26/07/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,21/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,21/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,21/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,20/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,20/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,20/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,23/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,23/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,23/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
5,Group Foreign Exch Rate,27/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
5,Group Foreign Exch Rate,19/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
5,Group Foreign Exch Rate,29/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
8,RBI Reference Rate,22/11/2017 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,29/11/2017 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,27/02/2018 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,28/02/2018 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,28/02/2018 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,28/02/2018 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,07/03/2018 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,07/03/2018 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,07/03/2018 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,18/04/2018 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,18/04/2018 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,18/04/2018 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,30/06/2018 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,30/06/2018 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,30/06/2018 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,29/06/2018 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,29/06/2018 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,29/06/2018 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,03/07/2018 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,03/07/2018 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,03/07/2018 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/10/2018 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/10/2018 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/10/2018 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,30/11/2018 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,30/11/2018 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,30/11/2018 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,07/12/2018 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,07/12/2018 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,07/12/2018 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,18/01/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,18/01/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,18/01/2019 00:00:00, 	(14-APR-2025 12:17:40)
1,RBI Reference,28/02/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,30/05/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,30/05/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,30/05/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,17/06/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,17/06/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,17/06/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,08/07/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,08/07/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,08/07/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,15/07/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,15/07/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,15/07/2019 00:00:00, 	(14-APR-2025 12:17:40)
5,Group Foreign Exch Rate,31/07/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,14/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,14/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,14/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
4,Customs Rate,27/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
4,Customs Rate,21/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
4,Customs Rate,19/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,30/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,30/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,30/08/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,16/09/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,16/09/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,16/09/2019 00:00:00, 	(14-APR-2025 12:17:40)
2,SBI TT Selling,27/09/2019 00:00:00, 	(14-APR-2025 12:17:40)
3,SBI TT Buying,27/09/2019 00:00:00, 	(14-APR-2025 12:17:40)
6,SBI TT buy sell ,27/09/2019 00:00:00, 	(14-APR-2025 12:17:40)
