
<<START>>,<<FMS_DLNG_SVC_INVOICE_MST>>,,,, 	(12-NOV-2025 17:52:03)
 

TOTAL DATA EXTRACTED :,160,,,, 	(12-NOV-2025 17:52:04)
 
<<END>>,<<FMS_DLNG_SVC_INVOICE_MST>>,,,, 	(12-NOV-2025 17:52:04)
 
<<START>>,<<FMS_DLNG_SVC_INVOICE_DTL>>,,,, 	(12-NOV-2025 17:52:04)
 

TOTAL DATA EXTRACTED :,674,,,, 	(12-NOV-2025 17:52:04)
 
<<END>>,<<FMS_DLNG_SVC_INVOICE_DTL>>,,,, 	(12-NOV-2025 17:52:04)
 
<<START>>,<<FMS_DLNG_SVC_INV_FILE_DTL>>,,,, 	(12-NOV-2025 17:52:04)
 
COMPANY_CD,BU_STATE_TIN,INVOICE_SEQ,FINANCIAL_YEAR,PDF_TYPE,FILE_NAME,TIMESTAMP,
2,24,11,2021-2022,D,INVOICE-28022022-SGIPL-Gyproc Jhagadia SGIPL-V-11, 	(12-NOV-2025 17:52:04)
2,24,11,2021-2022,O,INVOICE-28022022-SGIPL-Gyproc Jhagadia SGIPL-V-11, 	(12-NOV-2025 17:52:04)
2,24,11,2021-2022,T,INVOICE-28022022-SGIPL-Gyproc Jhagadia SGIPL-V-11, 	(12-NOV-2025 17:52:04)
2,24,12,2021-2022,D,INVOICE-15032022-SGIPL-Gyproc Jhagadia SGIPL-V-12, 	(12-NOV-2025 17:52:04)
2,24,12,2021-2022,O,INVOICE-15032022-SGIPL-Gyproc Jhagadia SGIPL-V-12, 	(12-NOV-2025 17:52:04)
2,24,12,2021-2022,T,INVOICE-15032022-SGIPL-Gyproc Jhagadia SGIPL-V-12, 	(12-NOV-2025 17:52:04)
2,24,18,2021-2022,D,INVOICE-31032022-SGIPL-Gyproc Jhagadia SGIPL-V-18, 	(12-NOV-2025 17:52:04)
2,24,18,2021-2022,O,INVOICE-31032022-SGIPL-Gyproc Jhagadia SGIPL-V-18, 	(12-NOV-2025 17:52:04)
2,24,18,2021-2022,T,INVOICE-31032022-SGIPL-Gyproc Jhagadia SGIPL-V-18, 	(12-NOV-2025 17:52:04)
2,24,4,2022-2023,D,INVOICE-05042022-SGIPL-Gyproc Jhagadia SGIPL-V-4, 	(12-NOV-2025 17:52:04)
2,24,4,2022-2023,O,INVOICE-05042022-SGIPL-Gyproc Jhagadia SGIPL-V-4, 	(12-NOV-2025 17:52:04)
2,24,4,2022-2023,T,INVOICE-05042022-SGIPL-Gyproc Jhagadia SGIPL-V-4, 	(12-NOV-2025 17:52:04)
2,24,3,2022-2023,D,INVOICE-15042022-SGIPL-Gyproc Jhagadia SGIPL-V-3, 	(12-NOV-2025 17:52:04)
2,24,3,2022-2023,O,INVOICE-15042022-SGIPL-Gyproc Jhagadia SGIPL-V-3, 	(12-NOV-2025 17:52:04)
2,24,3,2022-2023,T,INVOICE-15042022-SGIPL-Gyproc Jhagadia SGIPL-V-3, 	(12-NOV-2025 17:52:04)
2,24,7,2022-2023,D,INVOICE-30042022-SGIPL-Gyproc Jhagadia SGIPL-V-7, 	(12-NOV-2025 17:52:04)
