
<<START>>,<<FMS_PRODUCT_MST>>, 	(25-FEB-2025 12:49:54)
 
PROD_CD,PROD_ABBR,TIMESTAMP
1,LNG, 	(25-FEB-2025 12:49:54)
2,RLNG, 	(25-FEB-2025 12:49:54)
201,ImpLNG, 	(25-FEB-2025 12:49:54)
202,ITankPur, 	(25-FEB-2025 12:49:54)
203,TP(RLNG), 	(25-FEB-2025 12:49:54)
301,IGX(DOMG) , 	(25-FEB-2025 12:49:54)
302,D6(DOMG), 	(25-FEB-2025 12:49:55)
303,CBM(DOMG), 	(25-FEB-2025 12:49:55)
304,ONGC Gas , 	(25-FEB-2025 12:49:55)
305,SEMTIPL(DOMG) , 	(25-FEB-2025 12:49:55)
306,RIL(DOMG), 	(25-FEB-2025 12:49:55)
307,BP(DOMG), 	(25-FEB-2025 12:49:55)
308,HPCL(DOMG) , 	(25-FEB-2025 12:49:55)
309,AMNS(DOMG), 	(25-FEB-2025 12:49:55)
3,DOMG, 	(25-FEB-2025 12:49:55)
310,D6(DOMG-CAP), 	(25-FEB-2025 12:49:55)
311,IGX(DOMG-CAP) , 	(25-FEB-2025 12:49:55)

TOTAL DATA EXTRACTED :,17,  	(25-FEB-2025 12:49:55)
 
<<END>>,<<FMS_PRODUCT_MST>>, 	(25-FEB-2025 12:49:55)
 
