
<<START>>,<<FMS_GTA_AGMT_MST>>,, 	(07-MAY-2025 10:30:28)
 

TOTAL DATA EXTRACTED :,6,,  	(07-MAY-2025 10:30:29)
 
<<END>>,<<FMS_GTA_AGMT_MST>>,, 	(07-MAY-2025 10:30:29)
 
<<START>>,<<FMS_GTA_ENTRY_POINT>>,, 	(07-MAY-2025 10:30:29)
 

TOTAL DATA EXTRACTED :,392,,  	(07-MAY-2025 10:30:29)
 
<<END>>,<<FMS_GTA_ENTRY_POINT>>,, 	(07-MAY-2025 10:30:29)
 
<<START>>,<<FMS_GTA_EXIT_POINT>>,, 	(07-MAY-2025 10:30:29)
 

TOTAL DATA EXTRACTED :,392,,  	(07-MAY-2025 10:30:29)
 
<<END>>,<<FMS_GTA_EXIT_POINT>>,, 	(07-MAY-2025 10:30:29)
 

<<START>>,<<FMS_GTA_CONT_MST>>,,, 	(07-MAY-2025 10:30:29)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TIMESTAMP,

TOTAL DATA EXTRACTED :,392 ,,, 	(07-MAY-2025 10:30:30)
 
<<END>>,<<FMS_GTA_CONT_MST>>,,, 	(07-MAY-2025 10:30:30)
 

<<START>>,<<FMS_GTA_CONT_MAP>>,,, 	(07-MAY-2025 10:30:30)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,TIMESTAMP,

TOTAL DATA EXTRACTED :,392 ,,, 	(07-MAY-2025 10:30:30)
 
<<END>>,<<FMS_GTA_CONT_MAP>>,,, 	(07-MAY-2025 10:30:30)
 

<<START>>,<<FMS_DAILY_TRANSPORTER_NOM>>,,, 	(07-MAY-2025 10:30:30)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,GAS_DT,NOM_REV_NO,TIMESTAMP,

TOTAL DATA EXTRACTED :,26991 ,,, 	(07-MAY-2025 10:30:35)
 
<<END>>,<<FMS_DAILY_TRANSPORTER_NOM>>,,, 	(07-MAY-2025 10:30:35)
 

<<START>>,<<FMS_DAILY_TRANSPORTER_SCH>>,,, 	(07-MAY-2025 10:30:35)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,GAS_DT,NOM_REV_NO,TIMESTAMP,

TOTAL DATA EXTRACTED :,36280 ,,, 	(07-MAY-2025 10:30:40)
 
<<END>>,<<FMS_DAILY_TRANSPORTER_SCH>>,,, 	(07-MAY-2025 10:30:40)
 

<<START>>,<<FMS_DAILY_TRANSPORTER_ALLOC>>,,, 	(07-MAY-2025 10:30:40)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,GAS_DT,NOM_REV_NO,TIMESTAMP,

TOTAL DATA EXTRACTED :,17769 ,,, 	(07-MAY-2025 10:30:42)
 
<<END>>,<<FMS_DAILY_TRANSPORTER_ALLOC>>,,, 	(07-MAY-2025 10:30:42)
 
