
<<START>>,<<FMS_COUNTERPARTY_BU_TAX>>,,, 	(26-FEB-2025 11:49:16)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,ENTITY,STAT_NM,TIMESTAMP
SGSINDIA,2,S,PAN No.-G, 	(26-FEB-2025 11:49:16)
JBB,2,S,PAN No.-G, 	(26-FEB-2025 11:49:16)
SSAPL,2,S,PAN No.-G, 	(26-FEB-2025 11:49:16)
JBB,2,V,PAN No.-G, 	(26-FEB-2025 11:49:16)
BOXCO,2,H,PAN No.-G, 	(26-FEB-2025 11:49:16)
JMB,2,H,PAN No.-G, 	(26-FEB-2025 11:49:16)

TOTAL DATA EXTRACTED :,6,,, 	(26-FEB-2025 11:49:16)
 
<<END>>,<<FMS_COUNTERPARTY_BU_TAX>>,,, 	(26-FEB-2025 11:49:16)
 
