
<<START>>,<<FMS_TRADER_CN_MST>>, 	(10-APR-2025 10:15:39)
 
CD,AGMT_TYPE,AGMT_NO,AGMR_REV,CONT_TYPE,CONT_NO,CONT_REV,TIMESTAMP
252, M ,2, 0 , N ,725001, 0 , 	(10-APR-2025 10:15:40)
252, M ,3, 0 , N ,725002, 0 , 	(10-APR-2025 10:15:40)

TOTAL DATA EXTRACTED :,2,  	(10-APR-2025 10:15:41)
 
<<END>>,<<FMS_TRADER_CN_MST>>, 	(10-APR-2025 10:15:41)
 
<<START>>,<<FMS_CARGO_SVC_CONT_MST>>, 	(10-APR-2025 10:15:41)
 
CD,ENTITY_TYPE,CONT_NO,CONT_TYPE,TIMESTAMP

TOTAL DATA EXTRACTED :,0,  	(10-APR-2025 10:15:41)
 
<<END>>,<<FMS_CARGO_SVC_CONT_MST>>, 	(10-APR-2025 10:15:41)
 
<<START>>,<<FMS_CARGO_SVC_CONT_SVC_BU>>, 	(10-APR-2025 10:15:41)
 
CD,CONT_NO,CONT_TYPE,PLANT_SEQ_NO,TIMESTAMP

TOTAL DATA EXTRACTED :,0,  	(10-APR-2025 10:15:41)
 
<<END>>,<<FMS_CARGO_SVC_CONT_SVC_BU>>, 	(10-APR-2025 10:15:41)
 
<<START>>,<<FMS_TRADER_CN_MST>>, 	(10-APR-2025 10:15:59)
 
CD,AGMT_TYPE,AGMT_NO,AGMR_REV,CONT_TYPE,CONT_NO,CONT_REV,TIMESTAMP
252, M ,2, 0 , N ,725001, 0 , 	(10-APR-2025 10:16:00)
252, M ,3, 0 , N ,725002, 0 , 	(10-APR-2025 10:16:00)

TOTAL DATA EXTRACTED :,2,  	(10-APR-2025 10:16:00)
 
<<END>>,<<FMS_TRADER_CN_MST>>, 	(10-APR-2025 10:16:00)
 
<<START>>,<<FMS_TRADER_CARGO_MST>>, 	(10-APR-2025 10:16:00)
 
ABBR,MAN_CD,AGMT_TYPE,AGMT_NO,AGMR_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,TIMESTAMP
SITMEFZ,25009, M ,1, 0 , N ,725001, 0 ,1, 	(10-APR-2025 10:16:01)
SITMEFZ,25015, M ,2, 0 , N ,725002, 0 ,1, 	(10-APR-2025 10:16:01)

TOTAL DATA EXTRACTED :,2,  	(10-APR-2025 10:16:01)
 
<<END>>,<<FMS_TRADER_CARGO_MST>>, 	(10-APR-2025 10:16:01)
 
<<START>>,<<FMS_SECURITY_DEAL_MAP>>, 	(10-APR-2025 10:16:01)
 
ABBR,MAN_CD,SEQ_NO,MAP_SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
SITMEFZ,25009,1, 1 , 0 , K , 	(10-APR-2025 10:16:02)
SITMEFZ,25015,2, 1 , 0 , K , 	(10-APR-2025 10:16:02)

TOTAL DATA EXTRACTED :,2,  	(10-APR-2025 10:16:03)
 
<<END>>,<<FMS_SECURITY_DEAL_MAP>>, 	(10-APR-2025 10:16:03)
 
<<START>>,<<FMS_SECURITY_MST1>>, 	(10-APR-2025 10:16:03)
 
ABBR,MAN_CD,SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
SITMEFZ,25009,1,0, K , 	(10-APR-2025 10:16:04)
SITMEFZ,25015,2,0, K , 	(10-APR-2025 10:16:04)

TOTAL DATA EXTRACTED :,2,  	(10-APR-2025 10:16:04)
 
<<END>>,<<FMS_SECURITY_MST1>>, 	(10-APR-2025 10:16:04)
 
<<START>>,<<LOG_FMS_SECURITY_MST>>, 	(10-APR-2025 10:16:04)
 
ABBR,MAN_CD,SEQ_NO,LOG_SEQ_NO,GX,SEQ_REV_NO,TIMESTAMP
SITMEFZ,25009,18,, K , 0 , 	(10-APR-2025 10:16:05)
SITMEFZ,25015,19,, K , 0 , 	(10-APR-2025 10:16:05)

TOTAL DATA EXTRACTED :,2,  	(10-APR-2025 10:16:05)
 
<<END>>,<<LOG_FMS_SECURITY_MST>>, 	(10-APR-2025 10:16:05)
 
<<START>>,<<FMS_CONT_PRICE_DTL>>,, 	(10-APR-2025 10:16:05)
 
CARGO_REF_CD,CONT_TYPE,SEQ_NO,TIMESTAMP
25001, N ,1, 	(10-APR-2025 10:16:06)
25003, N ,1, 	(10-APR-2025 10:16:06)

TOTAL DATA EXTRACTED :,2,,  	(10-APR-2025 10:16:06)
 
<<END>>,<<FMS_CONT_PRICE_DTL>>,, 	(10-APR-2025 10:16:06)
 
<<START>>,<<FMS_CONT_PRICE_MIN_DTL>>,,, 	(10-APR-2025 10:16:06)
 
CARGO_REF_CD,CONT_TYPE,SEQ_NO,CURVE_NM,TIMESTAMP

TOTAL DATA EXTRACTED :,0,,,  	(10-APR-2025 10:16:08)
 
<<END>>,<<FMS_CONT_PRICE_MIN_DTL>>,,, 	(10-APR-2025 10:16:08)
 
<<START>>,<<FMS_CARGO_SVC_CONT_MST>>, 	(10-APR-2025 10:16:08)
 
CD,ENTITY_TYPE,CONT_NO,CONT_TYPE,TIMESTAMP

TOTAL DATA EXTRACTED :,0,  	(10-APR-2025 10:16:08)
 
<<END>>,<<FMS_CARGO_SVC_CONT_MST>>, 	(10-APR-2025 10:16:08)
 
<<START>>,<<FMS_CARGO_SVC_CONT_SVC_BU>>, 	(10-APR-2025 10:16:08)
 
CD,CONT_NO,CONT_TYPE,PLANT_SEQ_NO,TIMESTAMP

TOTAL DATA EXTRACTED :,0,  	(10-APR-2025 10:16:08)
 
<<END>>,<<FMS_CARGO_SVC_CONT_SVC_BU>>, 	(10-APR-2025 10:16:08)
 
<<START>>,<<FMS_BUY_CARGO_NOM>>, 	(10-APR-2025 10:16:08)
 
ABBR,MAN_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,NOM_REV,TIMESTAMP
SITMEFZ,24015, M ,24013, 0 , N ,, 0 ,24015, 0 , 	(10-APR-2025 10:16:08)
SITMEFZ,25003, M ,25003, 0 , N ,, 0 ,25003, 0 , 	(10-APR-2025 10:16:08)
SITMEFZ,25001, M ,25001, 0 , N ,, 0 ,25001, 0 , 	(10-APR-2025 10:16:08)

TOTAL DATA EXTRACTED :,3,  	(10-APR-2025 10:16:08)
 
<<END>>,<<FMS_BUY_CARGO_NOM>>, 	(10-APR-2025 10:16:08)
 
<<START>>,<<FMS_BUY_CARGO_NOM_BL>>, 	(10-APR-2025 10:16:08)
 
ABBR,MAN_CD,AGMT_TYPE,AGMT_NO,AGMR_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,NOM_REV,BL_NO,TIMESTAMP
SITMEFZ,24015, M ,24013, 0 , N ,24013, 0 ,24015, 0 , 1 , 	(10-APR-2025 10:16:08)
SITMEFZ,25003, M ,25015, 0 , N ,25003, 0 ,25003, 0 , 1 , 	(10-APR-2025 10:16:08)
SITMEFZ,25001, M ,25009, 0 , N ,25001, 0 ,25001, 0 , 1 , 	(10-APR-2025 10:16:08)

TOTAL DATA EXTRACTED :,3,  	(10-APR-2025 10:16:08)
 
<<END>>,<<FMS_BUY_CARGO_NOM_BL>>, 	(10-APR-2025 10:16:08)
 
<<START>>,<<FMS_BUY_CARGO_NOM_BOE>>, 	(10-APR-2025 10:16:08)
 
ABBR,MAN_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,NOM_REV,BOE_NO,TIMESTAMP
SITMEFZ,24015, M ,24013, 0 , N ,24013, 0 ,24015, 0 , 1 , 	(10-APR-2025 10:16:08)
SITMEFZ,25003, M ,25015, 0 , N ,25003, 0 ,25003, 0 , 1 , 	(10-APR-2025 10:16:08)
SITMEFZ,25001, M ,25009, 0 , N ,25001, 0 ,25001, 0 , 1 , 	(10-APR-2025 10:16:08)

TOTAL DATA EXTRACTED :,3,  	(10-APR-2025 10:16:08)
 
<<END>>,<<FMS_BUY_CARGO_NOM_BOE>>, 	(10-APR-2025 10:16:08)
 
<<START>>,<<FMS_BUY_CARGO_ALLOC>>, 	(10-APR-2025 10:16:08)
 
ABBR,MAN_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,NOM_REV,TIMESTAMP
CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
