
<<START>>,<<FMS_PRODUCT_MST>>, 	(26-FEB-2025 11:01:37)
 
PROD_CD,PROD_ABBR,TIMESTAMP
1,LNG, 	(26-FEB-2025 11:01:37)
2,RLNG, 	(26-FEB-2025 11:01:37)
201,ImpLNG, 	(26-FEB-2025 11:01:37)
202,ITankPur, 	(26-FEB-2025 11:01:37)
203,TP(RLNG), 	(26-FEB-2025 11:01:37)
301,IGX(DOMG) , 	(26-FEB-2025 11:01:37)
302,D6(DOMG), 	(26-FEB-2025 11:01:37)
303,CBM(DOMG), 	(26-FEB-2025 11:01:37)
304,ONGC Gas , 	(26-FEB-2025 11:01:37)
305,SEMTIPL(DOMG) , 	(26-FEB-2025 11:01:37)
306,RIL(DOMG), 	(26-FEB-2025 11:01:37)
307,BP(DOMG), 	(26-FEB-2025 11:01:37)
308,HPCL(DOMG) , 	(26-FEB-2025 11:01:37)
309,AMNS(DOMG), 	(26-FEB-2025 11:01:37)
3,DOMG, 	(26-FEB-2025 11:01:37)
310,D6(DOMG-CAP), 	(26-FEB-2025 11:01:37)
311,IGX(DOMG-CAP) , 	(26-FEB-2025 11:01:37)

TOTAL DATA EXTRACTED :,17,  	(26-FEB-2025 11:01:37)
 
<<END>>,<<FMS_PRODUCT_MST>>, 	(26-FEB-2025 11:01:37)
 
