
<<START>>,<<FMS_HOLIDAY_DTL>>, 	(13-MAR-2025 09:48:14)
 
HOLIDAY_DT,HOLIDAY_NM,TIMESTAMP
16/02/2025 00:00:00,SUNDAY, 	(13-MAR-2025 09:48:14)
14/01/2022 00:00:00,Makar Sankranti/ Pongal, 	(13-MAR-2025 09:48:14)
26/01/2022 00:00:00,Republic Day, 	(13-MAR-2025 09:48:14)
01/03/2022 00:00:00,Mahashivratri, 	(13-MAR-2025 09:48:14)
18/03/2022 00:00:00,Holi, 	(13-MAR-2025 09:48:14)
15/04/2022 00:00:00,Good Friday, 	(13-MAR-2025 09:48:14)
03/05/2022 00:00:00,Id-Ul-Fitr*/Ramadan, 	(13-MAR-2025 09:48:14)
15/08/2022 00:00:00,Independance Day, 	(13-MAR-2025 09:48:14)
19/08/2022 00:00:00,Krishna Jayanthi/ Janmashtami, 	(13-MAR-2025 09:48:14)
31/08/2022 00:00:00,Ganesh Chaturthi, 	(13-MAR-2025 09:48:14)
05/10/2022 00:00:00,Durga Puja (Vijay Dashmi)/ Dussehra, 	(13-MAR-2025 09:48:14)
24/10/2022 00:00:00,Naraka Chaturdashi/ Diwali, 	(13-MAR-2025 09:48:14)
26/10/2022 00:00:00,Diwali - Bhai Duj, 	(13-MAR-2025 09:48:14)
10/08/2021 00:00:00,Ganesh Chaturthi, 	(13-MAR-2025 09:48:14)
15/10/2021 00:00:00,Durga Puja / Dasera, 	(13-MAR-2025 09:48:14)
10/09/2021 00:00:00,Ganesh Chaturthi, 	(13-MAR-2025 09:48:14)
04/11/2021 00:00:00,Diwali, 	(13-MAR-2025 09:48:14)
05/11/2021 00:00:00,Balipadyami Deepavali, 	(13-MAR-2025 09:48:14)

TOTAL DATA EXTRACTED :,18,  	(13-MAR-2025 09:48:14)
 
<<END>>,<<FMS_HOLIDAY_DTL>>, 	(13-MAR-2025 09:48:14)
 
<<START>>,<<FMS_PRODUCT_MST>>, 	(13-MAR-2025 09:48:52)
 
PROD_CD,PROD_ABBR,TIMESTAMP
1,LNG, 	(13-MAR-2025 09:48:52)
2,RLNG, 	(13-MAR-2025 09:48:52)
201,ImpLNG, 	(13-MAR-2025 09:48:52)
202,ITankPur, 	(13-MAR-2025 09:48:52)
203,TP(RLNG), 	(13-MAR-2025 09:48:52)
301,IGX(DOMG) , 	(13-MAR-2025 09:48:52)
302,D6(DOMG), 	(13-MAR-2025 09:48:52)
303,CBM(DOMG), 	(13-MAR-2025 09:48:52)
304,ONGC Gas , 	(13-MAR-2025 09:48:52)
305,SEMTIPL(DOMG) , 	(13-MAR-2025 09:48:52)
306,RIL(DOMG), 	(13-MAR-2025 09:48:52)
307,BP(DOMG), 	(13-MAR-2025 09:48:52)
308,HPCL(DOMG) , 	(13-MAR-2025 09:48:52)
309,AMNS(DOMG), 	(13-MAR-2025 09:48:52)
3,DOMG, 	(13-MAR-2025 09:48:52)
310,D6(DOMG-CAP), 	(13-MAR-2025 09:48:52)
311,IGX(DOMG-CAP) , 	(13-MAR-2025 09:48:52)

TOTAL DATA EXTRACTED :,17,  	(13-MAR-2025 09:48:52)
 
<<END>>,<<FMS_PRODUCT_MST>>, 	(13-MAR-2025 09:48:52)
 
