
<<START>>,<<FMS_PUR_SG_INV_MST>>,,, 	(06-MAY-2025 14:32:38)
19002,null,0,06/05/2019 00:00:00,No additonal custom duty to be paid as Bill of Lading quantity (provisional) and final unloaded qty remains same., 	(06-MAY-2025 14:32:41)
19001,null,0,05/04/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19001,null,0,05/04/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19001,null,0,05/04/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19001,null,0,05/04/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19001,null,0,05/04/2019 00:00:00,No additonal custom duty to be paid as Bill of Lading quantity (provisional) and final unloaded qty remains same., 	(06-MAY-2025 14:32:41)
19009,null,0,28/08/2019 00:00:00,provisional invoice for part 1 discharge, 	(06-MAY-2025 14:32:41)
19009,null,0,28/08/2019 00:00:00,provisional invoice for part 1 discharge, 	(06-MAY-2025 14:32:41)
19009,null,0,13/09/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19009,null,0,28/07/2019 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
19009,null,0,13/09/2019 00:00:00,ROUNDED OFF, 	(06-MAY-2025 14:32:41)
19010,null,0,28/08/2019 00:00:00,part 2 discharge of cargo dtd 21 aug 2019, 	(06-MAY-2025 14:32:41)
19010,null,0,28/08/2019 00:00:00,part 2 discharge of cargo dtd 21 aug 2019, 	(06-MAY-2025 14:32:41)
19010,null,0,24/09/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19010,null,0,28/07/2019 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
19010,null,0,24/09/2019 00:00:00,nil, 	(06-MAY-2025 14:32:41)
20001,null,0,11/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20001,null,0,11/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20001,null,0,20/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20001,null,0,11/02/2020 00:00:00,Rounded, 	(06-MAY-2025 14:32:41)
20001,null,0,20/02/2020 00:00:00,rounded, 	(06-MAY-2025 14:32:41)
19014,null,0,16/01/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19014,null,0,16/01/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19014,null,0,16/01/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19014,null,0,16/01/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
19014,null,0,16/01/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
20003,null,0,26/01/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20003,null,0,26/01/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20003,null,0,07/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20003,null,0,26/01/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
20003,null,0,07/02/2020 00:00:00,nil, 	(06-MAY-2025 14:32:41)
19005,null,0,08/08/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19005,null,0,08/08/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19005,null,0,07/08/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19005,null,0,08/08/2019 00:00:00,Rounded off, 	(06-MAY-2025 14:32:41)
19005,null,0,07/08/2019 00:00:00,no difference, 	(06-MAY-2025 14:32:41)
19006,null,0,04/08/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19006,null,0,04/08/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19006,null,0,28/08/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19006,null,0,04/08/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19006,null,0,28/08/2019 00:00:00,nil, 	(06-MAY-2025 14:32:41)
20010,null,0,18/03/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20010,null,0,18/03/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20010,null,0,30/03/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20010,null,0,18/03/2020 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
20010,null,0,30/03/2020 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
20002,null,0,12/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20002,null,0,12/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20002,null,0,12/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20002,null,0,12/02/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
20002,null,0,12/02/2020 00:00:00,nil, 	(06-MAY-2025 14:32:41)
19007,null,0,02/09/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19007,null,0,02/09/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19007,null,0,20/09/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19007,null,0,02/09/2019 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
19007,null,0,20/09/2019 00:00:00,nil as BL qty and actual unloaded qty is same, 	(06-MAY-2025 14:32:41)
20005,null,0,29/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20005,null,0,29/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20005,null,0,13/03/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20005,null,0,29/02/2020 00:00:00,rounded, 	(06-MAY-2025 14:32:41)
20005,null,0,13/03/2020 00:00:00,rounded, 	(06-MAY-2025 14:32:41)
19012,null,0,13/11/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19012,null,0,13/11/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19012,null,0,13/11/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19012,null,0,13/11/2019 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
19012,null,0,13/11/2019 00:00:00,nil, 	(06-MAY-2025 14:32:41)
19015,null,0,07/01/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19015,null,0,07/01/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19015,null,0,22/01/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19015,null,0,07/01/2020 00:00:00,ROUNDED OFF, 	(06-MAY-2025 14:32:41)
19015,null,0,22/01/2020 00:00:00,nil, 	(06-MAY-2025 14:32:41)
19016,null,0,27/01/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19016,null,0,27/01/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19016,null,0,14/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19016,null,0,27/01/2020 00:00:00,rounded, 	(06-MAY-2025 14:32:41)
19016,null,0,14/02/2020 00:00:00,NIL, 	(06-MAY-2025 14:32:41)
19017,null,0,09/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19017,null,0,09/02/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19017,null,0,11/03/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19017,null,0,09/02/2020 00:00:00,rounded, 	(06-MAY-2025 14:32:41)
19017,null,0,11/03/2020 00:00:00,provisional and actual unloaded quantity is same, 	(06-MAY-2025 14:32:41)
19018,null,0,22/03/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19018,null,0,22/03/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19018,null,0,08/04/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19018,null,0,22/03/2020 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
19018,null,0,08/04/2020 00:00:00,the expected quantity and actual unloaed quantity is same. , 	(06-MAY-2025 14:32:41)
19020,null,0,30/05/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19020,null,0,30/05/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19020,null,0,18/06/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19020,null,0,30/05/2020 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
19020,null,0,18/06/2020 00:00:00,Prov & final qty is same so nil, 	(06-MAY-2025 14:32:41)
19019,null,0,11/05/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19019,null,0,11/05/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19019,null,0,27/05/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19019,null,0,11/05/2020 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
19019,null,0,27/05/2020 00:00:00,ROUNDED OFF, 	(06-MAY-2025 14:32:41)
19021,null,0,21/06/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19021,null,0,21/06/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19021,null,0,09/07/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19021,null,0,21/06/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
19021,null,0,09/07/2020 00:00:00,nil, 	(06-MAY-2025 14:32:41)
19022,null,0,04/07/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19022,null,0,04/07/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19022,null,0,30/07/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19022,null,0,04/07/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
19022,null,0,30/07/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
19024,null,0,08/08/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19024,null,0,08/08/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19024,null,0,21/08/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19024,null,0,08/08/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
19025,null,0,31/08/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19025,null,0,31/08/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19025,null,0,14/09/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19025,null,0,31/08/2020 00:00:00,ROUNDING OFF, 	(06-MAY-2025 14:32:41)
19027,null,0,02/09/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19027,null,0,02/09/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19028,null,0,14/09/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19028,null,0,14/09/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19027,null,0,23/09/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19028,null,0,09/10/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19027,null,0,02/09/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
19028,null,0,14/09/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
19029,null,0,12/10/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19029,null,0,12/10/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19030,null,0,04/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19030,null,0,04/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19029,null,0,28/10/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19030,null,0,19/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19029,null,0,12/10/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
19030,null,0,04/11/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
19032,null,0,28/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19032,null,0,28/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19032,null,0,22/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19032,null,0,28/11/2020 00:00:00,Rounding Off, 	(06-MAY-2025 14:32:41)
19031,null,0,17/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19031,null,0,17/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19031,null,0,10/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
19031,null,0,17/11/2020 00:00:00,Rounded off, 	(06-MAY-2025 14:32:41)
19003,null,0,10/05/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19003,null,0,10/05/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19003,null,0,30/05/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19003,null,0,10/05/2019 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
19003,null,0,30/05/2019 00:00:00,BL qtya nd unloaded qty remains same so no final duty payment required., 	(06-MAY-2025 14:32:41)
19004,null,0,28/05/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19004,null,0,28/05/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19004,null,0,17/06/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19004,null,0,28/05/2019 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
19004,null,0,17/06/2019 00:00:00,no change in quantity, 	(06-MAY-2025 14:32:41)
19008,null,0,20/08/2019 00:00:00,provisional invoice for partial cargo, 	(06-MAY-2025 14:32:41)
19008,null,0,20/08/2019 00:00:00,provisional invoice for partial cargo, 	(06-MAY-2025 14:32:41)
19008,null,0,29/08/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19008,null,0,20/08/2019 00:00:00,no difference, 	(06-MAY-2025 14:32:41)
19008,null,0,29/08/2019 00:00:00,ROUNDED OFF, 	(06-MAY-2025 14:32:41)
19013,null,0,05/11/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19013,null,0,05/11/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19013,null,0,26/11/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19013,null,0,05/11/2019 00:00:00,nil, 	(06-MAY-2025 14:32:41)
19013,null,0,26/11/2019 00:00:00,nil, 	(06-MAY-2025 14:32:41)
20007,null,0,04/04/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20007,null,0,04/04/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20007,null,0,21/04/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20007,null,0,04/04/2020 00:00:00,CD rounded , 	(06-MAY-2025 14:32:41)
20007,null,0,21/04/2020 00:00:00,rounded, 	(06-MAY-2025 14:32:41)
19011,null,0,13/10/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19011,null,0,13/10/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19011,null,0,29/10/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19011,null,0,13/10/2019 00:00:00,Rounded off, 	(06-MAY-2025 14:32:41)
19011,null,0,29/10/2019 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
21004,null,0,16/04/2021 00:00:00,-, 	(06-MAY-2025 14:32:41)
21004,null,0,16/04/2021 00:00:00,-, 	(06-MAY-2025 14:32:41)
21004,null,0,16/04/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21004,null,0,03/04/2021 00:00:00,Adjusted, 	(06-MAY-2025 14:32:41)
20011,null,0,02/06/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20011,null,0,02/06/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20011,null,0,17/06/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20011,null,0,02/06/2020 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
20011,null,0,17/06/2020 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
20018,null,0,03/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20018,null,0,03/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20018,null,0,19/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20018,null,0,03/11/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
21002,null,0,08/03/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21002,null,0,08/03/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21002,null,0,08/03/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21002,null,0,01/03/2021 00:00:00,., 	(06-MAY-2025 14:32:41)
20012,null,0,28/05/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20012,null,0,28/05/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20012,null,0,11/06/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20012,null,0,28/05/2020 00:00:00,Rounding off, 	(06-MAY-2025 14:32:41)
20012,null,0,11/06/2020 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
20019,null,0,14/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20019,null,0,14/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20019,null,0,27/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20019,null,0,14/11/2020 00:00:00,Rounded off, 	(06-MAY-2025 14:32:41)
21008,null,0,04/06/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21008,null,0,04/06/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21009,null,0,23/06/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21009,null,0,23/06/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21008,null,0,04/06/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21009,null,0,23/06/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21008,null,0,18/05/2021 00:00:00,Adjusted, 	(06-MAY-2025 14:32:41)
21009,null,0,08/06/2021 00:00:00,Adjusted, 	(06-MAY-2025 14:32:41)
20020,null,0,05/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20020,null,0,05/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20020,null,0,16/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20020,null,0,05/12/2020 00:00:00,Rounding Off, 	(06-MAY-2025 14:32:41)
21003,null,0,24/03/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21003,null,0,24/03/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21003,null,0,24/03/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21003,null,0,24/03/2021 00:00:00,-, 	(06-MAY-2025 14:32:41)
20025,null,0,17/03/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
20025,null,0,17/03/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
20026,null,0,23/07/2021 00:00:00,-, 	(06-MAY-2025 14:32:41)
20026,null,0,23/07/2021 00:00:00,-, 	(06-MAY-2025 14:32:41)
20027,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
20027,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
20025,null,0,17/03/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
20026,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
20027,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
20025,null,0,17/03/2021 00:00:00,., 	(06-MAY-2025 14:32:41)
20026,null,0,12/07/2021 00:00:00,Adjusted, 	(06-MAY-2025 14:32:41)
20027,null,0,12/07/2021 00:00:00,Adjusted, 	(06-MAY-2025 14:32:41)
20021,null,0,26/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20021,null,0,26/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20021,null,0,07/01/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
20021,null,0,26/12/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
20022,null,0,26/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20022,null,0,26/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20022,null,0,15/01/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
20022,null,0,26/12/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
20017,null,0,20/10/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20017,null,0,20/10/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20017,null,0,03/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20017,null,0,20/10/2020 00:00:00,Had to pay interest of 1327.99 in addition due to delay of receipt of BOE & CD filing due to custom system issue, 	(06-MAY-2025 14:32:41)
20013,null,0,30/09/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20013,null,0,30/09/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20014,null,0,11/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20014,null,0,11/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20015,null,0,08/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20015,null,0,08/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20016,null,0,13/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20016,null,0,13/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20013,null,0,21/10/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20014,null,0,04/11/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20015,null,0,02/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20016,null,0,31/12/2020 00:00:00,null, 	(06-MAY-2025 14:32:41)
20013,null,0,30/09/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
20014,null,0,11/11/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
20015,null,0,08/11/2020 00:00:00,Rounded off, 	(06-MAY-2025 14:32:41)
20016,null,0,13/12/2020 00:00:00,rounding off, 	(06-MAY-2025 14:32:41)
21047,null,0,04/06/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21047,null,0,04/06/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21048,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21048,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21047,null,0,04/06/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21048,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21047,null,0,18/05/2021 00:00:00,Adjusted, 	(06-MAY-2025 14:32:41)
21048,null,0,12/07/2021 00:00:00,Adjusted, 	(06-MAY-2025 14:32:41)
21050,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21050,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21050,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21050,null,0,12/07/2021 00:00:00,Adjusted, 	(06-MAY-2025 14:32:41)
21053,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21053,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21053,null,0,23/07/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21053,null,0,12/07/2021 00:00:00,Adjusted, 	(06-MAY-2025 14:32:41)
21001,null,0,26/02/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21001,null,0,26/02/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21001,null,0,26/02/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21001,null,0,23/02/2021 00:00:00,Rounded off, 	(06-MAY-2025 14:32:41)
21055,null,0,10/08/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21055,null,0,10/08/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21055,null,0,10/08/2021 00:00:00,null, 	(06-MAY-2025 14:32:41)
21055,null,0,07/08/2021 00:00:00,Rounded off, 	(06-MAY-2025 14:32:41)
21052,null,0,null,null, 	(06-MAY-2025 14:32:41)
21052,null,0,null,null, 	(06-MAY-2025 14:32:41)
21052,null,0,null,null, 	(06-MAY-2025 14:32:41)
23007,null,0,22/03/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23007,null,0,22/03/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23007,null,0,22/03/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23011,null,0,09/05/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23011,null,0,09/05/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23011,null,0,09/05/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23010,null,0,18/04/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23010,null,0,18/04/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23010,null,0,18/04/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23015,null,0,23/05/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23015,null,0,23/05/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23015,null,0,23/05/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23028,null,0,16/10/2023 00:00:00,Actual Proforma invoice amount is 21343278.09. Diff in value is due to rounding and Weighted average of price, 	(06-MAY-2025 14:32:42)
23028,null,0,16/10/2023 00:00:00,Actual Proforma invoice amount is 21343278.09. Diff in value is due to rounding and Weighted average of price, 	(06-MAY-2025 14:32:42)
23028,null,0,16/10/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23035,null,0,12/12/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23035,null,0,12/12/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23034,null,0,12/12/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23034,null,0,12/12/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23035,null,0,12/12/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23034,null,0,12/12/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23035,null,0,12/12/2023 00:00:00,Rounding off, 	(06-MAY-2025 14:32:42)
23034,null,0,12/12/2023 00:00:00,Rounding off, 	(06-MAY-2025 14:32:42)
24002,null,0,29/04/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
24002,null,0,29/04/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
24002,null,0,29/04/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
23025,null,0,22/09/2023 00:00:00,This is same vessel dated 02-Sep-23, parcel 1& 2 from Trinidad and parcel 3 from Nigeria. Price is diff for Nigeria qty, 	(06-MAY-2025 14:32:42)
23025,null,0,22/09/2023 00:00:00,This is same vessel dated 02-Sep-23, parcel 1& 2 from Trinidad and parcel 3 from Nigeria. Price is diff for Nigeria qty, 	(06-MAY-2025 14:32:42)
23025,null,0,22/09/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23025,null,0,12/09/2023 00:00:00,Rounding off, 	(06-MAY-2025 14:32:42)
23040,null,0,08/02/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
23040,null,0,08/02/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
23040,null,0,08/02/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
23040,null,0,30/01/2024 00:00:00,rounding off, 	(06-MAY-2025 14:32:42)
23024,null,0,22/09/2023 00:00:00,Invoice qty is summed for two parcels of Trinidad qty (2565540+508550 mmbtu) with same price, 	(06-MAY-2025 14:32:42)
23024,null,0,22/09/2023 00:00:00,Invoice qty is summed for two parcels of Trinidad qty (2565540+508550 mmbtu) with same price, 	(06-MAY-2025 14:32:42)
23024,null,0,22/09/2023 00:00:00,null, 	(06-MAY-2025 14:32:42)
23024,null,0,11/09/2023 00:00:00,Rounding off, 	(06-MAY-2025 14:32:42)
24006,null,0,30/05/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
24006,null,0,30/05/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
24006,null,0,30/05/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
24006,null,0,30/05/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
24006,null,0,30/05/2024 00:00:00,null, 	(06-MAY-2025 14:32:42)
