
<<START>>,<<FMS_SAC_MST>>, 	(07-APR-2025 10:41:42)
 
SAC_CODE,TIMESTAMP
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)
1, 	(07-APR-2025 10:41:43)

TOTAL DATA EXTRACTED :,28,  	(07-APR-2025 10:41:43)
 
<<END>>,<<FMS_SAC_MST>>, 	(07-APR-2025 10:41:43)
 
