
<<START>>,<<FMS_ENTITY_CONTACT_MST>>,, 	(12-MAR-2025 17:57:27)
SGIPL,35,C,12,28/02/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,10,28/11/2017 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,2,28/11/2017 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,4,28/11/2017 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,5,28/11/2017 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,6,28/11/2017 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,6,01/04/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,6,07/04/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,1,28/11/2017 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,11,01/03/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,6,01/04/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,8,28/11/2017 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,9,30/06/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,6,01/04/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,7,28/11/2017 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,5,01/07/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,12,28/02/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,10,28/11/2017 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,2,28/11/2017 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,4,28/11/2017 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,5,28/11/2017 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,6,28/11/2017 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,6,01/04/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,6,07/04/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,1,28/11/2017 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,11,01/03/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,6,01/04/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,8,28/11/2017 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,9,30/06/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,6,01/04/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,7,28/11/2017 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
VGL,36,C,3,03/07/2019 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
VGL,36,C,4,01/01/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
VGL,36,C,5,01/01/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
VGL,36,C,3,03/07/2019 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
VGL,36,C,4,01/01/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
VGL,36,C,5,01/01/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,7,01/06/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,3,02/12/2019 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,1,02/12/2019 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,2,02/12/2019 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,8,02/12/2019 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,6,02/12/2019 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,4,02/12/2019 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,5,02/12/2019 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,7,01/06/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,3,02/12/2019 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,1,02/12/2019 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,2,02/12/2019 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,8,02/12/2019 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,6,02/12/2019 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,4,02/12/2019 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HCG,38,C,5,02/12/2019 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GGL,39,C,2,09/12/2019 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
GGL,39,C,14,16/05/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
GGL,39,C,8,16/06/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
GGL,39,C,1,28/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
GGL,39,C,1,09/12/2019 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
GGL,39,C,2,09/12/2019 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GGL,39,C,14,16/05/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GGL,39,C,8,16/06/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GGL,39,C,1,28/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GGL,39,C,1,09/12/2019 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,15,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,2,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,14,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,13,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,20,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,10,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,4,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,17,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,9,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,7,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,23,19/09/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,6,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,16,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,5,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,12,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,21,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,3,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,11,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,19,01/01/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,18,01/01/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,22,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,8,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,15,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,2,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,14,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,13,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,20,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,10,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,4,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,17,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,9,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,7,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,23,19/09/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,6,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,16,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,5,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,12,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,21,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,3,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,11,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,19,01/01/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,18,01/01/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,22,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CFC,40,C,8,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HGL-RLNG,42,C,3,15/11/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HGL-RLNG,42,C,2,01/02/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HGL-RLNG,42,C,3,15/11/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HGL-RLNG,42,C,2,01/02/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,1,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,7,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,2,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,2,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,3,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,3,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,4,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,4,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,5,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,5,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,6,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,6,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,13,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,13,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,1,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,7,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,9,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,9,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,10,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,10,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,11,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,11,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,12,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,12,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,8,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,8,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,1,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,7,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,2,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,2,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,3,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,3,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,4,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,4,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,5,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,5,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,6,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,6,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,13,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,13,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,1,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,7,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,9,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,9,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,10,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,10,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,11,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,11,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,12,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,12,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,8,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,C,8,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
PipeInfra,43,R,3,23/04/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,5,01/03/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,3,01/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,7,01/03/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,6,01/03/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,4,01/01/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,1,01/05/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,5,01/03/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,3,01/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,7,01/03/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,6,01/03/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,4,01/01/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
NFL,44,C,1,01/05/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HSIL,45,C,4,01/05/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HSIL,45,C,1,01/05/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HSIL,45,C,2,01/05/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HSIL,45,C,5,01/05/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HSIL,45,C,3,01/05/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HSIL,45,C,4,01/05/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HSIL,45,C,1,01/05/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HSIL,45,C,2,01/05/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HSIL,45,C,5,01/05/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HSIL,45,C,3,01/05/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,3,23/07/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,4,23/07/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,13,29/12/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,8,29/12/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,11,29/12/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,12,29/12/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,2,23/07/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,1,23/07/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,5,23/07/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,3,23/07/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,4,23/07/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,13,29/12/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,8,29/12/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,11,29/12/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,12,29/12/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,2,23/07/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,1,23/07/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
KFL,47,C,5,23/07/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,7,25/06/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,2,25/06/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,4,13/01/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,3,01/01/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,6,25/06/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,1,25/06/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,7,25/06/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,2,25/06/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,4,13/01/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,3,01/01/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,6,25/06/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
BIL,48,C,1,25/06/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
RIPL,49,C,1,19/11/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
RIPL,49,C,1,19/11/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CP,50,C,1,15/10/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CP,50,C,2,15/10/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CP,50,C,3,15/10/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
CP,50,C,1,15/10/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CP,50,C,2,15/10/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
CP,50,C,3,15/10/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,3,01/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,8,12/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,2,01/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,7,01/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,5,01/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,6,01/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,10,24/09/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,11,24/09/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,9,24/09/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,3,01/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,8,12/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,2,01/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,7,01/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,5,01/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,6,01/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,10,24/09/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,11,24/09/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
HALHFGL,51,C,9,24/09/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
VIDUWIL,52,C,2,01/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
VIDUWIL,52,C,1,01/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
VIDUWIL,52,C,3,01/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
VIDUWIL,52,C,2,01/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
VIDUWIL,52,C,1,01/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
VIDUWIL,52,C,3,01/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,8,27/04/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,10,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,1,25/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,7,01/04/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,12,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,11,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,3,01/04/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,2,25/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,9,28/12/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,13,27/03/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,5,01/04/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,4,01/04/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,6,01/04/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,3,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,1,01/02/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,8,27/04/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,10,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,1,25/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,7,01/04/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,12,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,11,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,3,01/04/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,2,25/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,9,28/12/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,13,27/03/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,5,01/04/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,4,01/04/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,6,01/04/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,3,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AGP CGD,53,C,1,01/02/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
MINDA,54,C,15,29/07/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
MINDA,54,C,13,29/07/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
MINDA,54,C,14,29/07/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
MINDA,54,C,5,01/02/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
MINDA,54,C,10,21/02/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
MINDA,54,C,1,01/02/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
MINDA,54,C,6,03/03/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
MINDA,54,C,3,05/01/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
MINDA,54,C,17,19/07/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
